,58_1_www.microsoft.com,58_2_www.microsoft.com,58_3_www.microsoft.com,58_5_www.microsoft.com,58_6_www.microsoft.com,58_7_www.microsoft.com,58_8_www.microsoft.com,58_10_www.microsoft.com,59_1_www.microsoft.com,59_2_www.microsoft.com,59_3_www.microsoft.com,59_4_www.microsoft.com,59_5_www.microsoft.com,59_6_www.microsoft.com,59_7_www.microsoft.com,59_8_www.microsoft.com,59_9_www.microsoft.com,59_10_www.microsoft.com,60_1_www.microsoft.com,60_2_www.microsoft.com,60_3_www.microsoft.com,60_4_www.microsoft.com,60_5_www.microsoft.com,60_6_www.microsoft.com,60_7_www.microsoft.com,60_8_www.microsoft.com,60_9_www.microsoft.com,60_10_www.microsoft.com,61_1_www.microsoft.com,61_2_www.microsoft.com,61_3_www.microsoft.com,61_4_www.microsoft.com,61_5_www.microsoft.com,61_6_www.microsoft.com,61_7_www.microsoft.com,61_8_www.microsoft.com,61_9_www.microsoft.com,61_10_www.microsoft.com
21,107221.04000000004,275607.2,52415.04,93017.24000000003,275226.72,267854.58,267031.6,264284.36,492493.0,457037.78,447064.2799999999,393498.9200000001,348567.24000000005,885763.4,452025.14,421539.04,304802.64,336575.6,334091.84,401611.92,383327.2,432139.78,410192.56,456967.88,440162.56,1198238.62,346677.68,446485.72,343529.76,350940.6,306689.4,352355.68,389403.8000000001,338174.28,355870.06,306461.04,342231.92,370678.24
22,126236.52,281870.2,79140.27999999991,152914.12000000017,281640.4,276640.32,271977.88,267546.12,596286.0,462457.28,554239.2,473610.64,392632.64,1015582.04,450499.28,419842.04,304732.24,334815.12,356418.2399999997,415459.32,381504.44,430241.92,408302.76,465038.64,438394.96,1208457.56,379983.68,449113.32,341788.24,352569.4,308905.19999999995,357916.52,402894.04,345640.12,370044.72,336728.16,342224.04,374203.68
23,128843.71999999994,280964.2,119481.08,206877.0800000001,292586.04,286616.8,279091.8800000001,271413.6,698886.0,460562.44,726369.98,494382.64,460275.0799999999,1026888.84,448519.14,418089.76,360248.7200000001,346305.11999999994,463967.8800000003,414200.96,379926.16,458971.3999999996,419846.6,469708.96,437153.88,1278418.9199999995,420153.64,520131.8400000001,353723.4,362078.00000000006,311275.0,362402.28,413729.72,351667.04,370673.78,338900.84000000014,354875.4,382631.84
24,163106.04,300159.2000000001,180829.64,265278.2,294231.96,293212.6799999999,284189.8,285245.04,789580.0,468315.2,791875.48,611462.8,477349.72,1049658.72,498558.28000000026,443439.92,473903.44,403771.56,486795.88,412588.92,378230.76,607763.2799999998,458785.56,527515.7200000001,455068.08,1350147.12,480363.2,551904.64,362447.52,369704.6,319308.2,368596.56,479844.68,356070.7200000001,374135.36,353109.8,358098.32,402748.24
25,165503.5,300741.0,230251.0,271260.0,295947.0,298688.5,286719.0,285387.0,794578.0,562471.0,815885.5,670618.0,585125.0,1058750.0,623306.0,475131.0,488042.0,468332.5,531976.0,411518.0,379481.0,710319.0,543671.0,632407.0,491837.0,1388958.5,588237.0,575455.0,373599.0,371035.5,350852.0,374269.0,494697.0,357639.0,378863.5,358103.5,367882.0,408383.0
26,234074.1999999999,300385.8,269760.92,273394.28,298676.47999999986,300645.47999999986,285131.32,284606.8,818350.0,690948.3200000001,818383.12,752576.2800000001,663678.08,1064162.92,723131.7200000002,551450.2799999999,614527.5200000004,494465.12,616412.6799999999,409458.04,434311.0800000001,859360.1600000003,639389.3200000002,661379.32,570727.28,1393831.6,717935.96,606309.52,376468.08,379432.4,349726.8,375122.79999999993,517880.96,365340.7199999999,400592.52,359097.24,369053.68,467563.2400000002
27,273087.38,306837.8,272764.92,272580.8,302042.24,302101.94,286470.64,286730.88,821712.0,797814.6000000002,824943.8,803467.72,783959.5200000005,1072529.56,794261.66,627640.8400000002,777765.0399999996,564761.56,716642.36,425879.8,477474.00000000006,1024930.24,717443.5200000004,750903.52,633745.84,1421765.46,827323.7200000002,625040.3599999999,377846.12,381035.4,347809.2,400964.76,530046.04,368091.92,403921.14,368908.16,372276.64,486212.75999999966
28,278774.8,360294.0,273955.6,284811.4,317089.64,304078.88,291195.72,290313.6,827647.0,801127.48,836107.24,817575.84,802167.48,1077710.52,816261.0000000001,659493.0,795235.16,662069.0,819745.0399999998,453555.6,507706.7199999999,1151979.44,815573.6,788990.28,706261.9199999998,1429269.4,907454.6,700749.64,378428.76,385474.79999999993,359475.6,403209.32,531069.44,371771.48,409110.76,372174.68,374335.84,489859.92
29,282897.8,358999.6,283938.2,289409.36000000004,318630.84,309917.91999999987,292797.96,308937.48,839594.0,825133.54,865803.58,839963.88,812693.78,1226065.32,818242.86,754572.3600000001,811497.88,689212.2,974891.3600000001,594092.36,601523.1199999999,1154944.26,910999.0400000005,839437.9199999998,792707.08,1436006.46,977130.4400000002,819955.8399999997,382631.76,409534.8,364610.2,409563.36,534238.32,374110.76,442870.32,376040.46,375930.48,493348.76
30,286388.2,388079.0,293756.8,290238.6,319969.6,309671.6,293093.2,307545.6,849621.0,828380.2,868646.6,842943.6,836582.2,1321979.0000000002,824178.2,786211.6,836098.6,799595.8,1089933.6,688931.0000000001,673268.3999999999,1180304.7999999998,1007820.2,973844.4,899820.2,1467989.6,1052267.8000000005,827583.4,390716.8,416819.0,365931.0,441739.99999999977,541672.8,382507.4,481930.0,376765.0,384022.0,506738.8
31,302890.32,407167.00000000006,295247.44,305317.8000000001,319970.04,314414.98,293990.8,306387.08,856358.0,854685.92,871279.6,846239.16,839165.82,1527588.88,832354.92,793343.52,837177.48,802512.48,1160112.56,806922.8,791772.6,1181573.88,1088481.2,1101200.8800000004,978955.8,1481740.6,1152340.64,834167.64,409191.36,427550.00000000006,370006.8,475184.44,547892.32,402670.24,492363.66,402606.02,402595.08,528072.76
32,321202.68,463708.8000000001,294615.12,318082.4,319182.8,321208.84,310497.4,313191.4,902999.0,860114.72,885617.76,878612.4,842876.24,1653602.4,837349.64,813073.84,840311.76,826527.24,1182091.48,919618.6,912867.64,1187193.8,1153221.04,1162144.24,1065480.44,1488766.52,1178026.72,909539.72,412952.23999999993,441991.8,376977.0,487903.36,575070.48,401551.08,501427.76,405816.4,406904.56000000006,529830.72
33,344893.96,488389.8,304966.96,325765.36,321373.03999999986,329852.24,320263.5600000001,324642.6,988972.0,871559.1799999998,937312.2000000002,890247.68,853739.64,1779288.16,876306.1,816291.16,845004.8400000002,829753.64,1187023.32,1041492.72,938845.48,1197421.92,1156556.24,1187041.24,1134676.1199999996,1528315.08,1179106.64,997326.6800000005,424340.32,456909.0,387146.8,489597.4,591585.64,420181.2,522786.16,417517.86,411189.0,536472.2
34,346276.56,509887.0000000004,306521.56,356543.6,337417.1599999998,328824.92,327556.04,351373.8,1022247.0,869694.0,1041106.72,905062.36,868857.6400000001,1904772.8,877969.9199999998,818844.4,863812.3199999998,843283.9600000002,1190235.84,1141361.5599999998,1073488.64,1213721.96,1182662.76,1189051.04,1158471.84,1568757.88,1185994.2,1074956.92,430870.88,477805.4,388188.79999999993,523124.92,607827.68,419398.4,526641.16,415526.6400000001,431479.12,539689.04
35,347490.5,526600.0,326043.4,367381.4,407562.9999999997,337334.39999999985,333721.4,392871.0,1027971.5,896087.5,1049636.7,950591.8,948379.0,2029899.0,886173.9,831682.0,872985.7999999998,849374.2,1200484.0,1159512.2000000002,1155965.8,1239198.6,1188837.2,1192330.6,1168583.6,1615170.7,1190346.6,1141831.0,435303.0,510021.0,387563.0,525296.6,626285.2,427299.0,527803.4,430294.9000000001,479033.4,602186.2000000001
36,380003.88,531571.4,349096.52,368062.8,486374.11999999994,361638.47999999975,332694.68,432494.2,1048370.0,903558.6,1053025.72,994704.2,1009786.52,2167412.96,911733.2,847044.24,894647.16,868421.6,1211269.76,1162735.16,1158922.92,1257325.92,1191960.24,1198282.68,1190281.84,1622091.48,1197111.56,1172986.7999999998,460155.12,524868.0,395273.99999999977,526125.76,624524.76,439438.16,530130.44,439291.32,489769.32,603351.04
37,410185.23999999993,560379.2,365168.0,367107.6,515417.4799999999,388553.7599999999,340166.2,486473.31999999954,1050951.5,937663.32,1059117.42,1040335.32,1015739.8,2180702.96,926374.92,853977.32,970592.84,877817.96,1229675.24,1185109.1,1172645.5199999998,1270145.5199999993,1209006.52,1217834.36,1197695.56,1625418.22,1208131.9600000002,1184463.08,462475.16,526702.7,410223.6,529952.32,631492.8,449787.2399999997,539897.46,440519.34,491536.8000000001,607083.32
38,468708.32,572184.0,417657.08,368021.6,533421.52,414522.44,367720.12,503090.28,1058280.0,1010118.4,1068694.32,1047740.24,1020311.04,2211971.28,935362.6,866309.4,1009380.36,918685.8,1230573.16,1189585.4,1187369.44,1366014.6,1215795.68,1222108.7999999998,1208650.52,1634588.4,1218215.48,1195551.72,474885.24,535199.2,415763.6,535147.6,642757.36,472796.3599999999,542579.44,470735.6,499733.36,626075.52
39,476018.04,601206.6,451455.79999999993,405943.12,561861.9599999996,457702.5199999993,428319.1600000002,528693.36,1063209.0,1058951.46,1073068.16,1051007.04,1022479.4,2218419.8000000003,1027199.4400000002,891064.8800000006,1017631.08,1001406.48,1238305.84,1203322.1,1205920.4,1392238.7999999998,1226125.44,1234683.6,1219111.56,1628390.76,1223017.6,1201719.84,492737.87999999995,542395.5,428633.0,539256.68,657604.48,491134.0399999999,542084.0599999999,481600.26,510090.36,626924.16
40,477235.2,606669.0,461470.8,441823.0,574954.7999999999,540575.9999999999,505962.00000000006,532100.6,1062967.0,1067809.6,1128818.6,1054841.4,1043837.8,2272777.2,1053551.0,956070.0,1019882.2,1034550.8,1288513.4,1208915.0,1228816.8,1411278.2,1235149.200000001,1247867.6,1238579.6,1643130.0,1310607.9999999998,1211811.6,527722.0,544603.0,459391.0,555304.0000000001,658621.7999999999,499306.5999999996,553028.6,496496.20000000007,513263.4,643008.6
41,483506.08,602504.7999999999,476570.75999999966,491303.64,587668.6399999999,578973.36,572600.88,561226.16,1068911.5,1072219.86,1227568.42,1062604.08,1046657.6,2313619.36,1064282.8,976469.4400000002,1038461.72,1036775.72,1376977.64,1220841.14,1234765.64,1419067.16,1353593.6,1290096.92,1244754.96,1660544.92,1358840.2000000002,1241056.16,534321.16,560989.0000000002,485224.6,603402.56,660918.52,530915.56,562596.1200000001,510321.28,514980.88,644755.36
42,495391.6,610312.4,487233.72,505010.4,605508.24,591180.72,574204.68,572454.84,1075997.0,1078629.6800000002,1350437.96,1104261.76,1058500.92,2315090.28,1068491.12,999224.6,1042922.24,1043872.76,1396250.84,1225504.16,1251216.2,1423223.08,1385140.12,1391554.76,1254278.48,1670145.24,1386793.28,1255728.72,535589.48,606422.6,489931.0,600843.48,669606.48,533577.8799999999,602394.84,533824.5599999999,534712.16,654543.76
43,499602.4000000001,610985.6,497026.32,513969.6,605493.7999999999,607502.96,585387.4400000001,590584.1999999997,1173109.0,1085826.24,1480494.239999999,1207288.28,1067557.8,2319642.28,1070848.18,1032274.9600000002,1048604.8,1046734.54,1398561.76,1252402.74,1272631.12,1426055.22,1408153.92,1413992.16,1278364.0799999998,1786789.76,1406818.44,1257662.88,537176.68,608787.3,503290.4,604426.48,672924.52,534042.52,613422.58,536719.6000000001,536466.72,655375.68
44,506832.48,612291.8,500329.4,526590.72,611478.76,613269.68,612977.44,605533.36,1240068.0,1129832.9600000002,1533690.28,1280944.4400000002,1067815.48,2331355.2,1078872.88,1034346.4,1054285.16,1050169.4,1403111.68,1325347.8400000005,1337004.5199999993,1437855.7999999996,1410058.64,1415763.72,1374824.2,1798369.8,1412702.16,1333480.7199999995,541090.9600000001,609382.4,504411.2,619587.36,675888.36,537669.36,614616.84,541346.0399999999,539651.3200000001,661478.32
45,530976.0000000001,613598.0,516500.8,528308.8,609062.4,609839.2000000001,612992.8,601732.6,1342932.0,1255061.3999999992,1634458.7,1446564.0,1077754.9,2341710.6,1083797.9,1056052.2,1053336.8,1057570.9,1422823.6,1387520.3,1355625.4,1442735.2,1418356.8,1424361.4,1414714.1999999997,1807652.4,1416646.4,1397602.6,543822.8,627587.5,512451.9999999997,626065.6,675934.2,539913.6,632412.2,544628.2000000001,543606.2,660932.6
46,565643.88,616297.6,518288.04,556614.52,619235.08,611472.88,619178.72,602823.32,1513717.0,1368061.64,1722777.28,1524266.64,1139524.5199999998,2349173.4,1127262.0800000005,1058919.92,1058609.28,1075128.3999999992,1429597.8,1406634.8,1388578.0399999998,1471817.56,1422308.72,1428279.52,1418083.68,1811668.6,1420124.92,1404142.92,553704.7999999999,629226.4,530977.0,630966.7999999999,676452.16,543751.12,631718.9199999999,549480.72,547864.9600000001,668181.28
47,567366.02,609988.2,563191.96,567238.36,617541.28,605905.1,616543.28,601083.4,1667781.0,1471244.3999999997,1809085.72,1631535.12,1237135.6,2356767.76,1311786.1199999996,1063937.84,1065015.96,1138836.5599999998,1435416.84,1411961.26,1401265.84,1482235.94,1428155.8,1433780.56,1421877.48,1816611.96,1432145.68,1408049.16,562741.96,635327.7,536321.0,641840.68,676742.44,553446.08,633516.08,562064.4,555815.8,669623.12
48,571068.52,609940.2,570193.6,584477.28,612272.0399999999,621161.92,626341.6,612037.04,1822445.0,1566710.52,1904676.639999999,1767366.84,1289629.9600000002,2360783.08,1392722.1600000008,1069722.04,1067753.3999999994,1269374.4,1439506.92,1418728.04,1409059.24,1484066.28,1433229.44,1437726.12,1428999.6,1821084.64,1448624.16,1415319.76,578265.88,636166.8,536996.4,644176.28,678496.5599999999,584617.08,633248.72,575856.84,573756.12,676723.72
49,578436.3200000001,609882.6,587713.92,598137.4400000001,625321.9199999997,615276.38,631584.16,612567.04,1996371.0,1614365.5599999996,2013104.72,1862776.240000001,1331763.5199999993,2364996.16,1430287.28,1071412.88,1193216.6000000006,1343459.18,1452789.8,1422122.36,1411119.52,1483997.64,1436310.28,1475131.92,1466056.9599999997,1819897.68,1476231.44,1418930.28,582438.44,644887.6000000001,538352.8,642155.84,690843.32,604233.96,633214.64,584851.8,572991.24,680491.7999999999
