,165_1_www.symantec.com,165_2_www.symantec.com,165_3_www.symantec.com,165_4_www.symantec.com,165_5_www.symantec.com,165_7_www.symantec.com,165_8_www.symantec.com,165_9_www.symantec.com,165_10_www.symantec.com,166_1_www.symantec.com,166_2_www.symantec.com,166_3_www.symantec.com,166_4_www.symantec.com,166_5_www.symantec.com,166_6_www.symantec.com,166_7_www.symantec.com,166_8_www.symantec.com,166_9_www.symantec.com,166_10_www.symantec.com,167_1_www.symantec.com,167_2_www.symantec.com,167_3_www.symantec.com,167_4_www.symantec.com,167_5_www.symantec.com,167_6_www.symantec.com,167_7_www.symantec.com,167_8_www.symantec.com,167_9_www.symantec.com,167_10_www.symantec.com,168_2_www.symantec.com,168_3_www.symantec.com,168_4_www.symantec.com,168_5_www.symantec.com,168_6_www.symantec.com,168_7_www.symantec.com,168_8_www.symantec.com,168_9_www.symantec.com,168_10_www.symantec.com
31,1180941.8,908802.1,1011214.88,918220.3,954688.0,1153103.44,1074301.6,1122827.6800000002,1056566.5199999993,2034619.66,2020661.0,1955594.8,1915606.12,1969548.64,1867734.0,1323259.5600000005,1621653.0,1574307.2000000004,1446445.2800000003,1227565.4,908831.2400000008,1192379.12,900601.3200000003,1152509.8000000005,1200489.18,1519567.2000000004,1618241.64,1177898.32,1532361.5,840264.8999999998,1196794.76,1055306.0,1167648.52,1106034.2,1319617.0,1067383.4800000002,1164773.9,1037716.2
32,1220011.3200000005,980779.36,1115913.5200000005,1013189.6,1087717.0,1227736.36,1150921.12,1257463.04,1157293.76,2044547.44,2024890.0,1981221.4,1966082.96,2051453.48,1935205.0,1399362.48,1713293.3999999997,1678122.7200000002,1605232.0000000002,1378384.0000000007,947184.4,1286741.88,950033.76,1240295.76,1274864.7599999998,1598499.2,1622247.04,1236765.8,1609225.36,914472.24,1258394.3199999998,1110525.0,1223479.2,1173880.32,1398773.0,1148296.88,1174388.8,1158325.2400000002
33,1325728.64,1072682.04,1195787.52,1102706.9,1182121.0,1288494.9,1232462.239999999,1352512.4,1161492.92,2064255.44,2046331.5,1991605.8,2013371.72,2057606.52,1949240.0,1472127.08,1852754.6,1798245.7600000002,1757436.6,1446565.4000000006,1017113.64,1395172.0000000007,1006670.52,1288806.3,1359782.9,1621858.88,1624562.44,1290126.76,1689772.44,1014004.56,1387781.2799999998,1153181.0,1320902.16,1223163.6,1401882.0,1175864.4,1233056.4399999992,1172507.64
34,1419587.84,1156317.4,1290771.2400000002,1211339.2,1328999.0,1412382.3599999994,1366088.4,1386679.08,1225378.76,2070284.28,2055778.0,1999267.2,2019069.16,2061792.32,1968757.0,1607446.48,1874993.8,1897601.6,1808300.84,1581020.0000000002,1099079.7200000004,1504517.84,1075744.96,1345531.12,1400934.84,1626081.0,1626672.48,1344462.0,1703259.84,1096439.6,1404848.88,1198464.0,1329590.04,1330885.0,1407679.0,1230716.3600000006,1329425.4,1251750.5599999998
35,1456300.6,1260976.9,1389032.8000000005,1321279.5,1440197.5,1576927.4999999998,1432683.9999999998,1440540.0000000002,1325843.4,2095944.6,2176410.0,2003441.0,2023334.4,2077410.4,1970494.0,1776753.9999999998,1945643.0,1991029.5,1897043.0,1688046.0,1203531.6,1610963.4,1171362.0,1456188.9,1444237.5,1665071.0,1635250.4,1384131.7999999998,1711824.2,1166612.5,1408049.2,1301052.0,1369772.0000000002,1335078.0,1459162.0,1332329.2,1331550.0,1330614.0
36,1487431.56,1294901.84,1446553.88,1398445.1199999996,1522307.0,1633726.48,1500612.68,1532928.84,1393283.56,2221170.72,2184480.0,2007496.6,2071545.48,2227289.36,1983599.0,1910417.8,2076596.4,2016953.64,1995208.2,1770177.8,1310625.0800000008,1624803.16,1333338.8,1480509.8,1471015.3599999996,1680930.44,1641315.12,1410933.16,1740827.24,1181750.32,1412909.56,1333882.0,1409538.48,1387342.68,1462664.0,1334706.2,1410194.4,1407300.16
37,1522013.76,1338785.7,1480098.28,1472100.08,1577031.0,1639657.9,1552659.9200000004,1571150.64,1437434.8,2232924.76,2194579.5,2022036.2,2154756.12,2363356.32,2035243.0,2002078.22,2109561.8,2038772.6,2125897.5600000005,1848689.2,1389772.2400000012,1694095.24,1454421.52,1493994.7,1537555.1,1698395.12,1664884.8,1418115.9,1772153.62,1192776.02,1415324.96,1393865.0,1447282.8,1390610.16,1469401.0,1339182.98,1428006.94,1409668.76
38,1551187.4,1440582.3199999996,1516244.2400000002,1506826.72,1597933.0,1696903.4,1605624.28,1624131.84,1548230.28,2234480.64,2237812.0,2171185.4,2162469.72,2567575.4000000004,2113709.0,2017582.68,2200791.4,2105375.4,2331948.6,1859372.6,1482174.08,1746023.36,1548515.6000000015,1602491.1600000006,1582474.12,1728259.08,1683179.16,1464706.96,1829056.88,1238322.2,1423989.44,1414702.0,1465778.4,1396103.56,1521879.0,1369770.92,1463333.08,1447972.8
39,1576179.56,1528786.5199999998,1537182.4,1555733.78,1613658.5,1697359.76,1633814.64,1629859.92,1623615.3599999992,2274229.4800000004,2353270.5,2247658.0,2175199.6,2810839.12,2168109.0,2038576.96,2210684.0,2193376.8200000003,2485478.8000000003,1863437.0,1596903.8,1751293.44,1617953.2000000004,1691277.24,1641836.32,1745715.7200000002,1720416.1200000006,1493763.1,1872824.1,1268306.52,1430251.6,1466819.0,1470929.04,1454556.1599999997,1592313.0,1419339.34,1468502.22,1467034.36
40,1583889.4,1625039.1999999997,1574478.2,1600941.6,1632578.0,1744009.6,1639505.4,1648766.200000001,1633713.2,2421875.8000000003,2464495.0,2442038.0,2281666.4,3145274.4000000013,2177187.0,2042744.4,2231896.0,2322226.0,2630603.0,1876720.0,1663400.2000000004,1784658.4000000004,1667686.2,1747025.2,1720854.1999999997,1782908.2,1735167.4,1552089.0,1915018.8,1288082.6,1457002.6,1471410.0,1477088.6,1478704.6,1598674.0,1454924.0,1474538.0,1470920.6
41,1633623.68,1635972.68,1626196.7600000002,1639537.4,1645488.0,1823875.58,1647219.92,1687101.92,1638473.7999999996,2603779.3200000003,2677568.5,2740736.999999999,2344551.96,3412057.92,2234850.0,2118153.2800000003,2238166.2,2451535.9,2827723.2,1910618.0,1772508.96,1818133.96,1701446.8,1798472.66,1789506.3599999996,1819928.64,1755489.24,1583235.24,1923275.74,1339943.0,1472390.16,1476966.5,1480014.04,1481651.4,1600852.0,1473697.62,1506779.64,1476270.4
42,1634987.04,1640313.48,1632201.12,1695093.04,1646176.0,1830512.08,1653601.08,1728492.6,1690993.08,2908994.7600000007,2925317.0,3072948.7999999993,2471976.68,3730120.7199999983,2358729.0,2172493.12,2246768.4,2557318.8000000003,2909111.84,1934711.6,1819900.360000001,1844543.8,1750366.52,1845960.92,1856050.56,1829094.2,1805560.92,1643718.16,1965242.52,1369341.8,1486258.08,1524638.0,1564351.04,1561769.16,1609319.0,1480722.64,1551652.6,1519722.88
43,1645657.72,1659418.16,1647365.68,1769811.5599999996,1695412.0,1836321.2,1709124.4,1810930.96,1697555.7,3232183.3200000008,3255382.5,3415924.2000000007,2720046.8800000004,4060940.84,2447495.0,2182797.58,2267509.0,2664428.96,3010443.6,1974417.2,1834793.24,1866884.44,1779382.16,1892509.88,1906726.74,1864419.8,1832439.24,1702997.48,1997143.3,1429039.6,1497426.6,1601908.0,1602698.8,1604853.84,1610485.0,1507780.22,1601627.72,1592818.32
44,1677571.64,1704907.9199999997,1662555.6000000003,1794254.2,1734085.0,1840169.4,1763039.44,1817655.28,1700624.48,3510078.3600000017,3503306.0,3722067.599999999,2997953.84,4332260.4,2558413.0,2193660.16,2354110.0,2797459.8800000004,3031154.8,1980174.6,1872751.8,1908978.96,1794715.2000000004,1935880.92,1949219.2,1887917.8400000003,1862803.8,1787022.12,2060936.72,1440691.6,1504648.52,1606402.0,1604042.88,1608064.12,1623489.0,1524647.44,1605047.12,1604189.12
45,1748569.0000000002,1770660.4,1706244.2,1821953.1,1770590.0,1843584.6,1835641.4,1824790.0,1802642.4,3811497.5,3823421.0,4069266.0,3273026.6000000006,4454010.2,2684207.0,2245615.5,2427249.0,2976191.7999999993,3034738.4,2036770.0,1893006.6,1951144.8,1837001.0,1997720.7,1970890.5,1930659.2,1904923.0,1840812.2,2068778.3,1514321.4,1530237.4,1613293.5,1612111.6,1611336.0,1621112.0,1569208.4000000004,1607677.6,1609391.6
46,1788901.2400000002,1829770.4,1712133.72,1831482.28,1803004.0,1846112.68,1839239.68,1832029.0800000003,1829221.12,4169098.759999999,4121715.0,4360573.6,3531631.359999999,4463442.44,2812769.0,2350513.16,2508293.0,3111813.84,3092133.2,2062295.0,1906426.04,2005941.8400000003,1866424.36,2015967.92,2017697.6,1978079.6,1955124.8400000003,1876974.84,2069751.08,1535939.7200000002,1591177.5599999996,1618171.0,1616698.96,1616889.48,1630342.0,1613603.76,1609100.72,1615479.04
47,1821824.3600000003,1834266.92,1795791.2,1839465.8,1829463.0,1849841.14,1843788.56,1836404.04,1832829.78,4517182.42,4334238.0,4416602.2,3812448.92,4472644.84,2944079.0,2412416.28,2630435.599999998,3119452.38,3150732.4800000014,2066552.4000000004,1945354.24,2056184.92,1895850.76,2064613.18,2034438.46,2012178.88,2012421.4,1928322.9999999998,2072810.7,1571128.68,1627637.24,1629532.0,1624286.68,1624287.28,1636076.0,1617145.2,1621225.16,1616761.6
48,1830790.68,1835296.72,1834346.8,1843965.72,1834191.0,1854464.68,1856183.6,1835111.56,1837954.44,4645944.76,4340791.0,4541295.6,3947798.72,4477501.92,3039951.0,2417262.68,2741624.2,3123436.28,3226176.52,2086715.6,1972729.6,2062776.16,1961194.7200000002,2075395.52,2062851.48,2062107.0,2065026.68,1982943.88,2075809.8,1610520.36,1628775.84,1630068.0,1628209.24,1629576.6,1639763.0,1627868.56,1622613.52,1625128.44
49,1835005.96,1836336.92,1836060.2,1847239.7,1835500.0,1859009.88,1859038.44,1842311.24,1838930.88,4649800.24,4343453.0,4543889.8,3954476.92,4483968.36,3148085.0,2423340.78,2873399.0,3125953.920000001,3236246.48,2086681.4,2032111.96,2067780.44,2069635.64,2075706.16,2077077.2,2079775.08,2065116.84,2045419.1,2076971.84,1636611.36,1632138.96,1631613.0,1628620.44,1631562.52,1639595.0,1627723.84,1627878.8800000004,1625462.28
50,312.0,322.0,316.0,323.0,317.0,356.0,343.0,321.0,300.0,499.0,461.0,433.0,427.0,481.0,438.0,450.0,467.0,481.0,438.0,358.0,332.0,334.0,346.0,329.0,329.0,327.0,317.0,338.0,361.0,279.0,285.0,281.0,281.0,282.0,301.0,279.0,273.0,275.0
51,652.0,671.0,622.0,646.0,608.0,663.0,735.0,593.0,561.0,1050.0,914.0,887.0,841.0,987.0,912.0,857.0,1043.0,1126.0,1118.0,722.0,764.0,664.0,918.0,854.0,840.0,1011.0,729.0,869.0,722.0,838.0,541.0,544.0,487.0,424.0,449.0,500.0,416.0,457.0
52,84085.0,86042.0,86505.0,85114.0,81433.0,94137.0,85609.0,86088.0,81761.0,132032.0,121006.0,108466.0,105617.0,127274.0,115943.0,114904.0,122950.0,125772.0,118764.0,92728.0,91152.0,91220.0,93187.0,90961.0,92800.0,90922.0,88164.0,92755.0,93233.0,77773.0,78367.0,78235.0,78210.0,78617.0,78992.0,78202.0,76550.0,76655.0
53,1933498.0,1926424.0,1922944.0,1939352.0,1920770.0,1956910.0,1944802.0,1938939.0,1923545.0,4794815.0,4467292.0,4658176.0,4060807.0,4622449.0,3275115.0,2549555.0,3024755.0,3256223.0,3365608.0,2179467.0,2162051.0,2166767.0,2174583.0,2177673.0,2167311.0,2173207.0,2165928.0,2172546.0,2170501.0,1722972.0,1723298.0,1718643.0,1717557.0,1721057.0,1718899.0,1717691.0,1713186.0,1713860.0
