,274_1_www.sparkasse.de,274_2_www.sparkasse.de,274_3_www.sparkasse.de,274_4_www.sparkasse.de,274_5_www.sparkasse.de,274_6_www.sparkasse.de,274_7_www.sparkasse.de,274_8_www.sparkasse.de,274_9_www.sparkasse.de,274_10_www.sparkasse.de,275_1_www.sparkasse.de,275_2_www.sparkasse.de,275_3_www.sparkasse.de,275_4_www.sparkasse.de,275_5_www.sparkasse.de,275_6_www.sparkasse.de,275_7_www.sparkasse.de,275_8_www.sparkasse.de,275_9_www.sparkasse.de,275_10_www.sparkasse.de,276_1_www.sparkasse.de,276_2_www.sparkasse.de,276_3_www.sparkasse.de,276_4_www.sparkasse.de,276_5_www.sparkasse.de,276_6_www.sparkasse.de,276_7_www.sparkasse.de,276_8_www.sparkasse.de,276_9_www.sparkasse.de,276_10_www.sparkasse.de,277_1_www.sparkasse.de,277_2_www.sparkasse.de,277_4_www.sparkasse.de,277_5_www.sparkasse.de,277_6_www.sparkasse.de,277_7_www.sparkasse.de,277_8_www.sparkasse.de,277_9_www.sparkasse.de,277_10_www.sparkasse.de
10,92476.7999999999,97023.8,97345.0,87126.0,95718.6,98166.0,98309.6,96241.0,99063.2,95972.2,100354.0,99894.6,96334.4,101252.2,100285.4,108896.8,100705.8,96836.2,77540.20000000011,100214.2,97345.4,49860.0,96310.2,96301.0,27726.0,79467.0,27904.8,60271.4,29065.00000000002,97782.0,101171.0,98591.2,101923.0,101238.4,95642.6,99674.8,100159.4,113768.0,115293.4
11,97703.74,94507.56,94989.5,94161.3,96712.26,96199.5,99431.22,96351.92,98420.28,95657.48,103974.0,101869.72,99329.66,98593.72,114022.36,109362.52,100824.62,99186.88,107902.04,102713.28,95604.76,87067.60000000006,93985.88000000002,113658.7,71787.0,94308.0,53834.35999999999,92637.76,94375.2,95633.5,101918.2,98324.16,100693.19999999997,118235.14,98357.08,113350.38,97143.64,153968.0,135172.52
12,95736.32,97228.56,96353.0,99820.2,108599.44,96691.8,102017.16000000002,116213.48,98134.44,95849.88,117350.0,113664.32,116854.04000000005,112638.76,126973.12,110994.44,115628.2,114455.28,106569.28,109392.83999999991,94163.04,96845.4,97178.44,125293.6,96765.0,92179.0,97802.36,90988.44,96878.24,93092.0,109258.60000000003,112574.48,101888.8,133129.68,99409.96,112773.96,109996.68000000002,172920.0,151746.88
13,95912.42,101999.28000000006,99424.0,104874.00000000004,142727.3600000001,111061.1,103762.80000000002,125838.64,98077.86,111170.84000000004,137623.0,130726.39999999998,128413.04,111046.02,130217.48,115386.66,141539.63999999998,157930.13999999998,106203.04,123527.32,96690.42,98313.1,108857.58,127868.4,95421.0,93442.0,96022.14,89032.08,95423.24,94165.5,125691.20000000006,127007.24,110264.9,136521.78,117172.04,137922.31999999998,115961.96,179795.0,156937.62
14,106712.75999999997,128082.08,109167.0,138557.4,165155.24000000002,110048.2,102210.96,132768.08,96454.56,142237.36,145487.0,158875.40000000005,158251.92,155375.96,163836.20000000007,112194.36,141610.32,163734.12,121106.88,137902.88,109255.24,102380.8,119904.52,128151.8,95851.0,96246.0,94447.08,90383.11999999998,95096.96,92689.0,136713.4,155142.36000000002,113799.2,167573.84,136229.48,181961.16,134784.64,214098.0,187530.40000000005
15,121687.8,132078.2,133820.0,171693.0,170594.9,123492.0,101994.3,133787.4,111968.3,148412.6,144990.5,176539.9,167329.79999999993,166837.6,180651.6,110266.7,141214.3,178384.3,138870.00000000006,177429.8,133290.4,101553.0,147671.3000000002,158915.5,96762.5,95660.5,97095.9,91064.4,110343.0,96295.0,165606.0,182329.6,151001.5,166843.00000000006,167197.99999999994,189705.9,152645.80000000002,218068.0,205334.1
16,152191.95999999993,165691.12000000017,160772.0,177110.40000000005,189813.24,146569.19999999995,106043.24,157648.56,124807.92,183865.16,173115.0,179011.63999999996,194872.12,170594.96,195781.24,135034.72000000006,201688.48,200202.48,146853.96,203734.88,138470.39999999994,100115.2,157081.80000000002,189177.60000000003,109122.0,118057.0,102577.52,89779.28,109365.24,100259.0,199178.60000000006,190969.84,156944.2,209274.96000000008,190234.96,203288.64,183357.64,230175.0,211218.44
17,173292.66,194084.24,182508.5,189839.8,196522.66,166100.2,133322.66,164159.88,126744.86,190757.28,174378.5,207919.6,199659.26,192513.58,211435.08,147620.04,208222.46,208924.36,152919.02,208771.16,143374.54,109486.7,165614.34,206792.60000000006,119054.0,129778.0,108674.82,101348.72000000004,120202.16,115793.0,209929.60000000006,189857.8,192184.19999999995,220876.88,194635.76000000004,207503.18,194744.92,240026.0,221017.82
18,180552.64,193936.84,188982.0,193893.2,207222.08,171839.80000000002,139726.63999999998,186848.92,137572.84,195019.28,186450.0,213322.04,201747.76,198935.08,223180.9199999999,162990.28,217604.8,208444.76,188129.32,211203.56,172748.64,115863.4,188622.44,226790.2,117307.0,131751.0,120338.28,100475.36,142266.64000000016,130692.0,222334.4,214478.32,202094.6,230660.32000000004,207421.76,250111.92,199004.72,237785.0,229779.12
19,189863.47999999995,207690.68,194031.0,197778.1,213911.3,195563.4,206842.88,199532.76,137506.78,199254.24,207803.0,215405.98,204088.22,202429.26,261676.24,167702.08,234620.98,206812.58,196502.64,213014.92,179022.58000000005,117192.7,202243.38,228738.3,151658.0,135234.0,119267.86,104794.88,169567.34,163325.5,221809.8,221502.16,212550.3,239386.82,228325.8000000001,254363.94,215781.84,256825.0,228161.56
20,191836.2,253282.2,202047.0,225437.0,222642.4,203177.0,211567.6,205908.0,167314.79999999993,200548.8,217992.0,239917.4,204890.8,232272.20000000013,290031.0000000002,176891.6,238281.6,242490.6,206014.2,222210.6,190926.6,134182.0,203962.60000000006,237048.0,160827.0,169057.0,124411.00000000006,106774.6,177774.2,167741.0,221770.0,219694.8,227338.0,249819.2,239958.6,298928.8,219717.8,256987.0,234801.4
21,200696.58,255590.48,203803.0,236904.9,229241.72,211314.0,215469.18,212923.59999999983,203461.18,205689.64,233205.0,238494.24,228743.28000000003,251098.76,343933.16,182857.38,237699.88,268701.98,236242.0800000003,234987.60000000003,192384.52,133245.80000000002,206811.98,233866.8,164219.0,172705.5,149873.78000000006,117612.28,179464.24000000005,179200.0,219489.8,237346.88,239442.6,260101.82,237564.48,333410.8,223969.96,257408.0,250432.94
22,233907.27999999985,279829.56,225728.0,273260.4,232763.36,214319.79999999996,217900.68,265690.32,203273.16,225606.12,233101.0,249456.12,252389.52,316330.64,378766.12,211414.64,242084.52,305852.5599999998,260627.28,243902.2,208617.5999999999,134151.59999999998,250355.20000000004,236022.4,187058.0,180860.0,159415.08,121234.96,190630.68,197680.0,230796.00000000012,238908.16,241593.8,261813.08,238304.24,357329.36,231289.92,314887.0,252874.0
23,253635.76,342526.12000000005,257351.0,277482.3,242542.24,229786.3,220191.14,295705.64,202913.26,247176.4,235368.5,259887.94,255480.68,326056.08,377001.72,212493.42,242372.44,330935.12,262442.02,258106.64000000004,222860.46,145429.1,279798.34,263550.2000000001,189265.0,182948.5,189005.22,165637.84000000005,199645.98,204587.5,255992.8,241261.92,239555.4,263862.26,250722.4,370661.4,240864.96,375861.0,278123.7199999998
24,260749.68,356018.08,296008.0,322058.80000000034,250734.16,267105.4,220726.72,329152.7199999997,202285.84,253187.24,244830.0,260105.64,259752.08,342490.96000000014,387510.12,236189.48,243073.72,380121.84,288157.76,261034.04,222832.52,161744.20000000007,299089.92,285961.4,191701.0,183781.0,193522.84,170111.32,203358.24,212367.0,256238.2,251477.6800000001,255500.39999999985,266851.0,250234.12,376157.56,245198.36000000013,456758.0,377749.3999999999
25,277665.99999999953,370721.00000000006,332136.0,366671.0,258527.0,303055.0,216568.0,373678.9999999996,237841.99999999968,255090.0,254422.0,259420.0,259986.5,372306.5,400285.0,262794.5,241915.5,396024.0,321481.5,260696.0,229015.5,172382.5,337277.5,330766.0,190091.0,200823.5,200132.0,176409.0,243178.0,210020.5,259429.0,260194.0,262027.5,305192.5,291697.0,376257.0,260861.0,548393.0,444461.5
26,319107.92,384316.28,374124.0,371542.4,258262.6,315619.0,218706.64,372290.12,279527.59999999986,256085.96,256873.0,265321.43999999994,259707.0,384614.12,399662.76,309967.76,249240.43999999997,395400.92,342657.16,260109.0,232047.32,205391.20000000007,370595.4000000004,384267.0,196783.0,206970.0,200124.59999999995,186314.88,248742.2,215013.0,275548.0,260409.4,262934.0,375647.44,379235.6,432654.72,260120.52,607722.0,502204.4
27,355495.8,394250.88,374631.5,376133.8,313896.23999999993,313758.2,230224.2,372486.56,324283.19999999995,259686.52,327554.0,330180.16000000003,284542.80000000034,387485.14,404082.96,355271.31999999995,265868.88,399070.62,374500.28,325302.7200000005,237668.48,226678.9,370612.24,458790.40000000026,206196.5,231980.0,208190.28000000003,210688.68,251474.62,229154.5,305432.4,261776.60000000012,261665.7,482624.92,466655.3200000004,504362.6,266121.08,673443.0,556989.16
28,365363.96,396303.16,372091.0,391055.6,417568.64,335510.0,239258.88,387075.92,368172.44,259765.96,395407.0,390345.32000000007,382283.68,389962.08,405096.88,380498.72,278938.0000000001,400891.24,390857.48,406842.64,249708.08,235732.6,380252.8000000001,549046.0,210684.0,241900.0,210200.92,225961.24,259423.48000000019,229190.0,368637.20000000007,337661.64000000013,278357.4,530759.32,543382.76,536450.6,290355.32,679517.0,616936.1600000005
29,362211.3,396020.12,380527.0,395350.7,432925.86,342871.8,241705.4,395912.12,368770.42,261710.56,495397.0,494750.86,457509.23999999993,393482.84,406906.56,398796.32000000007,324444.08,401235.02,403800.98,456593.4,250486.72,236368.3,392983.04,589382.0000000002,213114.0,249047.0,215254.84,225877.72,304651.92,231126.0,461579.4000000003,413610.28,338239.49999999977,541720.12,586564.56,548160.2,332132.80000000005,689216.0,672869.34
30,368207.8,398140.2,394102.0,395574.0,456370.4,382617.0,271828.0,393572.2,366730.4,258849.0,523189.0,537827.4000000003,532990.9999999997,393596.0,419482.2,429455.00000000006,390616.0,407301.4,404320.8,503283.0,250281.6,236064.0,393066.0,668567.0,217221.0,249560.0,231664.0,223474.0,346017.80000000016,265937.0,525384.0,505833.6,395994.0,587772.6000000001,668906.7999999999,563481.0,398520.4,698351.0,679096.4
31,384377.96,399343.28,404554.0,394721.2,468027.75999999966,448494.7,272616.32,407025.79999999993,408449.24,264211.84,555980.0,564202.86,551390.0,393066.14,476224.88,513453.7,444437.6000000001,425843.6400000001,403195.0,526464.88,257506.32,240360.8,393866.2,681110.3,218408.5,251100.0,235353.48,228333.28,371692.22,313915.0,559821.4,564256.28,456072.6,624527.0400000003,671799.52,594108.8799999999,482145.76,729617.0,682756.58
32,384634.6,403155.4,408219.0,397163.2,518620.4,514298.3999999999,341716.6,436595.04,449015.92,291746.28,585287.0,585941.6000000001,554203.24,445901.2400000001,485169.52,560778.3200000001,516850.12000000005,477783.32,422631.68000000005,562351.64,256230.0,243877.00000000012,399039.8,683750.4,218903.0,258033.0,242971.04,242313.16,383761.04,365559.0,593011.0,598157.0800000001,546001.8,687781.52,681832.2,637964.8,581103.24,735873.0,694020.48
33,402992.75999999966,413849.40000000014,412543.5,401084.5999999999,548515.8600000002,523734.8,402977.6000000002,436302.2,487801.98,352966.8000000001,615261.0,593320.42,607954.72,539004.7200000001,526031.28,602178.96,536013.3199999997,511379.3599999999,457434.98000000033,614863.36,276748.15999999986,278209.0,453881.44000000024,695776.2,225055.5,256638.0,244986.92,246400.08,392464.02,433419.0,677225.7999999999,660853.04,581368.1999999997,694362.42,691252.4,668118.36,607561.8799999999,750389.0,701546.5
34,437089.56,418149.32000000007,413579.0,434535.4000000001,568438.88,523329.2,481970.84,505521.2399999995,487835.72,400354.96000000037,637918.0,637015.2,633289.04,557565.76,618098.24,640087.32,559722.96,570890.68,526827.04,625904.44,320859.03999999986,300801.2000000001,514455.32000000007,707225.0,241137.0,266380.0,244734.64,257308.88,393111.96,474694.0,681524.2,681078.16,613936.7999999999,707075.64,722389.76,677725.04,670680.9199999998,782639.0,733028.28
35,439854.2,461338.40000000026,452914.5,487596.5,575379.4,526768.0,537264.9,517810.0,515212.9,460020.0,664425.0,664975.1000000001,664984.8,587542.9,668976.2000000002,642365.3,589479.8,637979.1,537263.6000000003,655014.0,364711.1999999999,355102.5,548753.0,708588.5,264811.0,335020.0,247447.1999999999,276249.6,393604.4,504174.0,693759.0,691759.4,680118.5,721759.2000000003,727316.0,683692.0,683485.6,870509.0,752808.7999999998
36,463987.9199999999,536143.4400000001,521906.0,531449.2000000004,583150.6,526719.9999999999,534441.04,556568.199999999,520163.44,511970.7599999998,719127.0,679583.8,685980.96,614065.7600000001,689219.48,682249.32,606135.52,641141.6,561925.8800000001,691523.6000000001,421237.5999999999,416726.8000000001,570700.56,721876.2,300304.0,390816.0,271116.48,292728.24000000005,393515.6,526080.0,698565.0,697555.4,684258.2,744266.96,748669.68,688712.0,695517.36,1005883.0,774894.7999999998
37,475969.8,540599.4,539154.0,539560.9,661888.9400000001,536928.7,540572.84,581591.0799999997,528011.7599999999,548608.4,764545.0,731805.88,750926.24,633909.06,723144.72,723719.9,649165.06,688995.08,604053.2400000001,713293.84,492486.24,472720.90000000026,612670.2,723446.3,342843.0,452092.0,353870.8800000003,348990.48,394388.8,569166.0,731597.6,715432.2,693655.4,762887.68,780410.36,719303.74,699146.4,1036705.0,817303.2799999998
38,500751.1999999999,538670.5599999999,562292.0,581386.6,757275.6399999999,554556.4,546284.64,615565.6,529838.72,560825.88,852085.0,786919.2400000006,816749.2000000002,641885.5200000005,790071.7200000002,758393.2400000001,671607.68,741182.7200000002,642605.76,765882.3200000002,546117.2399999998,501894.4000000006,643111.6400000011,725349.0,365742.0,519692.0,396749.8399999999,389825.72,395714.2,621771.0,732441.8,732345.7600000001,704041.2,780578.4000000001,785290.8,759198.52,732325.44,1036938.0,883872.52
39,525200.24,555515.6000000001,567329.0,611333.2000000001,800814.26,573795.3,550070.02,695441.8799999999,536341.24,587982.6800000003,861023.5,857853.22,857274.92,691437.4800000003,867291.6,841134.3600000001,705468.7200000002,814330.52,665757.2000000004,859815.6400000001,551188.22,517408.7,670808.1200000001,727522.0,389060.0,562574.0,442175.1,449761.12,474999.24000000034,647049.0,743858.6000000004,750005.64,720243.3999999996,805954.3800000006,819834.4400000002,762227.1,736893.7999999998,1132723.0,966000.1600000005
40,526723.9999999999,579733.2000000001,581251.0,658190.0,813463.4,578486.0,555805.4,796732.8,539705.0,648012.8,873527.0,862173.0,860474.2,728901.4000000001,871002.2,859294.8,780827.7999999998,862081.2,720143.6,861719.6,554623.7999999999,542968.0,674331.4,729304.0,447602.0,639487.0,517487.40000000026,487898.2,533475.4000000006,650345.0,759480.0,787485.0,744596.0,894305.8000000002,870168.4,786266.6,766667.9999999997,1173475.0,1026841.2
41,544905.06,588038.52,593803.0,742096.0000000001,820449.42,597498.1999999995,555605.32,800558.5199999998,550487.12,720269.5200000005,879212.5,868074.18,865748.58,793256.9400000002,883721.36,868130.76,847768.2000000002,873597.58,791451.4800000003,874290.48,568603.72,552279.4,685358.6200000002,735104.1,502921.0,671788.0,538141.06,527833.12,573437.54,661350.0,782379.8,864307.32,814468.7999999998,958304.32,936015.12,795536.56,817773.9599999995,1182766.0,1032117.8
42,554108.1999999997,631101.4,659766.0,799168.6,826522.92,663370.6,566711.6799999999,814812.88,556673.2,773651.88,894411.0,869128.84,879631.64,856407.92,890001.6,875401.88,867373.44,878680.04,864509.6799999998,880883.84,630877.2399999994,602068.2000000002,689814.36,738479.6,540409.0,682273.0,563133.6,555116.6,630672.7200000001,666121.0,820719.0,948328.92,896800.0,1032987.16,988651.8000000002,818672.1599999998,873792.28,1185083.0,1059527.44
43,571622.18,722139.1600000001,721963.5,801931.0,831143.88,738219.2000000002,586155.6800000006,850399.8799999999,582016.6399999998,776318.44,919974.0,880573.18,910970.82,860735.14,922035.76,895979.48,876738.5599999998,887112.48,865456.0599999998,911746.2,675898.9199999999,652753.8000000003,693017.1200000001,740310.4,569445.0,684970.5,614361.3200000004,602750.88,669814.08,677329.0,855578.0000000001,1018716.36,959687.5999999995,1043399.34,1018857.92,906438.3,928088.08,1188856.0,1066642.12
44,602016.7599999998,804145.28,789669.0,807154.6,836548.64,797346.4,675131.3200000001,882077.5599999998,675786.6799999999,807089.4,923491.0,888165.84,930624.64,870455.64,937424.48,913427.8400000002,884697.2,913953.6,873667.3600000001,924732.16,678237.12,671507.8,703932.52,748384.8,613992.0,686838.0,654267.96,662134.2,679390.84,686683.0,919006.8000000002,1028231.32,1027426.0,1047670.64,1030337.04,984363.6,1004600.68,1219344.0,1155413.68
45,657738.3999999998,807631.6000000002,807359.0,816150.0,846948.5,807838.0,726020.0,936559.2,762075.8,817034.8,938291.0,920222.2,937318.5000000005,878599.1,944591.2,930526.9,889499.9,924106.6,886822.4,936077.2,691907.0,676874.5,713154.0,750751.0,649469.5,690301.5,656292.4,663067.6,684746.5,689198.5,1014554.0,1038316.8,1032214.5,1082069.200000001,1039073.4,1026748.7,1027545.2,1221714.0,1198344.0
46,713523.5999999997,822112.04,814677.0,822432.0,874656.36,814589.0,780878.6000000002,937774.84,765923.88,829216.6000000002,952878.0,932326.92,951188.72,895372.8000000002,963283.84,932473.48,927422.04,936421.6,908085.5600000008,937589.28,694498.3999999999,679361.4,715868.68,752860.4,662371.0,703752.0,669069.36,677689.6000000001,690427.8,690899.0,1021132.4,1043096.76,1057216.7999999998,1135671.0800000008,1044161.52,1037526.8,1049445.16,1225504.0,1203410.64
47,772125.5399999998,823741.44,823584.5,827885.7,910794.52,823206.9,784964.74,949965.64,779424.5,863198.48,955395.5,941393.6,957165.92,920570.3400000002,965580.08,949905.92,934542.54,954454.96,929967.2,940753.72,711272.52,682957.6,728617.9400000002,755234.6000000002,664390.5,706575.5,671136.18,681159.2000000001,704114.5599999998,702625.5,1038271.6,1112058.6800000002,1061939.9,1185587.46,1048248.16,1041654.34,1060274.88,1228876.0,1214301.28
48,799544.2,843202.4400000003,828136.0,835193.8,932334.4,825595.8,798924.8,949988.08,781760.4400000002,903174.4,981149.0,960626.56,960034.64,925077.88,989895.6799999998,953268.44,954000.68,957935.36,939914.52,962800.28,714160.2,695450.7999999999,729133.76,757824.4,664805.0,715550.0,675711.32,690533.84,706115.6000000002,702659.0,1039918.4,1176196.84,1084632.9999999986,1192441.32,1052864.04,1042998.76,1066076.64,1234035.0,1214211.52
49,801804.4199999998,887231.7600000005,849951.0,843554.1,952311.8,827983.1,805108.14,949941.04,783849.88,941680.16,1021481.0,964145.94,963070.18,939743.0,1031771.32,957471.6,963041.94,972830.6399999999,953391.88,967213.28,714825.92,701906.1000000003,729166.88,757649.2,677183.5,717005.5,677208.04,689531.04,708337.52,702666.0,1073473.8000000005,1178365.2,1158065.0999999996,1217921.36,1089517.88,1112909.1199999996,1178440.4400000002,1234059.0,1214313.76
50,151.0,178.0,163.0,180.0,187.0,168.0,163.0,184.0,156.0,177.0,191.0,201.0,194.0,181.0,204.0,195.0,190.0,189.0,185.0,196.0,157.0,149.0,171.0,224.0,134.0,159.0,128.0,137.0,146.0,157.0,179.0,185.0,195.0,207.0,196.0,177.0,180.0,239.0,218.0
51,280.0,308.0,312.0,315.0,346.0,287.0,286.0,318.0,283.0,335.0,334.0,356.0,335.0,326.0,358.0,346.0,339.0,340.0,318.0,378.0,274.0,266.0,298.0,341.0,241.0,266.0,249.0,257.0,247.0,268.0,361.0,347.0,390.0,400.0,358.0,370.0,358.0,411.0,369.0
52,44124.0,51527.0,48404.0,52812.0,55203.0,49992.0,47796.0,50955.0,44474.0,51614.0,57841.0,59442.0,57769.0,53687.0,61163.0,57917.0,57000.0,56570.0,55424.0,58490.0,45168.0,42287.0,45595.0,56704.0,38570.0,45309.0,37571.0,38789.0,42466.0,42057.0,54693.0,56443.0,59767.0,62157.0,58472.0,53848.0,58219.0,67510.0,62768.0
53,849491.0,995308.0,985316.0,914579.0,1017441.0,885568.0,857242.0,1000945.0,832624.0,995313.0,1080694.0,1027401.0,1024637.0,1005298.0,1100710.0,1077459.0,1023291.0,1080683.0,1017019.0,1056522.0,768344.0,748926.0,774795.0,814562.0,724445.0,774741.0,721715.0,732467.0,756089.0,744807.0,1188818.0,1240776.0,1258843.0,1280166.0,1224507.0,1227290.0,1255065.0,1301593.0,1277088.0
