,118_1_www.skype.com,118_2_www.skype.com,118_3_www.skype.com,118_4_www.skype.com,118_5_www.skype.com,118_6_www.skype.com,118_7_www.skype.com,118_8_www.skype.com,118_9_www.skype.com,118_10_www.skype.com,119_1_www.skype.com,119_2_www.skype.com,119_3_www.skype.com,119_5_www.skype.com,119_6_www.skype.com,119_7_www.skype.com,119_8_www.skype.com,119_9_www.skype.com,119_10_www.skype.com,120_1_www.skype.com,120_2_www.skype.com,120_3_www.skype.com,120_4_www.skype.com,120_5_www.skype.com,120_6_www.skype.com,120_7_www.skype.com,120_8_www.skype.com,120_9_www.skype.com,120_10_www.skype.com,121_1_www.skype.com,121_2_www.skype.com,121_3_www.skype.com,121_4_www.skype.com,121_6_www.skype.com,121_7_www.skype.com,121_8_www.skype.com,121_9_www.skype.com,121_10_www.skype.com
10,126372.0,46562.0,41094.6,45531.2,125540.8,34357.0,39855.2,33355.60000000001,46468.400000000016,40417.6,20505.0,31808.999999999996,19596.0,35621.0,20188.800000000007,19890.8,20957.000000000004,131513.19999999998,36320.2,112643.4,123160.6,113369.6,112542.2,99900.0,133893.0,98140.0,115264.0,110105.0,145435.0,346687.0,289635.2000000003,573759.4000000003,357928.0,299958.0,263208.2000000003,66863.99999999997,407389.0,265953.2
11,123890.7,47311.0,39215.32,43435.22,123614.78,32561.60000000001,42528.24,31203.68,54797.640000000036,43780.24,37661.12,37990.19999999998,26347.84,39995.8,28035.8,22750.72,45152.62000000002,168882.8,46675.91999999999,134241.44,143640.56,116194.2,145558.86000000002,109379.0,152167.0,110333.72,137610.99999999994,118335.7,171208.36000000002,532882.88,479761.92000000033,670303.98,503028.8000000002,453381.99999999977,418961.4,170704.59999999995,477866.6000000004,438086.32
12,127358.4,45531.0,42505.44,43944.24000000001,121701.24,38207.6,46147.56,61008.48,59792.72,48976.92000000001,39306.599999999984,39567.8,40024.2,44924.28,30655.2,36702.96,61991.16,243726.64,48975.68000000001,152361.23999999993,227225.31999999948,129493.16,171426.08000000002,128238.0,169853.0,123752.12,172286.59999999998,137945.5999999999,220174.4,658648.2,650342.64,687681.24,664668.2000000002,659150.2,558547.8,318134.48,659521.0,513244.44000000024
13,130263.4,43349.0,45645.96,51739.26,119722.18,46283.6,52686.03999999999,102897.96,64208.78,53323.18,40674.68,40616.04,49150.92000000001,65028.54,34527.4,38253.14,61876.6,252066.72,49759.31999999999,168086.08,291946.22,153850.24,244069.92,168128.0,209741.0,141988.84,174825.2,163225.0,251393.6,669797.4,667854.8,719583.2800000001,670442.0,670627.8,661459.6,392529.64,680020.0,662027.16
14,134674.20000000007,44059.0,50019.120000000046,58068.72,120828.04,50212.79999999996,56001.28,109787.72,66960.84,57398.4,41909.35999999999,44353.43999999997,49521.44,93163.04000000004,37401.04,40335.8,96305.52000000003,260018.2,54047.56,228162.2,300889.52,173257.8800000001,304125.91999999987,172651.0,255616.0,163921.03999999998,181633.0,188184.5999999999,288288.80000000005,697852.3999999999,681901.76,754528.68,682120.0,681036.0,672005.64,499823.4,731252.8,676631.48
15,142861.0,49715.0,55485.8,60470.3,128835.9,54975.0,62451.2,132988.2,72050.6,63783.9,44064.6,61712.59999999994,51644.5,111778.6,50929.2,41938.7,131345.20000000007,265315.8,88334.5999999999,368950.0,316632.8,217737.0,405640.19999999984,264775.0,326986.0,213738.60000000003,244073.0,208949.5,380658.1999999999,719890.8,739389.0,757681.7,730184.0,697167.0,712613.6,667798.4999999999,748363.0,681530.8
16,145077.2,53458.0,57899.28000000003,67231.72,128786.84000000005,61947.8,62876.32,134655.08000000002,71705.80000000003,66365.76,65033.68,67071.08,64253.80000000001,147098.1200000001,65633.23999999999,61812.96,136640.96,270314.28,158119.84,533150.96,409718.36,271842.36,491582.23999999976,449415.0,393626.0,262560.96,322936.2,254356.0,427680.2,740749.72,746845.84,765445.96,753041.8,732662.8,738164.68,668243.16,749222.8,684981.52
17,147644.6,59495.0,64358.36000000002,69397.14,132590.54,61862.6,67495.96,143206.04,149433.67999999993,71165.46,66482.24,122086.16,66019.34,173364.6,78989.68000000002,82629.06,171422.38,277706.6,218465.48000000004,592101.88,458123.1199999997,280590.28,567067.12,477383.0,512862.0,365727.5199999998,350100.99999999994,302905.3999999996,507203.8000000001,756547.12,752821.24,774493.0000000001,754901.8,756591.4,750722.4,677948.08,758095.8,712346.1199999999
18,148940.6,63695.0,66946.36,75088.20000000003,137675.32000000007,63261.8,72649.84,147912.64,168949.56000000014,70998.44,99634.11999999997,156255.12,98287.92000000011,221098.56,143101.2,97473.08,206657.88,292546.16000000003,256028.04,715509.28,535282.44,324442.80000000005,626018.0399999996,521245.0,599182.0,455370.0800000001,457746.0,358661.99999999994,593788.84,757329.36,754454.12,795305.08,752777.4,755970.6,752916.84,701292.7599999999,760468.8,750786.36
19,148890.69999999998,66173.0,66999.79999999999,80334.12,143253.16,67881.40000000001,71624.52,148213.12,256644.0800000001,86698.16000000003,158965.24,197219.52,147262.84,242797.48000000004,171639.2,141464.88000000006,239941.72,309971.19999999995,257647.54,733240.96,611234.5199999999,409622.4000000001,699083.3199999995,607219.0,688953.0,539963.04,497518.00000000023,414341.80000000016,658443.5200000001,756907.68,762717.12,814627.64,751571.6,752844.8,751657.92,724259.5199999998,782849.6,759829.7999999998
20,147472.0,68677.0,68188.59999999999,79251.59999999999,145325.2,78848.0,111300.60000000037,148043.4,294485.80000000005,166035.20000000013,207469.8,257091.4,188865.60000000012,256255.4,224122.4,164769.0,259430.2,338934.4,263300.6,738268.9999999999,699412.1999999997,504151.00000000006,738215.8,721375.0,706397.0,658166.0,571630.0,519531.0,732870.6,770103.0,779764.2,832101.6,763756.0,764478.0,767752.6,748561.2,787660.0,762055.2
21,173879.40000000005,72063.0,79067.36000000007,102047.36000000007,148081.26,93329.4,176000.60000000003,157892.36,359297.7,240776.56,240791.64,258493.04,246909.16000000012,257928.14,251229.04,218384.63999999987,260026.4,386533.27999999974,264545.2,758323.7999999998,785228.2,619355.2799999999,765190.04,732400.0,775778.0,708937.2,607856.0,571585.0,839890.2000000002,783651.48,804978.08,836887.78,779763.8,790166.0,765669.6799999998,767715.6,799176.4,778698.5599999998
22,194917.0,76573.0,84439.36,163144.2,152836.88,92300.8,222588.2,161645.64,387012.4,250717.04,258156.08,264097.2,256875.48,265023.8,252723.92,256565.76,263614.16000000003,411121.72,263879.68,874861.6799999998,935174.6,755115.9600000004,823162.6799999996,737807.0,861942.0,753730.5199999998,677566.0,660401.3999999997,956087.08,802008.2799999998,806947.52,855804.24,818571.6,807657.6,773758.5200000001,775466.64,820929.2,784639.8
23,194402.2,81736.0,83921.84,229839.3,152506.6,97049.99999999996,228418.84,161210.4,404398.4000000001,303986.76,257655.92,266149.08,258378.22,271249.36,254334.16,258289.14,271188.36,473884.56,277571.84,944175.4,966580.84,866465.8000000002,884326.2799999998,758120.0,974496.0,786506.68,774789.7999999998,743735.9,961713.72,820624.4,823276.6400000005,860924.0,820841.4,824602.4,790023.32,776466.46,823478.6,800318.2799999998
24,193567.6,77606.0,97339.4,254265.55999999968,152447.00000000006,97339.2,242115.64,178921.6,417016.2,348667.91999999987,263105.76,269084.8,263775.6,280438.2,259562.68,259651.32,272987.44,479173.96,278238.88,960969.72,979495.4,947497.4,960128.48,838217.0,988480.0,812622.04,862476.3999999998,760580.2,979733.12,826334.28,842328.92,868079.6000000002,823648.4,826415.2,796723.52,786564.16,828662.7999999998,813599.36
25,194812.0,95453.0,155805.00000000006,339919.0,211199.0,115609.0,267106.0,191537.99999999997,420545.5,386151.0,265377.0,279135.0,264267.5,283121.5,260832.0,265229.5,278691.0,491779.0,280750.0,967862.0,1000549.5,969287.0,965902.5,956733.0,1011141.0,839954.0,963984.0,775840.0,986017.0,830944.0,846874.0,881406.0,828641.5,846473.0,798994.0,796804.0,837237.0,819150.0
26,197021.2,116294.0,200411.27999999988,408769.28,247502.8,136939.99999999994,283352.64,208138.4,439767.4799999999,398666.24,271060.4,278828.6,270774.4,288047.8,264674.8,266218.0,280747.16,525594.72,285350.8,974769.16,994510.2,981236.0,983996.84,966225.0,1019531.0,950382.04,979756.8,858432.1999999998,1010343.08,847118.24,849670.48,919481.0400000005,837078.4,851277.8,839793.88,808610.88,855390.2000000002,827107.52
27,220124.70000000013,115832.0,251479.20000000013,415319.06,287271.60000000003,167608.39999999962,296941.48,260061.23999999987,443487.2,418257.3,270943.04,280871.1199999999,277177.02,303657.60000000003,273213.76,273272.68,281369.62,558431.28,299284.60000000003,972941.68,1074433.16,991629.24,998512.76,978189.0,1052410.0,963700.0,983346.4,980166.9,1081079.4,852883.08,853476.28,1053580.7,854289.7,858204.0,843791.96,817797.16,950430.0,846716.28
28,256976.40000000034,115145.0,266607.24,415590.84,329488.4,221375.99999999997,339343.8400000007,302788.59999999986,465212.16,427336.36,272467.68,293474.04,277306.28,314772.36000000034,273190.36,281760.92,288724.96,562256.4,323733.56,1024321.4,1120465.6,1005306.84,1013751.92,988662.0,1117401.0,972288.88,983490.4,989006.8,1137091.64,857585.7999999998,866192.36,1065154.64,857335.4,870511.2,847486.08,857564.5199999998,1015124.8000000002,850316.9599999998
29,336707.0000000001,118244.0,270039.8400000002,424093.4800000001,396948.04,278673.79999999923,398602.08,342880.68,464767.08,435395.2,278677.68,313950.31999999995,278715.34,325532.74,274992.8,283970.22,287833.80000000005,570562.96,327169.34,1118857.2,1194776.32,1006165.2,1076306.36,990467.0,1188038.0,982945.64,1002982.0,995174.1,1176372.8,919234.4,874284.92,1068110.5,865166.7,870025.6,850404.92,881359.92,1037476.4,856077.44
30,391223.0,129467.0,347413.00000000023,439009.0,450344.0,301689.0,432914.4,395503.59999999945,464411.4,440284.0,281609.6,325791.99999999994,281644.2000000001,328191.40000000014,285509.2,283524.6,311586.4,573502.0,329513.6,1175666.0,1255005.0,1096341.0,1169881.9999999998,1094066.0,1266956.0,1000032.0,1025631.0,1000594.0,1242636.4,1039077.0,941621.0,1067587.8,871654.0,879899.0,859051.2,901185.7999999996,1041295.0,863050.0
31,392904.3,160266.0,396754.6,453758.6,465603.86,309653.3999999999,444254.72,432358.4,471587.9,445888.94,287467.4,365585.51999999984,291760.88,357221.84000000026,287331.8,293874.04,324750.2,570733.96,348597.32,1223481.48,1351680.64,1187673.080000001,1225804.6,1127176.0,1362320.0,1092316.36,1104365.0,1019234.3,1297214.28,1046486.92,1028110.12,1148920.6000000015,881878.0000000001,930028.1999999988,860835.92,993544.04,1049312.0,856167.4
32,452854.6000000004,185168.0,416630.4,463686.4,471464.68,361183.0,447500.20000000007,480241.76,499607.8800000003,457318.2,288648.64,420075.55999999994,297335.0000000001,398159.8,309199.43999999994,294928.56,340141.12,586135.12,376109.2,1266795.6,1409242.519999999,1289995.76,1283904.2399999998,1214408.0,1433936.0,1191168.68,1186794.0,1016145.2,1390219.36,1050412.04,1050006.4,1272793.8,915862.8,1014724.2,872199.4,1032892.36,1056284.6,864769.2000000002
33,506756.3,213514.0,429267.96,474829.28,472162.42,404979.8,456731.12,491280.7599999999,541447.4,466109.78,295518.43999999994,422369.92,321644.5600000001,403000.52,322165.52,294147.06,346230.08,586250.92,412546.12,1291216.24,1509624.84,1374596.8,1315931.14,1293908.0,1530004.0,1318677.4799999995,1275017.2,1065626.8,1468491.48,1053969.12,1059067.84,1402278.48,958680.3999999998,1057296.0,864742.2000000002,1040684.9,1059117.2,891688.2
34,551619.0,246415.0,435581.72,474246.2,469861.36,440720.6,467144.2,490140.6,593675.6799999999,465903.24,307227.68,441263.92,334803.6,423698.68,337606.92,297133.2,402355.76,581702.52,422072.76,1398265.2,1645794.239999999,1472947.9199999997,1399031.5599999998,1368562.0,1583560.0,1366966.56,1368133.4,1137270.0,1584213.4800000002,1056328.32,1058613.56,1558746.6000000006,1056637.6,1062203.8,868343.28,1043558.6,1063587.4,1026115.6
35,552020.0,254536.0,435477.0,477360.4,480355.40000000026,453780.0,466507.0,501190.0,645050.2000000001,467007.1,316663.6,480550.4,391398.1,440449.2,347865.6,313654.9,452552.5999999999,587096.2,425497.2,1446124.4,1727281.9999999998,1630917.8000000012,1457271.4,1464616.0,1647442.0,1467075.0,1463685.0,1228236.0,1646735.4,1066692.6,1059181.0,1674127.2,1060526.5,1058960.0,964986.0,1045479.0,1111548.0,1054310.2
36,562081.0,261024.0,447383.8,477147.04,490592.68000000005,456637.4,468192.2,501330.72,690632.7200000001,470519.96,321463.36,482217.64,393818.36,450139.84,403673.36,333458.56,477246.32,594480.7999999999,444580.92,1510786.3999999994,1809011.2,1726516.92,1553990.32,1563487.0,1736169.0,1623534.3600000003,1559146.9999999998,1365793.0,1737963.16,1060174.4,1095137.4400000002,1679176.2000000004,1067303.6,1062039.2,1052619.76,1044356.48,1199031.6000000006,1062043.68
37,565481.1,301267.0,454555.4,488765.31999999995,499609.72,461014.0,479924.92,516375.28,734767.24,488897.3999999998,336193.6,492661.12,423621.42,471616.0400000001,422802.36,337008.78,478920.18,642627.4399999997,452239.44,1628092.4400000004,1864256.42,1776582.2,1685169.36,1696343.0,1792021.0,1734385.72,1670209.8,1449208.0,1819836.4,1077415.2,1188582.4000000004,1718915.92,1060446.1,1105746.2,1064293.32,1060138.38,1358013.2000000002,1055832.8
38,568056.0,375437.0,467014.6,568855.3200000001,504096.12,469985.0,519611.20000000077,520654.52,782782.4,542793.56,377577.2,509499.88,423275.92,514186.68000000005,425469.44,341446.64,479923.44000000006,731137.2799999998,470517.36,1694925.12,1952668.6,1818223.32,1781908.36,1822120.0,1956711.0,1796955.72,1758232.2,1556676.0,1924014.56,1127976.32,1290566.2000000002,1755140.16,1099109.0,1196836.6,1057211.52,1053786.12,1457315.4,1124984.08
39,567684.3,416310.0,468368.56,634858.0800000002,508170.20000000007,469835.2,541790.56,533698.48,816578.2000000002,585643.2,394173.04,547617.0399999996,424683.94,515330.06,427225.04,355873.3999999999,489120.26,746148.88,509088.46,1794632.2,2022840.8,1866627.4,1806462.4,1941693.0,2013369.0,1823984.2,1891785.7999999996,1660667.9,2006801.48,1243909.52,1398312.6,1782452.66,1225688.6,1295295.7999999996,1059136.48,1071549.4,1550129.0000000002,1229498.3199999998
40,571191.0,456596.0,469363.6,693726.6000000002,519391.2,470018.0,607776.0000000001,547966.9999999998,862826.8000000003,619689.0,424872.0,567497.8,431722.8000000001,517290.8,448177.00000000006,404386.20000000007,490684.6,746563.8,514620.0,1844497.6,2071553.0,1927710.200000001,1938297.399999999,1979309.0,2140353.0,1952021.8,1976871.0,1740407.0,2112677.4,1359073.200000001,1522329.8000000012,1802221.2,1335961.0,1390413.0,1103020.8000000012,1086782.2,1676434.0,1361060.7999999998
41,573712.8,481147.0,484925.44000000006,790264.88,522048.46,527832.3999999999,667325.4400000002,546318.08,911305.32,662335.92,427723.8,567497.36,456483.48,518583.66,463758.68,431443.54,498663.32,746817.72,517057.7,1941998.8,2161205.2,1964166.6,2095713.12,2031035.0,2239246.0,2035560.2,2073682.9999999998,1841500.2,2183533.2,1462989.84,1623993.8000000003,1813246.26,1435674.4,1502872.6,1219620.4,1114714.4399999995,1668068.4,1506025.4
42,635248.6000000001,488502.0,564253.4400000002,898748.4400000003,546939.04,564535.0,697683.2000000001,546808.32,923940.52,715060.9199999998,441632.84,569447.6,510595.28,515516.52,492802.9199999999,432870.56,508863.52,747530.32,521503.68,2021863.88,2278411.12,2014992.96,2137519.2,2153885.0,2325922.0,2141223.4,2153016.4,1946882.4,2315099.52,1627147.759999999,1668056.6,1823346.36,1519367.4,1614373.0,1338317.8,1221354.2399999988,1674406.6,1585413.12
43,680745.6000000002,489508.0,607498.8,923879.9,556128.7200000004,596783.7999999999,735165.1200000001,548072.28,924178.22,752558.34,449671.72,566192.4400000001,514538.76000000007,516784.18,512967.88,445802.08,539294.84,750134.3999999998,518603.88,2118272.36,2393078.979999999,2117576.8000000003,2219128.8,2266913.0,2376050.0,2162368.6,2217479.6,2089465.4,2391985.12,1675060.84,1699537.2000000004,1827432.46,1613425.2,1674987.4,1426417.9600000014,1330803.7999999998,1693049.0000000002,1664092.48
44,731509.0000000003,490018.0,647526.8800000004,925474.48,617677.5200000001,633809.3999999999,776006.4,587587.6799999996,935287.24,777889.9199999997,464398.4,567456.56,516658.2,528111.4,518746.6,459512.44,562273.7200000001,756426.2,514964.68,2156619.56,2398716.8,2181695.4,2247976.96,2387671.0,2418699.0,2274675.44,2307018.9999999995,2202525.2,2411836.2,1669467.52,1711351.48,1836960.48,1673238.4,1666524.4,1510448.6,1477983.5999999987,1704238.0000000002,1669506.72
45,823644.0,524740.0,709332.6000000002,961971.5,646297.0,677134.9999999995,811184.2,666391.5999999997,939862.9,806123.2000000002,491592.79999999976,582129.2,520645.2,525321.8,520066.0,469340.0,575114.1,769212.6,516414.1,2244904.0,2426038.0,2291083.0,2300340.0,2391228.0,2443687.0,2342366.0,2396283.0,2285196.0,2460017.0,1672959.6,1716189.6,1841271.1,1683419.0,1665373.0,1613639.0000000002,1603108.5999999994,1723836.0,1706425.6
46,901604.6000000008,612201.0,722511.92,968082.84,667638.4,709023.0,820888.6,786143.52,942021.2,851289.96,506418.0,580839.68,515525.28,524558.32,521281.2,512039.76,575868.8400000001,775223.2,517884.36,2324162.2,2490688.68,2371816.2800000017,2360033.64,2407684.0,2584791.0,2388530.36,2415410.9999999995,2404592.9999999995,2530405.8800000004,1668547.48,1784826.8800000004,1846250.48,1706838.8,1671354.0,1670749.76,1704779.6,1789250.7999999996,1714955.16
47,963790.0,670341.0,754310.36,978317.42,718285.4400000005,731086.2000000002,864915.4800000002,824353.7999999998,964959.6,882151.64,511074.88,583285.6,516650.28,526027.82,517909.68000000005,519917.8000000001,578901.6,777428.4,532340.4,2395612.28,2595589.74,2409465.76,2402272.72,2436996.0,2602724.0,2394951.96,2481643.0,2419218.6,2596557.36,1682118.36,1786511.6400000008,1850335.24,1716301.3,1680801.0,1683680.8000000003,1706275.26,1794439.8,1751321.7999999996
48,1020340.5999999995,724137.0,813819.92,979191.12,777253.3200000004,761561.7999999997,890175.8,843014.6,978953.4,908091.36,516520.8,574989.16,516114.36,527770.84,523962.72,523836.12,574082.72,782574.8,523962.56,2432894.4,2606689.9999999995,2426936.8000000003,2468895.8,2537816.0,2618214.0,2448088.6,2521651.0,2472727.399999999,2609593.4,1722112.2,1789682.76,1855467.16,1714918.8,1736741.4,1709909.76,1699809.28,1803201.6,1776691.72
49,1017013.1999999998,771293.0,886074.7200000009,980374.58,833444.76,794243.3999999998,917386.16,938292.4799999995,981368.36,935566.0,517193.1999999999,578892.76,519527.64,529196.74,531207.9600000001,529707.34,575737.66,789500.28,525719.54,2504118.08,2615077.9,2515234.4,2513195.16,2589412.0,2625027.0,2502034.8,2596416.2,2536042.9999999995,2617975.44,1750192.4,1789386.12,1853133.92,1710778.2,1754895.2,1720445.24,1701641.7,1805041.0,1791968.36
50,217.0,187.0,186.0,229.0,176.0,187.0,189.0,175.0,224.0,197.0,99.0,122.0,113.0,128.0,124.0,113.0,124.0,187.0,121.0,184.0,213.0,186.0,184.0,204.0,212.0,187.0,199.0,180.0,219.0,338.0,349.0,441.0,329.0,345.0,314.0,300.0,343.0,337.0
51,348.0,313.0,308.0,370.0,281.0,373.0,355.0,331.0,433.0,370.0,183.0,206.0,174.0,219.0,218.0,208.0,209.0,365.0,206.0,668.0,690.0,628.0,685.0,596.0,738.0,551.0,661.0,605.0,739.0,646.0,657.0,780.0,636.0,665.0,592.0,569.0,687.0,639.0
52,66204.0,52888.0,51847.0,70806.0,47641.0,53615.0,56363.0,50288.0,66404.0,64474.0,26962.0,44308.0,41218.0,51673.0,37339.0,33034.0,36053.0,68206.0,43536.0,64529.0,87650.0,65507.0,65371.0,82945.0,71391.0,65487.0,83197.0,65058.0,89869.0,177084.0,163775.0,195618.0,155251.0,177400.0,140498.0,147991.0,166120.0,166625.0
53,1082586.0,903613.0,976104.0,1053482.0,932612.0,881988.0,979117.0,1070860.0,1046525.0,990600.0,545802.0,623858.0,560009.0,576292.0,569236.0,556798.0,613559.0,878161.0,571012.0,2612849.0,2686078.0,2614377.0,2655469.0,2655809.0,2701574.0,2646229.0,2663524.0,2670552.0,2690330.0,1930850.0,1954339.0,2048762.0,1873779.0,1936533.0,1866361.0,1850467.0,2001821.0,1961356.0
