,201_1_www.warnerbros.com,201_2_www.warnerbros.com,201_3_www.warnerbros.com,201_4_www.warnerbros.com,201_5_www.warnerbros.com,201_6_www.warnerbros.com,201_7_www.warnerbros.com,201_8_www.warnerbros.com,201_9_www.warnerbros.com,201_10_www.warnerbros.com,202_1_www.warnerbros.com,202_2_www.warnerbros.com,202_3_www.warnerbros.com,202_4_www.warnerbros.com,202_5_www.warnerbros.com,202_6_www.warnerbros.com,202_8_www.warnerbros.com,202_9_www.warnerbros.com,202_10_www.warnerbros.com,203_1_www.warnerbros.com,203_2_www.warnerbros.com,203_3_www.warnerbros.com,203_4_www.warnerbros.com,203_5_www.warnerbros.com,203_6_www.warnerbros.com,203_7_www.warnerbros.com,203_8_www.warnerbros.com,203_9_www.warnerbros.com,203_10_www.warnerbros.com,204_1_www.warnerbros.com,204_2_www.warnerbros.com,204_3_www.warnerbros.com,204_4_www.warnerbros.com,204_6_www.warnerbros.com,204_7_www.warnerbros.com,204_8_www.warnerbros.com,204_9_www.warnerbros.com,204_10_www.warnerbros.com
10,176528.79999999987,147800.8000000001,268966.0000000001,54791.8,59340.2,168367.0,118368.0,312746.19999999995,204566.0,138269.59999999983,106823.2,103916.6,80161.00000000003,106552.0,101616.8,104480.4,107851.4,106134.0,99026.39999999997,491986.8,382484.4,328389.6000000001,642034.0,390323.0,378347.80000000016,463302.4000000001,473828.8000000002,300059.8,448997.8,780817.4,468830.6,784191.0,626696.6,747612.1999999998,596507.8000000003,566944.0,689422.6000000003,291156.40000000014
11,282273.15999999986,226545.04,393577.44000000024,59891.36,99702.72000000007,234792.36,140846.00000000015,423877.43999999977,341297.68,188526.24,105849.54,105773.9,106853.08,105587.2,114310.8,105926.84,109344.24,107495.86,107014.04,617537.92,480169.8,434792.36,671947.0,539160.7599999997,508698.16,570431.84,598110.18,302265.86,452539.88,780253.48,620737.5200000004,788168.1,776836.26,788707.8,787907.08,732866.2000000002,789764.12,460450.68
12,358071.68,320038.76,531917.4799999996,135742.92,157826.8,318835.52,220831.6,515264.79999999993,425724.20000000007,262341.64,107341.96,107159.84,106001.2,107206.8,115519.04,106744.6,127402.60000000002,112659.72,106160.32,669735.84,663195.5199999999,519210.08,671725.0,639593.44,610407.68,629827.28,669964.44,398886.23999999993,454254.72,789320.16,756913.2400000001,820805.4,787560.48,800908.32,791006.72,788773.2,790406.64,581525.6000000002
13,438938.2,417395.8,627487.08,203752.18,233425.12000000005,420410.4800000002,320562.40000000014,649021.56,530392.2799999999,389271.36,136112.67999999993,106206.62,107341.92,108337.4,114605.76,110452.80000000002,180164.12,149644.27999999994,107803.24,674286.6000000001,679536.9,603340.8800000004,676167.0,649676.96,671573.64,676300.92,672246.42,451294.96,476077.8,793208.0800000002,787234.92,819421.8,788713.2999999998,808973.64,800861.3,794584.4,809233.4800000002,761496.2800000003
14,558808.2,506282.52,690766.68,275619.72,282555.6,525855.4400000002,424410.2000000003,691097.48,649730.04,520036.23999999976,159085.68000000002,107850.92,107252.56,118666.4,118625.96,167024.32000000007,196732.4,246563.96000000017,110094.28,677540.04,682628.96,670256.4,709312.0,673224.72,675463.04,678575.16,674272.8,520488.8,543691.8800000002,803801.4,789158.24,818902.2,908443.88,851839.12,825928.24,819585.0000000001,824813.88,796077.8
15,640550.6,581729.0,691173.0,421773.4000000001,367607.80000000016,630562.0000000001,522441.5,704675.1999999998,691416.6,635415.8,241509.5,109914.3,173515.6,136564.0,117682.6,217366.0,212346.4,315931.5,109331.6,708879.1,685716.3,673723.1,709460.0,676029.9,677610.4,682496.4,680558.8,631938.3000000003,686750.8,803041.4,805033.8,898570.0,938093.5999999995,853500.1,901093.9,827257.5,873320.2000000004,818194.4
16,652665.12,651800.88,693140.56,543536.68,474508.56,648869.6,646650.4,740811.88,689218.84,690346.84,267930.91999999987,137728.92,186094.8800000001,171944.6,158242.19999999998,287803.48,258507.4,341975.72,138373.24,707560.52,718287.64,675876.76,712887.0,706598.64,703924.6,712735.76,694683.36,675736.84,695167.32,832860.76,804105.4,1016603.7999999998,1011653.64,869189.2,943138.24,858380.2000000002,1002109.84,832920.48
17,691167.36,691179.54,697279.12,641346.3999999999,530799.72,683508.32,690019.3,741566.24,691554.92,690862.68,317983.84,186133.64,218453.6,209852.99999999985,229402.48,375546.1600000002,303647.28,406839.8800000003,158663.08,710791.78,719496.68,706299.74,716235.0,709317.16,709152.5599999998,713113.12,711369.12,673882.52,711195.36,838921.28,858185.3200000002,1127253.9,1018994.52,1003230.1999999995,1091546.4400000002,954039.4,1120873.0400000005,832494.12
18,738952.08,689531.52,698989.64,698634.56,620349.92,692031.36,691507.4,742482.24,690436.4,692470.6,359409.55999999994,216888.48,220565.16,250212.8,309086.1199999997,454585.36,359267.2799999999,505687.72,201295.08,714715.12,722037.5199999998,709392.72,719550.0,713268.36,709746.48,717058.2,713331.12,695195.04,715250.4,839560.4,937042.08,1268619.0,1077055.88,1156865.56,1245445.8,1083336.6000000006,1220560.76,875029.28
19,742395.36,695309.52,719733.24,697751.2,618599.36,702739.16,692681.5,740874.4,728310.44,691606.84,422091.52,239920.60000000003,293261.9200000001,261825.99999999997,401268.6,547052.7200000001,393885.23999999993,535972.36,253194.4,718819.34,723915.36,709749.84,729886.0,714210.74,710809.92,724836.2000000002,712555.8,704902.6799999998,718866.92,840462.8,1019873.8,1456135.3,1182456.88,1289519.88,1337601.0,1242764.0,1346869.0800000008,983351.88
20,743064.4,778024.6000000003,792204.8000000002,745839.6,620591.0,741710.2,692022.0,764078.6,730652.2,739587.0,474953.4,310713.0,366898.60000000015,346904.0,483816.7999999997,620318.6,459569.0,586431.6000000001,290000.8,726214.2,754344.9999999994,711896.8,740727.0,718067.7999999998,716539.0,739976.0,719748.0,709088.4,725710.6,1004770.8,1139236.8000000005,1494763.0,1368618.9999999998,1436903.6,1461524.4,1372432.0,1437480.2,1138212.200000001
21,741847.76,826084.64,835659.36,747998.36,625165.2,744061.44,724467.7000000002,801078.0799999998,734351.84,804445.2,524213.4,384774.4,453544.2799999999,390287.0,594365.2,713885.0800000002,518400.08000000025,652533.34,333483.64,739558.4,802475.74,715388.14,839807.0,731222.12,722210.8,740593.36,729705.1,715121.32,740094.2,1078897.2,1301745.0,1653632.2,1481352.7999999996,1479800.56,1607109.4799999997,1489443.8,1463147.04,1270176.76
22,740985.7999999998,831651.04,838801.6,747940.88,628481.4,744988.0,794845.2000000002,861741.5999999999,745010.28,829504.24,583235.64,437747.2000000003,523632.79999999993,447089.3999999999,704293.3999999998,757658.84,590802.5600000003,713027.68,393047.3999999998,805765.12,825678.92,720412.92,942131.0,738922.2799999998,721240.44,753155.2400000001,733150.12,713878.84,777234.6800000002,1193634.3200000005,1338917.16,1729634.4,1673967.96,1568907.12,1730303.28,1672808.0,1561174.72,1453372.56
23,775356.7200000002,832973.5,838993.0,746670.5,707382.6,743710.04,825980.2,937126.9599999998,787543.2799999998,832083.36,648301.7999999997,524716.9200000003,577654.64,482965.79999999993,737419.92,775661.28,672696.6,766363.7,434903.2,941170.24,826298.92,733013.16,1060940.0,739237.72,720990.4,881154.08,737577.2200000002,723219.04,874787.48,1372506.4000000004,1449826.36,1756195.9999999998,1741842.3,1697993.4599999997,1745684.9,1738048.9,1709929.82,1499768.480000001
24,839992.24,831656.4,843867.92,747560.2,707781.28,760234.44,829459.8,1016729.56,816292.84,832867.72,704757.5599999998,589689.1200000001,636314.72,548256.3999999999,784583.48,774610.44,759217.8,768786.44,442820.12,1043255.2400000005,877296.96,735901.64,1196853.0,842175.48,801942.1200000001,1098548.84,816161.7200000002,730346.92,979331.72,1587696.4400000004,1580592.08,1786466.6,1787396.08,1746021.8,1791851.76,1789457.6,1744499.52,1733430.04
25,892041.0,880048.0,922581.0,785277.0,708845.0,807613.0,833150.5,1121000.0,839726.0,864133.9999999999,766267.0,615781.0,686094.0,611662.0,782744.0,773483.0,772177.0,770566.5,441192.0,1177474.5,980016.0,738145.0,1344265.0,984923.0,915624.0,1234766.0,896218.0,749668.0,1095077.0,1771823.0,1730489.0,1789536.5,1787145.5,1797379.5,1797383.5,1788827.5,1790760.5,1750739.0
26,977382.28,977941.28,1086860.0399999996,859860.6799999998,722492.4800000002,873868.8400000002,831979.6,1227808.08,839087.2,947102.88,771909.32,696177.1199999999,752031.2,680540.6,781346.52,774495.32,778678.44,777419.44,442975.56,1297335.7600000007,1116346.2399999993,787107.1200000001,1351515.0,1146415.16,1041656.8800000005,1350125.72,1007919.7200000008,834606.56,1228316.28,1829285.32,1752447.08,1797269.8,1792539.24,1796990.48,1799782.92,1794742.2,1790471.68,1796662.72
27,1101065.52,1079859.8,1252704.6,980499.1199999995,761453.5199999998,962113.84,831388.2000000002,1365183.8000000005,846327.6,1037720.52,774165.14,776127.88,756029.16,735344.7999999998,783048.76,776140.88,778331.6,782134.88,443837.88,1349177.26,1258672.3999999994,885269.3600000003,1430379.0,1304280.5599999996,1151367.7600000007,1369157.8,1125915.32,943977.0399999996,1349595.36,1830050.32,1787244.92,1798544.5,1797819.34,1801031.64,1802689.34,1797354.7,1798906.26,1796229.56
28,1242071.6,1167621.16,1386327.48,1098898.1599999995,845239.5999999999,1059367.8800000004,890250.6000000002,1514818.239999999,891461.0399999998,1154715.12,776428.04,775200.04,772587.76,773309.6,785001.72,776830.84,790513.6000000002,788183.32,488089.7599999998,1374229.04,1382043.28,1002764.28,1468537.0,1350088.36,1253258.44,1431689.44,1240782.28,1074851.92,1390611.4800000004,1837083.48,1789763.08,1802232.6,1797556.68,1808006.16,1807796.76,1802396.4,1798567.96,1799143.52
29,1337894.5599999998,1281440.94,1495700.88,1200472.9600000004,846603.04,1153918.12,985880.0000000008,1640729.9999999998,970293.12,1266512.7199999995,777331.74,776635.42,777052.6,776334.4,787345.08,780308.12,818168.4,787886.66,555662.2,1428732.0,1438218.96,1102922.1,1601254.0,1389717.64,1331608.24,1454192.0,1349514.98,1197188.08,1430508.76,1837070.96,1789938.16,1807842.7,1800921.34,1808458.44,1819719.88,1803439.3,1795570.94,1804337.16
30,1456595.1999999997,1398929.0000000002,1638042.6,1305110.6,845196.0,1237400.4,1091880.0,1791741.7999999996,1038238.0,1335455.9999999998,799524.0,775856.6,776798.4,776063.0,789292.8,786154.4,827724.2,790989.8,570144.1999999997,1459257.8,1459524.1999999997,1271227.8000000005,1678643.0,1430672.0,1348675.0,1580842.1999999997,1362864.0,1297141.2000000002,1436852.6,1840651.4,1796046.8,1811007.0,1798843.8,1810653.6,1827732.6,1813627.0,1817335.0,1804462.8
31,1570529.84,1501118.6800000004,1753021.3600000003,1418063.36,929155.36,1306864.5199999998,1192297.4,1842747.08,1136433.8,1361314.4,805611.38,776966.92,778217.32,776656.2,793694.84,785774.92,826639.28,794431.54,638425.7200000001,1495469.86,1627294.439999999,1348497.58,1748675.0,1513468.1599999997,1410494.96,1715717.88,1417107.54,1344720.72,1460028.8,1854696.6,1794768.12,1816195.0,1851713.92,1816558.02,1835393.02,1811674.3,1827411.74,1808088.36
32,1699145.32,1553748.4,1874180.08,1517850.92,1041379.64,1400694.72,1313943.2000000002,1947256.76,1248313.96,1437515.32,807328.64,777753.6,777638.4,799709.6,793757.68,785631.96,829882.4,798104.12,706073.0,1545293.4800000002,1707589.9599999997,1363362.2,1857766.0,1636468.12,1424660.9600000004,1747231.36,1429760.92,1389294.4,1573889.1600000004,1866306.28,1797832.8,1896815.0,1899475.68,1816911.24,1948382.64,1841348.4,1831794.12,1810689.88
33,1772792.0,1662632.6400000006,2008901.08,1632609.4799999997,1162864.16,1499478.6800000004,1441971.4000000006,2078766.64,1387452.4399999995,1564242.7999999996,822956.16,779388.66,779390.96,804216.2,792662.68,798722.7999999998,847846.3200000002,800605.48,742922.9999999999,1582934.2,1750946.32,1420178.18,1876952.0,1722184.4,1507683.0400000003,1825809.16,1436211.46,1426135.2,1628297.96,1874146.12,1817841.76,1943216.9,1905322.58,1824801.14,1973626.86,1919056.0,1832027.38,1823834.88
34,1845664.44,1804559.92,2220269.16,1751717.0399999996,1296670.6799999995,1694318.2,1491219.2000000004,2228473.44,1494617.0399999996,1728805.76,825493.6,813608.0399999998,784826.28,803367.8,796429.2,811956.6,875919.48,805247.44,789958.36,1666470.840000001,1818878.159999999,1432250.5200000003,1921441.0,1786972.84,1571743.04,1961233.36,1459502.2,1440264.5199999998,1738942.0000000002,1871541.16,1826745.92,1949196.2,1933544.44,1923961.1199999996,1976304.68,1951481.0,1833800.16,1839549.56
35,1848945.2,1927623.8000000003,2393151.4,1846547.6,1412760.1999999997,1841468.4,1625426.0,2400728.4000000004,1689621.5999999994,1852827.2,825931.7,855300.0000000001,800481.8,802368.0,806513.4,850520.4,929245.0000000001,807042.3,840752.5999999995,1752280.8000000003,1856913.9,1531758.6000000003,2042533.0,1827958.5999999996,1649227.4,1996655.0,1532951.5,1545220.0,1802057.6,1881554.2,1829630.8,1964832.0,1941753.4,1953436.7,1981042.7,1956692.5,1849203.3,1848763.6
36,1877318.6,2045568.56,2458164.12,1846708.4,1555438.12,1862705.8,1756689.2000000004,2450117.84,1812698.48,1970712.92,901688.72,910137.44,821155.92,806709.8,821381.6399999999,892359.6,985339.36,807325.52,918141.56,1838307.9200000009,1897442.639999999,1568794.0,2177155.0,1949066.28,1705012.04,2141147.92,1643786.0,1631376.8,1912359.32,1886654.32,1829309.36,1978380.8,1969527.72,1964328.08,1987028.92,1955595.4,1888103.6,1849525.6
37,1934657.08,2147361.56,2468365.84,1900655.72,1663345.12,1907365.92,1906977.6000000003,2477357.32,1899831.12,2078208.44,953448.4400000002,959273.9,864838.1600000003,881231.1999999998,834532.6,931832.36,986690.68,810780.0800000002,954293.76,1907268.8400000003,2040465.8799999997,1682244.7200000002,2268681.0,1951229.86,1806968.6,2255893.68,1731210.0000000002,1717379.2,1916200.36,1898627.04,1938893.36,1982953.2,2022679.5999999987,1965263.84,1990196.24,1959808.6,1966458.72,1853493.2
38,2077260.16,2266649.640000001,2501189.12,2021843.28,1746285.7599999998,2021538.48,2086397.6000000013,2531124.36,2019383.44,2179030.88,985177.64,974700.24,920504.9200000005,925422.7999999996,838299.7999999998,945870.8,992099.88,874410.5200000004,983225.28,2015040.68,2184503.12,1736139.56,2275103.0,2049431.0799999991,1806412.64,2274289.4,1820426.6,1759144.7599999998,2006124.200000001,2034541.6000000003,1967655.76,2073846.0,2118963.8,1967215.24,1997917.96,1984201.2,1973060.2,1857120.16
39,2205357.8,2395428.4400000004,2540734.64,2110834.48,1821048.28,2115119.2800000003,2201325.6,2537265.64,2132019.24,2291027.079999999,986137.76,986475.26,963803.4,982452.0,847266.2,955992.72,994467.56,944256.44,983145.56,2016095.9,2277151.96,1812625.520000001,2296835.0,2182237.2399999998,1873427.3200000003,2281153.16,1857000.62,1859551.28,2148568.240000001,2123858.160000001,1978222.52,2204460.4,2179331.879999999,1979858.96,1998676.14,2097706.8000000003,1995809.88,1883408.16
40,2296567.0,2448944.6,2544287.6,2196383.9999999995,1987437.4000000004,2215322.4,2377432.0,2540098.2,2265136.4,2409698.8,993419.4,988610.6,983307.4,985349.0,934261.5999999994,989064.4,1007927.4,947236.4,985765.4,2125849.4000000004,2283241.6,1858232.6,2366855.0,2271139.6,1980011.4,2324729.4,1862858.0000000002,1900535.4,2277494.2,2267440.2,1985361.6,2228336.0,2315212.6,2033348.2,2037737.2,2154301.0,2088138.6,1930656.4
41,2458685.88,2512233.720000001,2553472.4,2292070.2,2177941.32,2299922.4,2448934.9,2562549.88,2410168.0799999987,2450525.36,1018108.8,990662.14,985160.44,997753.6,952330.72,1007465.6400000001,1035888.6,971040.8,1016537.16,2256932.04,2307507.6,1960199.36,2375786.0,2278003.1,2082571.12,2375267.04,2005732.16,1928447.7,2280352.8000000003,2403017.6,1990049.52,2399278.7,2417270.18,2108597.32,2204961.68,2257003.8000000007,2115658.26,2002254.8
42,2487191.88,2529757.84,2591864.64,2396129.5200000005,2312546.84,2429175.3200000003,2465320.0,2625386.96,2455401.24,2465948.4,1052591.4,1004869.48,999476.96,1032851.6,1000019.64,1065208.5600000005,1083190.6000000006,973673.72,1051717.24,2271265.16,2373180.52,2013068.84,2413239.0,2345290.4,2183949.68,2412565.96,2128210.600000001,1998694.84,2294093.3200000003,2568224.000000001,2148221.36,2525916.2,2528700.4,2139429.0400000005,2254844.04,2500698.8,2261541.92,2016325.4
43,2538857.68,2536277.4,2640085.56,2457277.56,2435855.84,2459362.24,2488743.8,2632823.92,2475653.8,2508897.4,1097631.0799999998,1024300.64,1039413.1200000005,1072892.0,1030500.28,1085785.0,1119901.56,1013930.48,1082626.96,2282588.28,2382464.7,2047079.18,2415435.0,2366982.02,2251510.36,2416442.04,2275855.94,2121464.9,2375358.76,2575321.96,2272550.08,2540241.1,2533940.76,2314551.16,2412727.28,2540386.1,2350853.080000001,2144400.6800000016
44,2543060.76,2581122.160000001,2670989.36,2464926.12,2470253.04,2476180.44,2527982.6,2665250.92,2533810.92,2531390.12,1130739.6,1069032.9200000002,1105326.72,1107660.2,1061014.7999999996,1126097.64,1191829.4,1044409.76,1109269.7599999998,2327438.84,2421139.16,2103918.12,2416630.0,2380573.2,2256641.68,2418380.84,2281356.72,2240261.36,2387837.8000000003,2628241.16,2392048.6,2570913.6,2568115.52,2486632.72,2546123.2,2548952.6,2533531.88,2238698.84
45,2613902.1999999993,2616914.9,2673164.4,2491556.0,2530175.4,2525455.0,2531946.5,2667791.4,2538978.4,2536047.4,1145271.0,1090418.5,1158330.6,1175702.0,1117708.0,1179887.8,1231542.4,1095894.5,1142836.6,2375205.1,2423996.4,2202283.7,2422991.0,2382909.1,2259110.8,2433152.6,2287269.5,2242640.9,2421417.4,2660144.000000001,2527894.0,2589827.5,2606088.999999999,2548340.3,2561381.1,2582384.5,2554647.2,2368061.4000000004
46,2626424.84,2623287.52,2678395.64,2537428.84,2543987.52,2531810.96,2535812.2,2670732.72,2543564.96,2539263.32,1159802.4,1139423.7200000002,1197137.0799999998,1219459.6,1160649.8,1207875.64,1241444.6,1183013.52,1163487.16,2397125.16,2425080.16,2270360.44,2431348.0,2416688.52,2260512.4,2436322.32,2322701.120000001,2262680.92,2424018.52,2677071.44,2548305.52,2624324.8,2616728.24,2554057.4,2599330.56,2625861.8,2567794.3200000003,2540123.16
47,2662459.68,2628472.2,2685368.56,2541606.2,2550747.84,2538533.28,2537177.5,2674675.36,2547772.88,2545644.4,1213387.6,1184980.0000000002,1219620.28,1219834.4,1188161.44,1227943.92,1259796.7999999998,1230951.08,1221704.76,2415031.4,2434381.92,2273188.46,2436318.0,2421067.18,2269920.56,2446162.52,2378452.12,2265555.62,2426946.36,2682101.16,2574587.8000000003,2637671.3,2629351.7800000003,2587191.92,2613197.42,2634461.0,2586092.38,2559066.72
48,2667029.68,2660393.04,2699118.32,2560719.36,2570494.84,2582660.04,2544216.4,2681274.56,2564235.16,2570129.4,1220082.88,1223793.64,1225173.12,1236359.0,1236113.76,1233927.2400000002,1290464.68,1257872.76,1226920.2799999998,2418548.44,2449768.08,2280159.5600000005,2445809.0,2423720.6,2318856.24,2447116.96,2388697.64,2278433.9999999995,2438539.68,2698503.92,2593609.24,2647042.2,2632664.24,2629066.8000000007,2647986.56,2645454.2,2637011.64,2583852.56
49,2668768.96,2663746.98,2699050.16,2577051.2,2602471.32,2615397.92,2567958.2,2685177.32,2623206.32,2619800.8,1237866.1599999995,1230268.4,1239704.56,1246688.9999999998,1258209.28,1245554.2,1291927.36,1271309.4,1240478.2799999998,2423750.78,2449514.96,2366212.78,2446420.0,2426378.98,2360607.76,2452484.12,2420931.66,2307455.3,2441252.84,2704616.24,2632683.28,2647841.8,2633033.62,2636723.06,2660820.52,2650634.9,2641354.52,2611454.92
50,163.0,158.0,210.0,147.0,168.0,139.0,146.0,187.0,168.0,139.0,96.0,103.0,94.0,93.0,129.0,118.0,115.0,129.0,92.0,187.0,217.0,164.0,215.0,198.0,171.0,216.0,185.0,162.0,209.0,350.0,263.0,285.0,259.0,288.0,293.0,295.0,279.0,278.0
51,409.0,361.0,432.0,366.0,378.0,369.0,319.0,447.0,370.0,367.0,255.0,238.0,220.0,237.0,253.0,286.0,293.0,268.0,240.0,436.0,460.0,359.0,435.0,395.0,353.0,426.0,388.0,359.0,435.0,588.0,523.0,550.0,544.0,563.0,556.0,570.0,584.0,520.0
52,34358.0,32145.0,42041.0,29862.0,34276.0,27815.0,29493.0,39354.0,33801.0,29284.0,19571.0,21600.0,19491.0,19438.0,27090.0,24836.0,24785.0,27991.0,19414.0,40502.0,44138.0,33352.0,43506.0,41973.0,34729.0,45818.0,38307.0,33250.0,44403.0,73176.0,54888.0,57994.0,56258.0,61336.0,62065.0,61123.0,59155.0,58170.0
53,2707213.0,2698712.0,2741167.0,2661291.0,2672887.0,2653603.0,2599172.0,2726324.0,2665589.0,2662678.0,1299282.0,1308655.0,1298512.0,1298798.0,1322560.0,1311818.0,1317297.0,1334966.0,1300198.0,2474518.0,2493856.0,2402859.0,2490046.0,2471851.0,2405645.0,2501391.0,2462107.0,2400157.0,2486620.0,2777918.0,2689739.0,2706059.0,2690110.0,2709377.0,2730162.0,2711426.0,2720565.0,2701327.0
