,157_1_www.oracle.com,157_2_www.oracle.com,157_3_www.oracle.com,157_4_www.oracle.com,157_5_www.oracle.com,157_7_www.oracle.com,157_8_www.oracle.com,157_9_www.oracle.com,157_10_www.oracle.com,158_1_www.oracle.com,158_2_www.oracle.com,158_3_www.oracle.com,158_4_www.oracle.com,158_5_www.oracle.com,158_6_www.oracle.com,158_7_www.oracle.com,158_8_www.oracle.com,158_9_www.oracle.com,158_10_www.oracle.com,159_1_www.oracle.com,159_3_www.oracle.com,159_4_www.oracle.com,159_5_www.oracle.com,159_6_www.oracle.com,159_7_www.oracle.com,159_8_www.oracle.com,159_9_www.oracle.com,159_10_www.oracle.com,160_1_www.oracle.com,160_2_www.oracle.com,160_3_www.oracle.com,160_4_www.oracle.com,160_5_www.oracle.com,160_6_www.oracle.com,160_7_www.oracle.com,160_8_www.oracle.com,160_9_www.oracle.com,160_10_www.oracle.com
26,1113773.0,1109222.0,1267012.08,1102836.36,1129589.56,1098144.32,1098659.84,1155875.96,1108610.6,842191.3599999999,1171265.96,801372.7199999999,828929.36,865104.28,837734.4,809249.44,805015.12,795761.12,1031625.96,807405.24,834511.2,809195.8,839326.72,922965.6,808549.96,827765.08,966953.48,816462.8,1000988.88,1006176.36,1047643.52,988649.12,1002866.84,1039926.6,959375.8,995014.68,980778.52,1018282.0
27,1121934.3,1120436.5,1276953.78,1109864.4,1144760.9,1098797.68,1098284.56,1200829.1,1113781.6,869588.2,1321818.64,828955.84,830920.9199999998,866203.32,858120.7,825046.84,820412.1,816894.56,1031429.28,811124.4,840880.52,850245.2,895064.72,1024241.2,819809.84,863742.6,1074236.8399999996,837216.36,1007494.84,1016567.88,1052270.88,1003870.4,1004531.76,1055917.6,999475.1,998422.64,1002048.48,1026502.0
28,1143441.2,1128243.0,1285466.8,1122103.08,1161780.48,1126943.44,1117116.84,1239911.88,1124202.8,944992.4,1479747.9600000004,832298.0,868934.6799999998,866377.6,939152.9600000002,853079.1199999995,822108.04,828356.2,1122281.6,840081.24,865098.1999999995,858010.2,961551.8800000005,1130516.3999999994,826392.8,917819.2399999994,1158176.44,854522.8,1020024.52,1026703.12,1066267.56,1014502.88,1008545.92,1114893.2,1008811.6,1016274.56,1005167.96,1052641.0
29,1161497.9,1143416.0,1356650.9200000002,1127808.52,1211515.5600000005,1129324.2,1134505.04,1264917.38,1135865.0,983592.84,1573701.24,840180.64,978423.84,919565.96,965620.28,875419.44,836658.8400000002,839840.84,1213110.6,948943.6400000005,953094.2,886596.0000000001,1038238.72,1245988.1999999995,870337.52,1004535.4,1213270.6800000002,965933.8399999995,1030840.16,1037331.5600000002,1115365.0399999998,1022800.48,1021122.28,1139396.8000000005,1024485.5999999995,1022022.0,1006804.72,1072693.0
30,1207521.0,1167117.0,1425650.0000000002,1143125.4,1249976.6,1147705.4,1137261.6,1267586.4,1149926.0,987286.2,1580348.8,888919.2,1087573.2,997060.8000000002,980653.4,879075.0,924763.0000000005,842560.4,1262225.0,1023682.4000000006,1050051.8,912627.0,1106919.8000000005,1373710.0,967160.8,1057071.4,1340386.2,1056202.8000000005,1053363.6,1051274.8,1171923.6,1051932.6,1025090.8,1180547.0,1031621.0,1024306.6,1010167.0,1121685.0
31,1250159.3,1203707.0,1437577.38,1169438.2000000002,1256776.58,1159925.4,1173373.96,1277470.0,1208477.0,999465.8399999995,1587732.26,956688.4399999992,1188024.08,1095700.62,1016231.04,908456.8,943761.0,902066.4,1379734.2,1119445.8400000005,1160361.08,979375.2,1134156.6,1422832.2,1046585.6,1133488.92,1389758.6,1180496.88,1059669.24,1064521.48,1172499.7999999998,1057025.32,1032412.04,1185163.5,1053135.6,1038785.92,1023555.84,1137400.0
32,1255680.6,1213596.0,1453084.52,1222314.72,1259980.8,1220091.6,1220517.04,1305057.2,1220960.6,1086911.16,1610173.92,1010281.6799999996,1301686.6,1194812.2,1120130.6,941265.8,1009414.32,987879.68,1395302.32,1157570.64,1248957.7599999998,1025956.6,1245343.4,1442351.8,1151802.4799999995,1227025.28,1406870.4,1318317.12,1102454.4000000004,1114158.56,1212836.76,1104821.0,1061966.72,1201111.0000000007,1064262.0,1079525.32,1029032.84,1179990.0
33,1324925.0000000002,1264538.0,1489988.4799999997,1250396.8,1294953.56,1250160.2,1251449.36,1392628.0,1273854.4,1193260.32,1645891.26,1135867.92,1405112.84,1307247.64,1175589.02,1010457.92,1069371.28,1061667.8800000004,1406536.6,1228866.08,1335621.4,1057826.2000000002,1312096.4400000002,1454408.4,1269779.1199999996,1307436.6,1486252.76,1443500.08,1171307.0000000002,1143112.64,1288432.44,1141593.04,1074660.8,1291150.0000000002,1108660.4,1117819.28,1038236.92,1187609.0
34,1349933.4,1266113.0,1517430.64,1260930.2,1363085.36,1253957.5599999998,1267562.36,1422846.4,1316192.8000000005,1333296.84,1656917.0,1241775.84,1450754.2799999998,1407155.04,1231600.6800000002,1130486.08,1123379.6399999994,1180386.32,1458968.16,1296738.6,1405730.2,1095150.0,1371285.56,1501274.4,1386875.7599999998,1411622.6,1495494.36,1481655.08,1174684.32,1173150.52,1297777.4799999995,1143245.4,1119587.04,1323432.8,1168453.6,1143224.56,1051547.24,1189074.0
35,1356815.0,1271962.5,1527812.3999999997,1309641.6,1365046.3,1270713.0,1351558.8,1445210.5,1350916.0,1465969.2,1687454.5,1356960.3999999994,1495380.1999999997,1482420.7999999996,1280363.9,1228736.8,1185216.9,1267292.6000000006,1490503.2,1414613.6,1481391.6,1196651.0,1413061.2,1534267.0,1435684.4,1483352.7999999996,1514989.4,1482049.0,1179312.6,1177302.0,1304264.8,1177471.0,1143395.8,1326375.5,1176304.0,1161154.0,1071748.4,1198426.0
36,1361550.6,1301638.0,1545262.04,1352070.56,1418037.2000000004,1302342.72,1354905.8,1467431.64,1358174.2,1589783.639999999,1700415.72,1485144.7999999996,1525782.96,1576294.84,1322544.72,1283003.4400000002,1237331.84,1399844.0,1492114.56,1424060.64,1485064.28,1272703.8,1475645.6,1546308.9999999998,1482104.16,1486674.92,1577016.2,1486564.6,1188553.76,1185211.9200000002,1339667.08,1249048.12,1177162.32,1360258.4,1180367.8,1190378.64,1126679.9999999998,1253778.0
37,1416548.6,1370444.0,1550666.46,1359777.2,1463483.46,1355229.4,1361187.28,1494943.7199999997,1393461.8,1604308.64,1708684.56,1488385.76,1598162.68,1596905.46,1372688.3,1367250.12,1272775.04,1483326.92,1496121.84,1436064.96,1492269.36,1339954.4,1495889.3199999996,1582040.1999999997,1484629.6,1491045.6,1622929.68,1535682.2,1232001.4800000002,1213740.36,1347437.28,1273970.72,1190335.36,1366985.2,1187168.2,1233324.84,1153510.36,1296310.0
38,1421357.2,1372013.0,1552881.68,1367981.92,1466948.28,1360411.24,1366369.96,1511124.16,1399701.6,1608792.68,1713501.44,1492264.68,1623775.08,1603817.16,1425948.76,1427323.2,1331590.9599999995,1484938.48,1514719.64,1443518.88,1502640.6,1421645.6,1562649.480000001,1644482.2,1524963.44,1576728.4800000002,1641810.24,1575217.84,1273877.6,1244468.68,1357164.36,1283059.72,1196801.8,1373568.8,1204645.8000000005,1265413.24,1185782.32,1324795.0
39,1434274.7,1437983.5,1558748.62,1403446.16,1479644.04,1397767.8,1429241.2,1518292.82,1421279.8,1645251.2,1717283.26,1512229.7599999998,1628776.96,1621460.92,1471090.1,1449032.64,1380943.96,1518613.84,1561686.12,1466085.36,1559655.0799999996,1501971.200000001,1622927.4,1669420.8,1525561.48,1623907.08,1655345.72,1620678.24,1319525.88,1282374.68,1368514.1199999994,1334960.24,1209775.8,1374827.9,1246643.4,1297971.04,1206685.08,1344368.0
40,1450085.0,1440793.0,1595912.0,1408982.6,1499360.0,1422454.6,1462537.2,1534835.0,1459957.0,1651696.6,1738488.0,1562379.1999999997,1643765.1999999997,1642516.8,1511088.8000000003,1467644.6000000003,1414987.6,1579456.0,1626566.0,1520393.2000000004,1621573.7999999996,1620778.0,1641871.2,1670506.0,1564788.6000000003,1629390.4,1677965.8,1625963.2,1339139.2,1285995.4,1379685.6,1340078.4,1234501.2,1390161.0,1285997.0,1324687.4,1284008.9999999998,1348450.0
41,1470081.2,1462428.0,1629997.74,1447607.4,1504839.92,1429691.36,1477233.32,1546245.88,1471036.8000000003,1676088.92,1787645.5400000003,1621268.88,1678110.84,1650676.74,1555356.16,1536744.08,1471897.3199999996,1617167.82,1648823.6,1529192.5600000003,1632650.2000000004,1625835.0,1654216.32,1687733.4,1610128.92,1646935.6,1679299.6,1628278.16,1339502.36,1311715.24,1385782.92,1341040.88,1257443.9600000002,1417191.7,1323920.1,1330155.76,1286148.4,1372158.0
42,1473901.8,1474971.0,1634375.24,1465886.36,1513533.04,1440188.88,1497465.24,1549619.92,1480542.8,1687572.92,1795457.2,1630909.56,1679079.44,1663451.56,1577523.32,1537240.8,1532774.96,1639273.04,1660463.88,1613111.32,1663797.68,1644722.6,1669414.24,1699888.4,1627288.92,1679534.16,1687119.72,1632883.08,1356079.84,1349679.32,1389346.36,1354503.28,1305856.56,1426444.6,1348440.4,1349656.88,1307194.0000000005,1376102.0
43,1477026.1,1507646.5,1668197.76,1481338.4800000002,1517988.2000000004,1469082.2,1501325.56,1553219.18,1498418.6,1700114.96,1797782.18,1659392.88,1687709.92,1681644.4,1631010.7200000002,1541500.04,1533807.6,1659539.9200000004,1682393.48,1623032.8,1667063.04,1656848.8,1672628.52,1709222.2,1653353.0799999996,1682973.24,1696498.48,1640501.68,1370675.72,1355686.6,1407795.96,1358347.16,1348097.52,1429329.7,1350944.2,1353207.0799999998,1346564.84,1374929.0
44,1511206.7999999996,1516197.0,1673199.32,1490892.28,1539683.6,1484671.24,1508642.56,1557859.72,1502290.8,1708388.84,1828754.04,1666502.76,1698692.24,1700866.16,1647887.52,1562095.12,1600329.16,1665237.56,1690181.7999999996,1637533.48,1666858.4,1664075.0,1692880.7999999996,1716006.8,1672286.56,1688334.72,1704398.2,1685294.08,1372504.72,1360724.76,1411149.84,1370101.4,1371468.96,1434486.8,1363079.0,1359203.92,1350871.88,1400238.0
45,1516644.0,1522051.5,1690871.1,1501411.2000000004,1544423.1,1504219.2,1513199.6,1579388.0,1508240.0,1712836.6,1828478.2,1673331.8,1703097.0,1702892.0,1658811.6,1618368.799999999,1647224.8,1672839.0,1700074.4,1647810.4,1687509.6,1682971.0,1699968.8,1719304.0,1679063.7,1700342.8,1708765.2,1686644.8,1376630.4,1364886.2,1416366.6,1382282.8,1373445.6,1481905.5000000012,1372578.0,1363430.8000000005,1351973.6,1417263.0
46,1523320.8,1537813.0,1699674.92,1508112.36,1549838.88,1507763.16,1533170.16,1625736.2,1512558.2,1714033.36,1855026.0,1696952.88,1707830.44,1708676.32,1674591.04,1665107.96,1653353.4800000002,1678820.16,1707099.24,1676602.0,1699333.72,1694680.0,1703985.44,1721769.2,1680509.28,1703205.96,1711654.2,1693640.76,1375846.4,1372195.8800000004,1440902.84,1386464.2,1381918.12,1499311.8,1383754.4,1381487.8000000005,1362555.52,1419065.0
47,1541341.0,1544343.5,1704347.34,1513401.12,1551058.18,1514255.6,1542423.24,1632020.22,1533147.4,1715771.88,1965580.6,1700009.08,1712589.44,1710931.34,1682371.66,1671657.64,1680415.32,1695705.4200000004,1709098.72,1678521.6,1704260.12,1697885.6,1707082.92,1726082.8,1692650.36,1709797.2,1713463.72,1703337.32,1380277.44,1385964.4,1479735.68,1402191.2,1389133.4,1501772.0,1385452.2,1386183.52,1376321.72,1422206.0
48,1545182.8,1548121.0,1709390.96,1528516.6000000003,1553504.16,1518533.08,1547066.48,1641111.88,1539388.4,1715722.92,1982256.32,1704704.2,1713921.48,1709748.16,1699830.56,1688315.68,1681189.52,1699015.16,1708344.28,1679869.84,1709376.7999999996,1703131.4,1717252.88,1727920.4,1700473.08,1709840.64,1714851.48,1708427.12,1394249.76,1393097.12,1483608.16,1410106.64,1407321.8,1502313.8,1393983.9999999998,1394421.8,1388637.72,1436128.0
49,1550961.8,1551627.5,1723795.22,1540299.56,1553470.08,1539260.2,1550332.32,1668149.9,1544933.8,1715528.04,1987409.86,1709274.84,1713794.76,1709621.92,1702565.16,1688786.6,1689289.38,1701644.54,1710573.64,1690795.4,1714381.5199999998,1706390.2,1718088.88,1729731.8,1706252.42,1709743.68,1714988.76,1714574.84,1396576.6,1396544.12,1485382.36,1414803.88,1418761.4400000004,1502138.6,1404751.5,1399916.8,1392232.04,1491888.0
50,301.0,304.0,410.0,278.0,334.0,277.0,300.0,354.0,287.0,257.0,298.0,224.0,241.0,243.0,214.0,213.0,196.0,212.0,245.0,207.0,227.0,221.0,236.0,265.0,220.0,240.0,253.0,233.0,227.0,223.0,251.0,228.0,234.0,283.0,224.0,229.0,224.0,250.0
51,484.0,521.0,691.0,520.0,537.0,485.0,574.0,605.0,503.0,445.0,585.0,428.0,447.0,478.0,473.0,429.0,425.0,391.0,473.0,387.0,437.0,419.0,472.0,495.0,427.0,494.0,485.0,425.0,409.0,425.0,451.0,480.0,474.0,572.0,461.0,459.0,442.0,500.0
52,81137.0,82177.0,117905.0,74715.0,83101.0,74651.0,81069.0,100671.0,76912.0,57360.0,80946.0,54106.0,55014.0,55009.0,51249.0,50936.0,48045.0,51745.0,54899.0,49713.0,55361.0,53908.0,58534.0,59794.0,53856.0,54327.0,56975.0,55713.0,58996.0,56653.0,65086.0,57972.0,59487.0,69173.0,57486.0,58558.0,56545.0,64290.0
53,1632734.0,1635547.0,1846776.0,1620055.0,1636153.0,1619029.0,1634057.0,1768470.0,1624227.0,1773129.0,2079105.0,1765333.0,1768947.0,1764977.0,1757613.0,1754606.0,1743181.0,1756175.0,1766753.0,1749749.0,1771538.0,1762557.0,1781245.0,1789737.0,1762734.0,1767664.0,1773271.0,1772416.0,1458972.0,1471359.0,1557229.0,1478787.0,1480749.0,1571722.0,1474838.0,1478325.0,1455192.0,1556060.0
