,230_1_www.msn.com,230_2_www.msn.com,230_3_www.msn.com,230_4_www.msn.com,230_5_www.msn.com,230_6_www.msn.com,230_7_www.msn.com,230_8_www.msn.com,230_9_www.msn.com,230_10_www.msn.com,231_1_www.msn.com,231_2_www.msn.com,231_3_www.msn.com,231_4_www.msn.com,231_5_www.msn.com,231_6_www.msn.com,231_7_www.msn.com,231_8_www.msn.com,231_9_www.msn.com,231_10_www.msn.com,232_1_www.msn.com,232_2_www.msn.com,232_5_www.msn.com,232_6_www.msn.com,232_7_www.msn.com,232_8_www.msn.com,232_9_www.msn.com,232_10_www.msn.com,233_1_www.msn.com,233_2_www.msn.com,233_3_www.msn.com,233_4_www.msn.com,233_5_www.msn.com,233_6_www.msn.com,233_7_www.msn.com,233_8_www.msn.com,233_9_www.msn.com,233_10_www.msn.com
20,314991.4,317488.0,111431.2,329733.2,367408.0,126326.4,370659.0,346613.6,109431.0,362263.0,373291.8000000001,390637.8,393398.0,329055.2000000001,400824.8,241917.80000000005,396740.6,405742.6,429703.4,337818.0,465048.0,469992.4,507001.4,471435.0,487725.2,512358.8,510621.0,517141.0,115186.0,82718.3999999999,94371.19999999997,402136.60000000015,128438.0,96728.8,148306.4,374238.1999999999,409095.4,388406.8
21,369651.6,322505.4,110483.84,362707.66,379966.2,134276.8,374686.4000000001,370321.22,112331.0,372243.4,393510.34,391983.92,399806.0,343255.56,405918.84,305732.15999999986,396463.72,405897.62,474037.82,390170.1,503953.88,514305.64,528347.2999999999,503050.44,519469.92,515279.38,562291.78,546843.0,121284.40000000005,100198.95999999998,109687.33999999994,407883.44,152585.9,116894.56000000006,154283.6,399634.8,406565.94,400293.08
22,419263.28,331627.7999999999,116520.16,378937.68,404215.8,136067.19999999995,414187.20000000007,378559.36,117153.6,373785.0,404266.52,397846.28,403824.0,371766.48,408575.24,339602.32,421696.72,438083.67999999993,520574.04,402006.84,513529.16,543386.7600000001,553635.08,521672.52,558985.84,535316.4,566610.04,560113.0,167588.2000000001,101473.87999999996,114733.6,416944.88,154238.99999999994,138461.39999999994,165721.5599999999,414895.88,426759.68,418062.04
23,425666.56000000006,373253.6,121003.96,397840.8399999999,419022.6,207264.4,432263.50000000006,421492.26,117646.8,398491.99999999994,410064.92,400579.4000000001,437613.0,389885.76,455061.44,342270.56,464092.96,482103.96,574899.2,405646.9,515794.22,556447.36,558535.22,532844.4,560243.56,564939.14,571469.14,564298.5,195545.2,112066.64,118663.9,441716.28,169504.49999999994,157602.28,188141.36,417167.42,477246.03999999975,427919.36
24,428767.84,374219.6,123518.64,435672.96,429121.4,248639.32,433554.8,428640.6,119017.4,419650.8000000001,410942.96,406580.52,465576.0,395191.32,503299.8,344150.8,466310.76,523123.12,605997.7599999997,406453.84,573889.2,555448.64,563297.36,586640.96,564294.04,567770.44,568437.68,564698.0,197010.00000000003,129280.11999999992,138582.76,475112.24,190559.99999999997,193515.2,200126.68,423849.24,498552.72,440651.52
25,433717.0,396736.0,122337.0,439347.5,431832.0,249008.0,456847.0,432919.5,117707.0,433708.0,419941.5,412480.0,503786.0,402928.0,577643.0,356629.5,506826.0,577497.0,643018.0,417368.5,577117.5,559234.0,560316.5,583786.0,561172.0,585385.5,576437.5,567131.5,215287.0000000001,150821.0,155282.0,523590.00000000076,206630.5,197135.0,219204.0,427206.0,523058.5,483531.0
26,438686.16,432250.2,123830.36,441994.04,434503.00000000006,265984.88,472807.0,437102.2400000001,137423.19999999995,437101.8000000001,429412.8,440246.36,535303.0,404835.52,592503.92,374235.79999999993,516030.16,643273.36,649498.84,447973.20000000007,579961.92,565727.24,566272.48,589535.12,567037.88,585152.08,580819.96,573498.0,220391.6,162916.0399999999,160363.55999999994,600717.48,205057.8,195246.56,221719.32,429892.92,535320.44,496097.04
27,467921.0800000001,436261.8,142191.2,446517.5,449129.0,285378.19999999995,526419.7,461982.74,155688.59999999998,463858.8,482400.6,499586.4800000001,570754.0,406439.24,645024.08,382901.38,526823.6000000001,656010.96,665084.5800000001,473300.9,585966.74,570466.92,571351.3600000001,592839.24,573356.76,587383.92,582290.6000000001,576527.0,223168.9,177112.28,178386.56,644006.7600000004,221206.3,196495.56,222735.44,483410.9,535341.38,505201.3999999999
28,480914.84,437298.0,161460.47999999998,486102.88,490842.2,301729.43999999994,529121.6,526752.56,186613.8,493970.3999999999,502742.4,538874.4,570906.0,425510.96,647515.6,400865.04,579445.12,665920.44,663601.92,511550.76000000007,589100.24,567852.92,573068.84,600367.36,571538.2,593606.88,594879.44,577553.0,224927.0000000001,189146.12,202596.51999999984,666086.12,224630.0,199233.4,225232.64,511148.6,541534.5199999999,559181.6
29,513048.0,461787.5999999999,174167.2,535088.58,524275.8,317064.12,527710.7,531758.52,226170.19999999984,528017.6,541725.2,581337.48,579121.0,475335.2,659225.72,400815.62,626041.52,669457.26,671121.42,533756.72,598571.12,581084.12,594376.84,603750.12,595894.32,594201.18,594440.9,611177.5,232216.8,201153.86,206042.14,674169.16,230769.4,215767.84,231175.16,543275.48,558065.34,598593.2399999999
30,530724.0000000001,492310.0,195137.4,543053.8,528110.0,351731.7999999999,563707.0,533608.4,273776.0,534294.0,587242.8,641885.0000000001,580660.0,509607.2,660068.8,409074.0,647196.8,682790.8,672229.0,579469.2,602843.4,590190.2,599503.6,607666.8,600611.6,601261.8,614591.1999999997,642431.0,234203.0,201746.4,221928.4,674511.2,232897.0,222327.6,230561.6,599123.6,569250.0,604649.3999999999
31,537458.84,525000.9999999995,206417.8,544320.36,537925.9,394161.04,564137.0,547541.38,315680.4,537410.4,602670.7999999999,645997.24,581480.0,530532.52,660103.6,406810.92,645470.24,692866.22,690073.16,593647.3199999997,636087.08,590298.08,604475.22,624856.56,600143.8,601593.9,658227.86,647624.5,234686.6,200862.8,223799.62,689711.8800000001,247443.1999999998,226479.72,231810.32,599972.24,581369.18,609198.5199999999
32,540421.2000000001,532539.4,226942.6,571550.04,561832.4,409041.24,602570.2,563033.28,341427.6,560453.0,653337.2799999999,651614.8800000001,581468.0,576983.6799999999,673705.88,464389.6,646886.84,696574.84,755639.0,644917.44,653964.6,624029.4,650913.84,661797.2,616322.6800000003,604877.84,692058.3200000001,648990.0,239505.8,205880.68,227931.2,759831.2000000002,287808.4,230608.72,236182.04,603550.6,623496.2,608197.44
33,566470.2000000001,533646.8,250403.12,593074.6,577237.2,435919.36,644501.1,590811.92,367675.0,564571.8,656087.58,651496.12,597420.0,588462.4399999997,689228.7599999999,495855.12000000005,656853.04,691196.96,805235.88,647396.4800000001,674252.8399999996,653636.2,649063.46,685588.7999999999,651166.44,636283.9,690471.78,689118.5,242264.50000000012,208048.06,230847.66,782598.9200000003,326464.2,231218.88,234977.96,607974.48,627181.88,614045.96
34,594441.76,537167.0,254459.68,600684.64,591256.8,438798.16,657022.4,596179.96,366698.8,582586.4,666267.7999999999,652183.72,612271.0,641727.96,691217.68,532718.7999999999,668882.7200000001,693197.08,805148.24,663336.64,692998.0,682580.52,666763.08,694291.68,658752.8,662208.84,688428.44,695436.0,280690.80000000045,220547.16,233007.08,857464.2000000004,349977.8,232864.28,248370.68,640931.4,642536.4,616720.8
35,599440.4,564369.0,262438.4,604299.9999999999,596467.0,439564.8,669934.5,611309.8,367850.0,596737.0,663095.3,654166.0,644085.0,644076.8,689288.6,563835.3,671928.4,693389.2,813387.6,668008.0,728458.7,681370.6,683058.0,692312.2,701413.0,664285.9,686371.1,693426.0,303080.5,223615.99999999997,233699.7,925937.2,351256.5,239756.6,267996.8000000001,651373.1,681990.6,620221.3999999999
36,615214.8,567778.0,265626.52,628701.6,597252.4,447744.6,681462.2,627153.7600000001,374081.6,650130.6,669266.44,654724.64,669862.0,658179.04,713893.36,578255.32,674313.72,692785.2,855899.28,677343.04,726398.8,678569.4,710510.8,690311.52,699551.2,662432.6,684397.16,691403.0,359772.20000000007,227491.16,241853.28000000003,945687.76,380819.0,241322.52,298800.04000000004,664726.36,705928.4,664069.76
37,653974.16,570999.2,265024.0,631452.74,633863.5,483668.96,706344.3,669744.1399999999,379098.99999999977,658877.6,685193.6,663371.88,674674.0,663565.88,711963.12,585149.8,676690.52,709632.66,961341.0,675421.58,726265.2000000002,683565.76,708562.94,688387.84,697633.4,725643.18,682427.42,689451.0,413241.50000000006,229673.32,270245.06,953505.4,398779.7,268603.55999999994,318323.6,664802.46,722972.7000000002,673220.44
38,662250.96,601718.2,272116.4,631848.72,653548.8,482070.12,710890.8,676827.44,423183.8,693212.4,681707.3999999999,677427.72,678225.0,672283.92,719978.3999999998,592063.16,689472.8800000001,724369.8799999999,985538.2,678513.32,744322.8,687223.4,706689.56,686495.4,706704.84,743114.32,688114.28,690121.0,449660.20000000007,229922.44,280963.04,990345.2,430917.0,282411.6800000001,339164.12,673403.88,733511.7999999998,687325.88
39,678050.7200000001,604936.2,285292.56,636529.86,677380.5,484823.32,713506.3,703935.66,429371.2,702162.4,690770.94,684616.76,677176.0,674408.2,768195.2,596660.42,691828.2,767798.7,1011087.36,675225.88,742337.2,690984.84,711589.7,684540.28,709212.8,741146.4,735041.28,698092.0,478178.6000000002,235237.94,302029.36,992742.0400000002,462416.6,298296.36,342878.48,675605.94,748019.9400000002,688408.32
40,706542.0,609814.0,295744.6,631566.0,679435.0,496435.99999999977,717696.0,706585.8,432816.0,702885.0,689774.4,692279.0,690864.0,680811.4,833875.6000000002,602360.0,689946.2,838796.0,1092153.0,676762.6,763718.8,691251.0,710026.0,760104.3999999991,734111.4000000006,739213.0,810492.8,726278.0,489443.0,238611.99999999997,329677.19999999995,1019025.6000000004,486105.0,316984.8,349448.59999999986,675426.0,775323.2,691703.4
41,709534.12,617181.4,307416.7600000001,641332.98,683376.7,520559.48,718880.2,707960.18,433508.8,706435.0000000001,764084.4399999998,690630.96,690319.0,676590.92,882234.7999999998,655088.4199999998,762359.2800000001,927758.26,1140017.7199999995,687796.62,837794.78,717431.5600000005,722495.3,798448.04,734522.2,773359.74,872643.0400000005,883097.0,539635.4,246745.76000000004,336560.5199999999,1084650.04,507995.29999999993,326811.56,363926.88,673032.7999999999,804012.64,691387.92
42,711049.6,615390.8,336054.8,645700.92,703755.2,520943.0,722453.4,708266.08,433937.2,714631.8,775670.8,718792.6799999998,707347.0,681223.12,971441.52,671814.48,774762.08,995763.04,1184185.12,704908.56,913506.08,850185.7200000004,735457.76,843679.32,752414.0800000002,790344.88,925761.8,916662.0,546186.2,249960.12,354697.1999999999,1089173.92,530913.4,330876.36,367908.96,686645.32,804951.48,691701.4400000001
43,715782.36,617126.2,336716.84,674576.7799999998,706714.3,548328.44,724332.3,708087.76,443071.4,753441.5999999999,774620.68,812659.4800000002,701268.0,678377.92,1049908.0799999998,673508.56,789631.32,993616.16,1261683.1800000002,701135.8200000001,916276.72,913069.68,776668.2,866045.3999999998,786778.8000000005,788422.6,932940.1,928103.0,547109.2,255810.94,374747.1,1091905.32,531729.8,331316.92,410004.84,686373.3,807459.16,701749.6
44,717330.12,620542.6,353242.52,701425.3999999999,708204.6000000002,547041.52,768518.2,723286.24,469367.99999999977,801048.4,782473.44,851686.8000000006,699428.0,683863.9999999999,1080034.08,674994.64,792424.76,1062802.2,1356812.84,698500.56,924921.6,921337.08,852352.0,923830.7599999995,866949.0800000009,811531.36,934581.92,927611.0,553786.8,264633.03999999986,383829.04,1095820.76,535360.4,333834.08,413227.0799999998,689262.68,817271.4399999998,741334.8799999997
45,731808.4,622469.0,359643.6,719200.9,712961.5,561589.3999999998,789146.5,724399.9999999999,477901.0,801933.0,865923.2999999998,881546.2,724163.0,699433.2,1095799.0,672833.1,816146.8,1130501.5,1379207.7,744055.8,935308.3,929449.7999999998,894705.3,938447.0,922329.0,821529.9,936366.1,928610.0,553456.5,285615.5,384756.9,1095148.4,537341.5,338261.6,427366.0,720394.2999999998,828148.3,752604.2
46,767668.32,648591.4,385582.0,722522.56,712822.6,566274.3199999997,811618.2000000002,765567.08,477876.8,814356.4,942376.32,889900.4,739401.0,697904.32,1130522.96,670546.12,806742.68,1229273.28,1395494.72,742267.68,941547.32,942976.96,927664.92,936541.84,928300.88,834401.48,934561.64,925895.0,552303.8,302970.12,390739.92,1111995.0,537807.6,349659.04000000004,428860.6,790974.04,834845.0399999998,750957.76
47,788869.3600000009,658809.2,414582.43999999994,723049.78,746132.7,594211.56,825398.7,777832.1000000002,480912.2,811437.8,995935.62,970230.84,741884.0,713119.4000000003,1128590.72,675787.8,829572.68,1276711.2599999998,1398667.42,740478.08,939631.34,946435.48,930867.74,940306.4,929446.56,869248.3600000001,946172.3,938156.5,559940.6,322651.4999999999,403626.36,1154132.56,551902.3,365320.6,474673.75999999966,827590.1999999995,852157.4399999995,750370.96
48,816144.7999999998,665890.0,436359.16,731961.72,776588.2,595350.64,829463.2000000008,800176.24,486139.2,820409.2000000002,1004539.96,987228.0,824022.0,737843.28,1160659.0,678465.4400000001,862930.44,1346413.12,1409797.4,783795.040000001,941731.04,945539.32,930123.64,942438.52,931999.96,908003.8,958130.8,949008.0,563096.6,352897.04,405541.96,1158410.72,554171.7999999999,379526.4,526583.6,860482.48,928592.0799999998,806444.08
49,824189.2,685501.3999999999,443789.6799999996,779931.5999999999,813867.9,595382.32,866398.7000000002,805442.86,487564.4,822446.6,1016846.8,998373.88,929260.0,736271.64,1255198.5199999998,677138.22,863234.44,1377023.98,1418209.1,860896.52,944062.62,950285.08,934806.24,952101.1199999999,930548.52,941490.9,963032.9,960171.0,563521.0000000001,382700.4599999999,418586.98,1168555.76,555472.0,399470.52000000025,559843.6799999999,858811.24,960913.8,867128.1599999998
50,233.0,210.0,115.0,229.0,216.0,187.0,256.0,224.0,131.0,225.0,265.0,245.0,271.0,233.0,278.0,195.0,283.0,289.0,334.0,257.0,326.0,315.0,302.0,323.0,309.0,309.0,348.0,345.0,155.0,130.0,140.0,325.0,157.0,149.0,158.0,234.0,260.0,247.0
51,341.0,320.0,217.0,364.0,329.0,247.0,359.0,335.0,199.0,345.0,382.0,337.0,379.0,309.0,394.0,276.0,345.0,450.0,483.0,376.0,413.0,397.0,397.0,391.0,377.0,394.0,389.0,380.0,260.0,227.0,229.0,513.0,298.0,255.0,276.0,363.0,433.0,409.0
52,67956.0,63785.0,28893.0,68180.0,66108.0,39117.0,72988.0,66649.0,33062.0,67342.0,93474.0,89445.0,88241.0,78581.0,89224.0,80223.0,95405.0,92871.0,114161.0,93365.0,89638.0,90134.0,84816.0,89119.0,85106.0,83306.0,97608.0,93221.0,48715.0,43481.0,45732.0,122451.0,50833.0,48913.0,50552.0,78753.0,84317.0,82719.0
53,893729.0,772459.0,505082.0,899051.0,885602.0,637624.0,972934.0,891293.0,542544.0,911865.0,1105468.0,1081804.0,1080979.0,820452.0,1420885.0,748312.0,958674.0,1489506.0,1546106.0,972670.0,1051875.0,1043988.0,1035556.0,1047599.0,1036832.0,1036009.0,1055487.0,1065196.0,666959.0,488909.0,489072.0,1301897.0,648730.0,461970.0,652939.0,993773.0,1106182.0,1017214.0
