index,time,src_ip,dst_ip,tcp_seq,tcp_ack,tcp_len,direction,cumul_sum
1,1574590943.590427,192.168.1.5,192.168.1.4,3001241447,1750739768,343,0,-343
2,1574590943.590996,192.168.1.4,192.168.1.5,1750739768,3001241790,99,1,-244
3,1574590943.591548,192.168.1.5,192.168.1.4,3001241790,1750739867,382,0,-626
4,1574590943.606445,192.168.1.4,192.168.1.5,1750739867,3001242172,2266,1,1640
5,1574590943.607412,192.168.1.5,192.168.1.4,3001242172,1750742133,74,0,1566
6,1574590943.607639,192.168.1.5,192.168.1.4,3001242246,1750742133,245,0,1321
7,1574590943.608097,192.168.1.4,192.168.1.5,1750742133,3001242491,79,1,1400
8,1574590943.608257,192.168.1.4,192.168.1.5,1750742212,3001242491,79,1,1479
9,1574590943.753738,192.168.1.5,192.168.1.4,1645157572,4013497392,343,0,1136
10,1574590943.754293,192.168.1.4,192.168.1.5,4013497392,1645157915,99,1,1235
11,1574590943.754603,192.168.1.5,192.168.1.4,1645157915,4013497491,382,0,853
12,1574590943.75658,192.168.1.5,192.168.1.4,4152500069,2432590070,343,0,510
13,1574590943.763262,192.168.1.4,192.168.1.5,2432590070,4152500412,99,1,609
14,1574590943.763803,192.168.1.5,192.168.1.4,4152500412,2432590169,382,0,227
15,1574590943.779279,192.168.1.4,192.168.1.5,4013497491,1645158297,2266,1,2493
16,1574590943.780491,192.168.1.5,192.168.1.4,1645158297,4013499757,74,0,2419
17,1574590943.780674,192.168.1.5,192.168.1.4,1645158371,4013499757,239,0,2180
18,1574590943.782908,192.168.1.4,192.168.1.5,4013499757,1645158610,79,1,2259
19,1574590943.782941,192.168.1.4,192.168.1.5,4013499836,1645158610,79,1,2338
20,1574590943.787648,192.168.1.4,192.168.1.5,2432590169,4152500794,2266,1,4604
21,1574590943.788546,192.168.1.5,192.168.1.4,4152500794,2432592435,74,0,4530
22,1574590943.788641,192.168.1.5,192.168.1.4,4152500868,2432592435,239,0,4291
23,1574590943.78885,192.168.1.4,192.168.1.5,2432592435,4152501107,79,1,4370
24,1574590943.796176,192.168.1.4,192.168.1.5,2432592514,4152501107,79,1,4449
25,1574590944.344163,192.168.1.4,192.168.1.5,1750742291,3001242491,91,1,4540
26,1574590944.345123,192.168.1.5,192.168.1.4,3001242491,1750742382,539,0,4001
27,1574590944.385549,192.168.1.4,192.168.1.5,1750742382,3001243030,2070,1,6071
28,1574590944.426512,192.168.1.4,192.168.1.5,1750744452,3001243030,1018,1,7089
29,1574590944.435758,192.168.1.5,192.168.1.4,3001243030,1750745470,86,0,7003
30,1574590944.436912,192.168.1.5,192.168.1.4,3001243116,1750745470,108,0,6895
31,1574590944.437499,192.168.1.5,192.168.1.4,3001243224,1750745470,321,0,6574
32,1574590944.437637,192.168.1.5,192.168.1.4,3001243545,1750745470,54,0,6520
33,1574590944.467475,192.168.1.4,192.168.1.5,1750745470,3001243599,586,1,7106
34,1574590944.467964,192.168.1.5,192.168.1.4,3001243599,1750746056,53,0,7053
35,1574590944.471166,192.168.1.4,192.168.1.5,1750746056,3001243652,53,1,7106
36,1574590944.515394,192.168.1.4,192.168.1.5,1750746109,3001243652,1233,1,8339
37,1574590944.526549,192.168.1.5,192.168.1.4,3001243652,1750747342,61,0,8278
38,1574590944.699876,192.168.1.4,192.168.1.5,2432592593,4152501107,91,1,8369
39,1574590944.700246,192.168.1.4,192.168.1.5,4013499915,1645158610,91,1,8460
40,1574590944.70102,192.168.1.5,192.168.1.4,4152501107,2432592684,539,0,7921
41,1574590944.701494,192.168.1.5,192.168.1.4,1645158610,4013500006,539,0,7382
42,1574590944.723486,192.168.1.4,192.168.1.5,4013500006,1645159149,1410,1,8792
43,1574590944.723789,192.168.1.4,192.168.1.5,2432592684,4152501646,2070,1,10862
44,1574590944.766463,192.168.1.4,192.168.1.5,4013501416,1645159149,1780,1,12642
45,1574590944.766534,192.168.1.4,192.168.1.5,2432594754,4152501646,1120,1,13762
46,1574590944.772162,192.168.1.5,192.168.1.4,1645159149,4013503196,86,0,13676
47,1574590944.774389,192.168.1.5,192.168.1.4,4152501646,2432595874,86,0,13590
48,1574590944.775013,192.168.1.5,192.168.1.4,4152501732,2432595874,24,0,13566
49,1574590944.775594,192.168.1.5,192.168.1.4,1645159235,4013503196,108,0,13458
50,1574590944.77631,192.168.1.4,192.168.1.5,2432595874,4152501756,24,1,13482
51,1574590944.783057,192.168.1.5,192.168.1.4,1645159343,4013503196,382,0,13100
52,1574590944.793157,192.168.1.4,192.168.1.5,4013503196,1645159725,274,1,13374
53,1574590944.793624,192.168.1.5,192.168.1.4,1645159725,4013503470,53,0,13321
54,1574590944.797158,192.168.1.4,192.168.1.5,4013503470,1645159778,53,1,13374
55,1574590944.83848,192.168.1.4,192.168.1.5,4013503523,1645159778,57,1,13431
