index,time,src_ip,dst_ip,tcp_seq,tcp_ack,tcp_len,direction,cumul_sum
1,1574591804.05687,192.168.1.4,192.168.1.5,815636579,1141669976,91,1,91
2,1574591804.056904,192.168.1.4,192.168.1.5,815636670,1141669976,24,1,115
3,1574591804.600901,192.168.1.4,192.168.1.5,863546376,3487528636,91,1,206
4,1574591804.601218,192.168.1.4,192.168.1.5,863546467,3487528636,24,1,230
5,1574591804.844703,192.168.1.4,192.168.1.5,242375702,3491882439,91,1,321
6,1574591804.845065,192.168.1.4,192.168.1.5,242375793,3491882439,24,1,345
7,1574591805.07894,192.168.1.4,192.168.1.5,578831370,4085897503,91,1,436
8,1574591805.079079,192.168.1.4,192.168.1.5,578831461,4085897503,24,1,460
9,1574591805.201482,192.168.1.4,192.168.1.5,3786528803,3192524507,91,1,551
10,1574591805.201537,192.168.1.4,192.168.1.5,3786528894,3192524507,24,1,575
11,1574591806.788032,192.168.1.5,192.168.1.4,1193771674,1858248905,343,0,232
12,1574591806.788981,192.168.1.4,192.168.1.5,1858248905,1193772017,99,1,331
13,1574591806.789581,192.168.1.5,192.168.1.4,1193772017,1858249004,382,0,-51
14,1574591806.804106,192.168.1.4,192.168.1.5,1858249004,1193772399,2266,1,2215
15,1574591806.805047,192.168.1.5,192.168.1.4,1193772399,1858251270,74,0,2141
16,1574591806.805228,192.168.1.5,192.168.1.4,1193772473,1858251270,245,0,1896
17,1574591806.805485,192.168.1.4,192.168.1.5,1858251270,1193772718,79,1,1975
18,1574591806.805566,192.168.1.4,192.168.1.5,1858251349,1193772718,79,1,2054
19,1574591806.950767,192.168.1.5,192.168.1.4,3625021751,323925242,343,0,1711
20,1574591806.951227,192.168.1.4,192.168.1.5,323925242,3625022094,99,1,1810
21,1574591806.951509,192.168.1.5,192.168.1.4,3625022094,323925341,382,0,1428
22,1574591806.953435,192.168.1.5,192.168.1.4,2150876963,763460906,343,0,1085
23,1574591806.958804,192.168.1.4,192.168.1.5,763460906,2150877306,99,1,1184
24,1574591806.959203,192.168.1.5,192.168.1.4,2150877306,763461005,382,0,802
25,1574591806.968866,192.168.1.4,192.168.1.5,763461005,2150877688,2266,1,3068
26,1574591806.969716,192.168.1.5,192.168.1.4,2150877688,763463271,74,0,2994
27,1574591806.969825,192.168.1.5,192.168.1.4,2150877762,763463271,231,0,2763
28,1574591806.97324,192.168.1.4,192.168.1.5,323925341,3625022476,2266,1,5029
29,1574591806.973594,192.168.1.4,192.168.1.5,763463271,2150877993,79,1,5108
30,1574591806.973674,192.168.1.4,192.168.1.5,763463350,2150877993,79,1,5187
31,1574591806.974398,192.168.1.5,192.168.1.4,3625022476,323927607,74,0,5113
32,1574591806.974543,192.168.1.5,192.168.1.4,3625022550,323927607,231,0,4882
33,1574591806.974801,192.168.1.4,192.168.1.5,323927607,3625022781,79,1,4961
34,1574591806.975285,192.168.1.4,192.168.1.5,323927686,3625022781,79,1,5040
35,1574591808.930736,192.168.1.4,192.168.1.5,1858251428,1193772718,91,1,5131
36,1574591808.93171,192.168.1.5,192.168.1.4,1193772718,1858251519,539,0,4592
37,1574591808.987609,192.168.1.4,192.168.1.5,1858251519,1193773257,2070,1,6662
38,1574591809.030514,192.168.1.4,192.168.1.5,1858253589,1193773257,1018,1,7680
39,1574591809.046451,192.168.1.5,192.168.1.4,1193773257,1858254607,86,0,7594
