index,181_1_www.microsoft.com,181_2_www.microsoft.com,181_3_www.microsoft.com,181_4_www.microsoft.com,181_5_www.microsoft.com,181_6_www.microsoft.com,181_7_www.microsoft.com,181_8_www.microsoft.com,181_9_www.microsoft.com,181_10_www.microsoft.com,182_1_www.microsoft.com,182_2_www.microsoft.com,182_3_www.microsoft.com,182_4_www.microsoft.com,182_5_www.microsoft.com,182_6_www.microsoft.com,182_7_www.microsoft.com,182_8_www.microsoft.com,182_9_www.microsoft.com,182_10_www.microsoft.com,183_1_www.microsoft.com,183_2_www.microsoft.com,183_3_www.microsoft.com,183_4_www.microsoft.com,183_5_www.microsoft.com,183_6_www.microsoft.com,183_7_www.microsoft.com,183_8_www.microsoft.com,183_9_www.microsoft.com,183_10_www.microsoft.com,184_1_www.microsoft.com,184_2_www.microsoft.com,184_3_www.microsoft.com,184_4_www.microsoft.com,184_5_www.microsoft.com,184_6_www.microsoft.com,184_7_www.microsoft.com,184_8_www.microsoft.com,184_9_www.microsoft.com,184_10_www.microsoft.com
18,70182.28,77089.46,52334.65999999999,61679.44000000001,92279.94,76330.02,64745.72,108151.59999999998,96471.48,95929.0,119471.52,150502.96000000002,131014.92,108633.64,140574.28,135781.2,92406.49999999999,104431.24,141657.75999999998,102731.56,187138.40000000002,148902.94,190211.8399999999,192225.76,187685.92,196102.56000000006,182424.92,191424.11999999997,178293.56000000003,167510.28,578960.2,555001.76,849620.92,438425.99999999977,541213.7999999999,652662.3999999999,986151.56,865949.4,830198.5999999999,577301.6
19,85659.76,78868.36000000002,64088.44,64324.28,96700.76,78815.92000000001,66896.24,121291.72,115949.92,121559.0,117642.08,172446.67999999996,141655.04,120741.88,138904.92,178850.91999999987,107233.0,110708.68,165167.88,109180.56,216401.44000000003,170186.36,214640.56,248364.36,244334.00000000006,205828.96,213427.24,199457.6799999999,214501.44,179264.8399999999,668144.52,604163.5600000002,944531.3200000001,517574.4,615771.36,766376.0,1061340.5999999999,923597.8,929742.0,602181.0400000002
20,89828.88,83773.56000000004,62301.62,90560.46,119040.58,82833.86,79042.36,137976.09999999998,118091.86,120816.0,138591.79999999978,262306.43999999994,140059.52,139625.19999999998,176482.6,254266.35999999996,129127.40000000001,115458.64000000001,164567.44,109625.68,302502.7399999999,190162.22,233499.6,279023.23999999993,286218.28,241263.14,245209.6,223808.38,244503.39999999997,202888.56,777955.7800000001,690285.7599999997,1020718.26,566847.6,668440.6,830809.5999999999,1122308.92,992049.8000000002,1007128.7,681215.28
21,90892.6,103856.4,73816.99999999999,89780.00000000001,123409.4,107114.80000000013,81292.0,149097.6,135476.8,120399.0,180246.99999999985,381511.99999999994,163848.40000000002,191897.79999999987,283758.59999999986,327522.99999999994,161306.0,162727.00000000006,190544.39999999962,108159.4,354039.2,206259.80000000002,267879.4,307605.2,326741.2,258544.8,300743.6000000001,249660.40000000002,308084.4,244079.99999999994,853135.8,789038.0,1081447.4000000004,639605.0,758088.3999999999,895999.0,1209985.9999999998,1048413.8000000002,1080610.0,777009.2
22,89326.28,115199.40000000001,89858.09999999998,100570.79999999999,130270.00000000006,116410.89999999998,83324.28,165066.89999999997,160787.15999999995,134079.0,231823.51999999996,465552.16000000003,231111.40000000002,258242.07999999984,318583.24,405956.0399999996,160343.2,209740.3200000002,246072.31999999992,155403.64,446728.88,236708.82,296921.88,363754.88,366032.96,290580.82,337609.4,296194.56,361224.3,272873.72,885173.62,884812.12,1119865.4,704963.3599999999,838867.0,933066.1,1240823.0,1100504.6,1166753.5,848610.52
23,104582.76,124250.24,104499.43999999999,124920.6,154482.36000000002,133235.59999999998,87204.40000000001,173334.2,186358.39999999997,138701.0,324331.08000000013,520457.24,318296.08000000013,336143.43999999994,355473.9599999997,489610.36,159497.8,270272.1600000002,332347.75999999995,173179.08,490118.56,264643.39999999997,332251.56,423622.1599999999,420929.24,338167.4,356836.8,337029.63999999996,399121.23999999993,289482.6,971566.2,1007805.1199999999,1161971.16,791770.04,897489.28,983352.2,1279466.6,1187191.04,1225742.2,916978.52
24,113578.80000000002,142442.88,110320.72,140201.40000000002,156697.9,148422.4,97420.76,185264.07999999993,201054.69999999998,138749.0,403467.06000000006,654288.7599999997,394620.75999999983,422183.5199999993,419711.55999999965,556380.0799999997,170807.5000000001,345597.4800000001,395705.92,212664.4,532919.3999999996,317709.22,380455.2,474516.5999999999,457770.92,415049.88,406359.76,366511.23999999993,430001.79999999993,333161.83999999997,1036261.72,1122111.44,1220040.3,857287.4,953837.72,1078773.0999999999,1343231.1199999999,1233123.36,1287873.0,986600.12
25,129032.24,161345.4400000001,117844.6,154629.11999999994,158184.72,162758.6,111317.88,217439.6,207605.36,142115.0,484424.6,774411.8000000002,463585.23999999993,497169.55999999994,523472.95999999985,562168.0,289328.2000000005,443231.56000000006,467980.07999999996,242642.51999999993,586999.0399999999,360654.83999999997,427260.12,488239.39999999997,501768.44,463838.0800000003,481769.92000000004,421818.48,482931.8000000002,361184.04000000004,1097623.24,1203162.8,1271997.76,893228.7599999999,973299.6,1146028.7999999998,1383356.16,1282333.96,1351458.0,1080176.7200000004
26,139267.0,171939.00000000003,140618.0,166226.0,178990.5,173039.0,139092.0,244601.0,218762.5,160998.0,502272.5,780002.0,549669.0,558889.0,577630.0,604102.0,363020.5,527482.0,541912.0,310637.0,647244.0,403704.0,461292.0,572217.0,539047.0,520146.0,528388.0,445766.5,519908.5,397949.0,1150493.5,1282115.0,1355664.5,927684.0,1021437.0,1219512.5,1461250.0,1357832.0,1419755.5,1181016.000000001
27,158945.04,196442.6000000001,152936.24,184002.24,196139.80000000002,184261.68,146766.39999999997,259741.12,228751.48,174061.0,523110.12,785860.16,571057.84,603229.2399999994,647927.6,622860.16,424740.4,582982.84,603806.4799999997,418205.12000000005,701568.5599999999,452773.0800000001,503734.88,640075.9600000001,559851.24,562967.8000000004,557250.4,473152.52,567187.9199999999,456884.88,1219393.8,1355508.96,1461110.48,1023296.2399999999,1064468.4,1300592.9999999998,1551657.7999999998,1413701.68,1536628.5999999999,1297566.04
28,163284.52,199520.94,172930.3,195156.30000000002,213775.19999999998,185837.3,188154.04000000007,285175.06,236613.30000000002,186352.0,522241.3,885343.3999999999,574543.28,673852.88,679422.4,625965.72,504309.4000000001,590319.2000000001,690103.9199999999,473467.0399999996,739394.18,496835.8999999999,559960.2,698024.3599999998,584529.6,601944.74,601264.4,511393.31999999983,602769.1,483492.96,1322264.1,1404542.5800000003,1574242.98,1097089.76,1110002.16,1382359.4,1637889.0999999999,1506891.9600000002,1642082.5,1375415.1199999999
29,169865.63999999996,212587.60000000003,188253.52,206883.6,228152.04,187502.6,202478.79999999996,284529.39999999997,250221.63999999998,193440.0,626048.28,944339.12,621474.2000000001,697870.04,719554.7999999999,675988.4400000001,551500.6000000001,610638.04,763535.52,556466.0399999999,782060.8799999999,540476.6399999998,591987.8,778687.9199999999,611045.2,648686.12,647140.84,552587.6,636277.52,520743.79999999993,1321551.84,1476621.7199999993,1608905.12,1231366.92,1144099.3599999992,1459449.2,1697084.32,1612493.8800000004,1697999.4,1440576.2
30,178667.68000000002,226970.4,188556.48,220394.52000000002,240310.31999999992,200841.77999999985,252224.6,318108.76,277713.4,196115.0,656195.2,946859.68,699761.6,728720.5199999999,746061.4,722991.64,598667.3,689354.6800000003,787395.9599999995,587200.88,809652.9,586992.2999999999,627731.16,840693.12,676690.48,686160.6799999999,692036.24,594881.2999999999,705079.9199999999,561279.36,1354843.3600000003,1525278.9,1693411.9000000001,1294123.9200000002,1217498.5599999996,1469967.7999999998,1735718.4,1668825.4000000001,1761944.5,1576982.96
31,182001.80000000002,232276.8,200658.0,246420.60000000015,285650.8,226613.0,261660.4,337221.8,289118.0,198168.0,692452.4,949907.4,706646.4,804634.7999999999,748349.4,760781.2,599655.0,742465.0,845306.0,621365.0,881038.3999999996,613098.3999999998,701826.4,898532.0,720275.7999999999,726435.0,764189.7999999998,669650.0,762686.2,592840.0,1441202.2,1626582.0,1754685.8000000003,1358439.4000000004,1282314.0,1541607.0,1798525.3999999997,1743265.8000000003,1822107.0,1651073.8
32,186482.4,248684.82,222462.6,273828.72,289551.57999999996,236351.98,276020.5600000002,342152.3999999999,296762.60000000015,222473.0,707028.06,953971.16,712427.76,859212.5599999998,757223.3599999999,837803.4799999994,630326.8000000002,815042.6800000005,905149.96,664577.1199999996,950506.8399999999,633287.06,763976.3600000001,902916.2,749125.6799999999,791401.2399999999,802665.4,729124.5999999996,779812.42,647735.16,1511626.3,1709055.0999999999,1790126.5800000005,1423511.96,1360385.1199999999,1605854.9,1907469.2999999998,1816415.2800000005,1882373.5,1745214.72
33,222160.19999999998,267316.48,238519.32000000004,303087.2,299317.12,247837.4,302007.88,368539.8,344343.68,228636.0,720408.7999999999,961033.88,743453.8,911977.1599999998,791152.8799999999,897991.5199999998,689094.8000000002,875791.1200000002,961630.5199999998,717432.84,995279.88,671969.1599999999,831929.4,979985.2,766155.7999999999,813948.2800000003,875731.88,812396.0799999998,799707.48,705652.6,1587385.48,1801746.96,1904834.68,1492262.04,1451625.4799999997,1671396.0,2048506.0399999993,1903634.5600000008,1929637.4,1792665.0000000002
34,232056.4,266036.04,259601.18,312142.32,302121.34,254377.5,301973.6,402114.94,361186.3399999998,243232.0,739571.14,963665.16,757429.08,920531.88,858064.6799999999,938640.52,751632.5,921743.2000000001,975235.28,785029.6000000001,1014338.98,744533.0399999999,918888.72,1031096.24,794474.7999999999,883269.2000000001,884589.7999999998,886959.9999999994,847418.96,735192.3999999999,1673075.5599999996,1871176.84,2009476.84,1599863.3600000003,1559137.0799999998,1711435.6,2166357.9,1944295.88,2011454.8,1896514.4800000004
35,243984.39999999997,295213.04000000004,263680.08,320723.60000000003,314821.92,292982.6,301395.6,422673.55999999994,376496.76,268913.0,747908.6,969004.88,785495.0800000002,944359.2799999999,878843.32,943109.84,803156.2000000008,941248.24,982931.64,826739.48,1028961.4,799925.6,921552.68,1072804.2000000002,854963.6,902615.4,904495.2,900025.68,939524.56,753556.2,1694837.8800000001,1918797.52,2082461.0000000002,1671561.1599999997,1665557.5999999999,1739061.0,2236765.2,2074125.0000000002,2076883.8,2006319.08
36,267137.39999999997,323924.60000000015,268278.5,343390.50000000006,323670.90000000014,313779.8999999999,311339.0,445667.9999999998,400731.19999999995,293628.0,802068.5,979871.7999999999,856204.2000000001,969438.8,926783.0,965902.6,873404.0,948978.2,996668.6,837450.0,1104963.5000000002,867640.0999999999,1019175.0,1144443.8000000003,918733.0,927844.9000000005,985688.7999999998,948605.9999999999,995406.9999999999,819797.3999999999,1718150.8,1975419.7,2129803.4,1746083.0,1697409.6,1805861.5,2316917.5,2195342.4,2167609.0,2073716.2
37,276938.8,354207.16000000003,292637.0,360869.39999999997,337121.48,337835.28,315001.96,459954.39999999997,423034.0800000001,326955.0,862180.4,997124.5999999999,911293.72,970193.76,965542.36,1006142.4799999996,932100.4,954850.4,997797.4400000001,848429.2,1166659.28,889937.24,1075890.56,1178610.16,943588.4,992471.92,1059524.32,1060578.4799999993,1033509.72,889941.7599999994,1769121.28,2013447.28,2170718.2,1781469.4,1757733.4,1835117.0,2355236.8,2281575.5600000005,2311159.4,2097256.88
38,288984.6,394353.9000000001,323251.12000000005,381086.3,336104.84,371484.3,317441.84,485244.4199999997,461109.9799999999,336439.0,931005.2999999999,1017639.72,953879.8,1000759.08,966677.72,1043961.52,969323.7000000001,959544.08,1002195.68,878786.2400000003,1172647.3800000001,906388.96,1128803.7200000002,1248032.5199999998,973712.8399999997,1030920.7999999999,1114295.8,1177635.9,1037621.1000000001,913710.48,1792791.88,2046616.1199999999,2244223.02,1842127.88,1810220.2,1897788.4,2398330.1,2364155.5200000005,2411695.5,2134419.360000001
39,299280.83999999997,413391.9600000001,355379.1599999999,395895.2,340976.16,405196.96000000014,318617.84,522432.91999999987,493102.44,348931.0,939080.52,1020311.64,963349.32,1013665.9199999999,985341.5999999999,1048202.3999999999,974729.4,972994.84,1013193.6,940000.56,1174178.8,966244.1999999998,1218449.8,1275329.24,1020014.12,1057381.6,1137122.28,1232573.5199999998,1109497.44,970978.3999999999,1871652.2400000002,2065593.8,2296688.4,1926103.6399999997,1862310.2,1945132.3999999997,2446498.4,2480862.8000000003,2460493.6,2167833.92
40,322943.83999999997,436273.6800000001,365319.56,417328.28,349002.06,431221.48,352227.8,547099.36,498665.54,404143.0,939556.2,1043498.6,968304.4,1041492.8799999999,996953.16,1064878.28,989826.5000000001,1025902.2000000001,1027062.2799999996,956158.76,1190348.6599999997,1026101.2999999999,1262939.36,1294349.2799999998,1047535.88,1152300.06,1137319.8800000001,1268653.5999999999,1153439.04,1049954.8399999994,1931750.22,2128243.9,2348812.9,1997417.48,1921218.5999999999,2008314.9,2540747.179999999,2507972.24,2486992.5,2263991.2
41,342983.0,467117.0,370258.0,427902.2,359209.0,437620.6,369873.8000000001,597923.8,544816.8,421994.0,957925.2,1063195.2,995176.4,1090424.8,1005691.4,1103292.3999999997,992906.0,1034703.8000000004,1056105.5999999999,962087.2,1234929.4,1097805.4,1277194.4,1306038.6,1067341.0000000002,1236432.4000000001,1172088.4,1294522.8,1268411.0,1102446.7999999996,2006493.8000000003,2189320.0,2417259.8000000007,2053406.6,1999985.5999999999,2048688.0,2635361.5999999996,2575308.0,2512528.0,2308338.2
42,354281.8,493861.3800000002,391489.1600000001,430529.32000000007,376806.22000000003,450556.36,403231.4399999996,595562.1,551333.76,440885.0,977548.32,1091963.1599999995,1013160.1600000001,1109033.5599999998,1039332.04,1115342.48,996428.0,1079255.76,1091058.48,986129.1199999999,1315925.02,1171811.5399999998,1295766.04,1320336.36,1145344.92,1286205.4,1196536.16,1301679.34,1314281.7,1140961.8,2065393.3,2218280.66,2500493.1,2125912.1199999996,2100458.919999999,2121828.6,2770482.44,2670144.76,2623783.5,2347488.28
43,364434.07999999996,520406.32,421403.6399999999,453992.4,384596.24,477943.48,423390.39999999997,608219.2400000001,572879.48,443715.0,990085.4,1134367.0400000003,1046525.9600000005,1117017.48,1091540.84,1121430.88,1005225.4,1100785.28,1118060.8,1037847.24,1322370.4,1210327.76,1298780.68,1354205.6,1205267.56,1306529.08,1251076.0,1318402.64,1325288.2,1251010.88,2186445.88,2274475.52,2596145.72,2189817.96,2197501.8,2177219.7999999993,2840970.1199999996,2775646.0800000005,2681826.0,2391840.52
44,379229.31999999995,550426.28,452877.80000000005,469681.7,413377.63999999996,509102.7,455207.52,609342.18,591431.38,472153.0,989305.5,1156967.04,1079949.32,1127946.88,1138462.1600000001,1133754.28,1025109.1,1101663.04,1146786.44,1039646.56,1336909.3,1259096.0999999999,1322818.04,1365241.52,1258121.4,1318827.54,1286798.56,1343178.0999999999,1358110.02,1299957.28,2282674.14,2315051.08,2593878.26,2271136.32,2279730.36,2258660.1999999997,2912929.9,2899484.64,2748905.3999999994,2463051.0800000005
45,392754.19999999995,548716.12,467243.56,484433.92,432813.3199999999,540992.9999999999,475849.24000000017,611088.2,587313.28,476586.0,1020276.88,1157223.84,1082651.24,1140759.4,1142979.7999999998,1142116.76,1072551.0,1107881.6400000001,1151784.4,1041707.4400000001,1346498.7999999998,1274603.28,1354432.1199999999,1389125.5999999994,1312649.48,1334858.8,1297547.96,1355393.56,1362360.08,1322162.4,2400196.56,2419708.2399999998,2599504.92,2332613.9600000004,2297574.52,2362287.2,3018830.2,2982886.4,2840953.0,2511818.44
46,415846.0,558496.2000000001,474408.00000000006,499855.7,453220.50000000006,545846.5,520339.9999999998,612686.8,594321.3,497008.0,1052053.7,1161302.0,1092791.0,1146314.2,1151565.8,1144238.8,1082998.5,1119022.4,1162833.2,1085266.0,1394917.9999999998,1285447.1,1363415.0,1478358.8,1336044.8,1345122.9,1313352.2,1411171.7999999996,1469148.0000000002,1347254.2,2432489.6,2459155.5,2608176.9,2351256.8,2363137.0,2447989.5,3110544.5,3071131.8000000003,2954269.5,2547643.4000000004
47,418587.80000000005,577339.3200000001,484746.96,518794.80000000005,466327.28,562894.28,547497.68,612957.3200000001,605857.48,507516.0,1099552.32,1175197.12,1109599.64,1162136.44,1160090.88,1148946.16,1126487.8000000007,1131901.72,1172521.44,1091426.28,1450479.5999999999,1305066.72,1389473.6,1518474.56,1346706.64,1360168.48,1324378.52,1509790.52,1530003.64,1394811.24,2517286.6,2521580.0399999996,2599943.36,2388991.68,2405657.72,2553503.4,3216371.959999999,3146762.04,3054477.6,2573129.7600000002
48,430370.28,596531.6400000001,518306.76,532369.12,484797.74,571533.24,560137.96,615455.26,608236.7000000001,528836.0,1106434.9,1181787.08,1126195.08,1164028.6,1174488.88,1159097.12,1141742.0,1138055.44,1184846.12,1105820.8,1518140.5,1330393.64,1389083.4000000001,1534153.7599999998,1361567.36,1433581.84,1424031.0799999991,1518714.46,1538614.68,1475966.4,2604581.1000000006,2588128.06,2607615.56,2420618.6,2463524.8,2606590.8,3339393.1,3256095.2,3152161.8999999994,2586500.72
49,449790.96,605761.8400000001,535050.48,534255.3999999999,501423.6,585595.9999999999,558420.7999999999,616739.88,602582.32,539917.0,1131096.84,1193734.6400000004,1146399.32,1173089.08,1188823.96,1163178.92,1147780.4,1150651.84,1199552.5599999998,1121258.8,1531682.28,1358719.56,1447309.68,1560855.28,1378766.24,1516845.0,1472081.12,1537575.76,1542001.84,1499775.56,2616796.6000000006,2579011.8,2629470.8,2438053.08,2534455.48,2608810.8,3466939.1599999997,3358603.8,3261716.399999999,2595299.12
50,496625.36,601117.76,544088.7000000001,553832.7,542582.6799999999,594241.34,563980.2,619125.74,602557.84,555555.0,1141083.82,1214266.92,1146555.96,1173090.04,1196386.24,1162889.96,1150300.5,1153448.48,1206059.16,1128654.12,1531572.36,1405141.7,1537271.4000000001,1560558.64,1429067.88,1527619.62,1490337.8399999999,1537632.88,1541744.08,1515507.52,2608442.2800000003,2579883.7,2636002.24,2438122.16,2586843.0,2613347.5,3495438.079999999,3449398.4,3392174.8,2582605.2
51,103,139,128,124,115,126,124,164,154,114,214,248,211,253,243,257,195,219,235,201,223,182,237,247,202,214,196,227,235,205,290,277,332,225,248,290,328,306,308,275
52,241,272,261,263,214,241,222,283,263,236,383,428,401,449,425,445,370,375,417,345,520,449,541,571,520,547,526,554,544,509,819,766,931,667,864,805,1201,1132,1177,747
53,24495,39262,33193,32523,30439,36356,32578,50711,47355,30358,53833,63107,53048,60167,61743,60032,49561,55899,59644,49275,63458,56364,71248,70043,62601,64726,60849,63932,65561,62981,121096,128296,120188,70951,75149,115604,143263,108447,119790,128218
