index,318_1_derbiokoch.de,318_2_derbiokoch.de,318_3_derbiokoch.de,318_4_derbiokoch.de,318_5_derbiokoch.de,318_6_derbiokoch.de,318_7_derbiokoch.de,318_8_derbiokoch.de,318_9_derbiokoch.de,318_10_derbiokoch.de,319_1_derbiokoch.de,319_2_derbiokoch.de,319_3_derbiokoch.de,319_4_derbiokoch.de,319_5_derbiokoch.de,319_6_derbiokoch.de,319_7_derbiokoch.de,319_8_derbiokoch.de,319_9_derbiokoch.de,319_10_derbiokoch.de,320_1_derbiokoch.de,320_2_derbiokoch.de,320_3_derbiokoch.de,320_4_derbiokoch.de,320_5_derbiokoch.de,320_6_derbiokoch.de,320_7_derbiokoch.de,320_8_derbiokoch.de,320_9_derbiokoch.de,320_10_derbiokoch.de,321_1_derbiokoch.de,321_2_derbiokoch.de,321_3_derbiokoch.de,321_4_derbiokoch.de,321_5_derbiokoch.de,321_6_derbiokoch.de,321_7_derbiokoch.de,321_8_derbiokoch.de,321_9_derbiokoch.de,321_10_derbiokoch.de
11,58834.6,54070.0,55535.0,64272.0,59419.4,54310.4,60838.6,59520.200000000004,44272.200000000004,55360.6,41520.200000000004,41753.6,87941.19999999997,44531.00000000001,48599.0,53349.4,44479.00000000001,48426.0,45880.799999999996,41759.0,47370.4,42447.8,40895.39999999998,48689.799999999996,36959.0,57452.6,34524.4,135804.40000000002,35219.599999999984,36575.2,74508.6,59042.0,75381.2,54308.99999999996,39628.0,39412.0,56788.0,51680.0,185550.4,97341.19999999994
12,66668.56,63735.0,60073.54,100987.2,68193.24,55363.72,61305.24,58087.62,57831.639999999985,59861.600000000006,43355.48,54467.66,95637.7,72533.31999999999,55143.43999999998,123106.20000000001,77854.12,68525.0,50104.72,40229.0,82466.79999999999,98071.92,44126.86,50647.72,36782.7,92838.31999999998,53584.72000000006,199974.64,44132.04,35086.619999999995,156695.80000000002,58278.6,101793.32000000004,76637.92000000003,44932.600000000006,54744.99999999998,72289.2,56119.88,206771.18,121130.7
13,104737.24000000003,71697.0,62102.80000000001,120191.2,69085.84,69701.24,62693.88,66687.92,70778.79999999999,63961.520000000004,65129.60000000001,81632.68,138985.08,115843.23999999987,85669.95999999985,182506.68000000002,91773.12,70409.0,58587.200000000004,44325.200000000004,89528.12000000001,129735.95999999996,67187.48,70830.8,71951.40000000001,143149.08,87563.28,205976.6,49479.4,36433.88,204967.88,98070.8,191417.52000000002,115468.72,47856.200000000004,56452.4,134735.39999999985,93130.76000000013,212598.76,130356.84
14,161421.32,75661.0,69736.52,120869.3,100543.4800000002,103086.48000000007,65788.84,97052.6,130546.20000000001,118807.15999999997,74882.92,106577.67999999996,171295.52,189589.2,107145.16,211288.86,94952.64,154868.0,92515.20000000017,46256.2,134177.80000000002,183466.40000000005,131281.8,117994.4,126314.84,209426.4,91651.92,211756.12,51589.6,53606.1,214224.48,130515.20000000004,205067.16,159908.1,60181.8,74280.99999999999,161096.4,132080.98000000004,215190.28,133360.68
15,185823.6000000001,105143.0,102986.91999999998,121671.0,176453.04000000004,155991.95999999996,71074.04,100371.12,169906.3199999999,156740.44,73794.8,124297.96000000002,191846.28,204121.8,147975.15999999997,219723.28,120273.59999999999,185672.0,149401.88,50335.6,158598.32,207051.59999999998,176611.24,165286.92000000022,171518.20000000013,217022.04,92793.32,217900.28,67213.83999999998,58056.36,212983.84,203626.6,212868.28000000003,180211.52000000002,69474.60000000002,111169.79999999973,209591.8,182677.40000000002,244115.43999999997,146818.6
16,219000.19999999998,135478.0,171746.0000000001,131132.0,219507.0,191359.2,115440.6,121407.3,203127.79999999993,180293.79999999996,129289.39999999986,160803.50000000003,227294.30000000002,219979.2,161137.4,220879.6,132225.8,219649.0,214310.6000000001,79639.0,167472.3,211271.19999999998,209929.7,212320.00000000003,202709.9,217811.7,107564.40000000001,219826.2,119569.99999999999,73084.20000000004,214949.4,207047.0,215309.1,207556.0,88238.0,169152.0,213864.0,210226.9,246631.3,185789.3
17,259938.36,179645.0,217755.72,216480.8,224495.16,220582.36,189706.83999999994,174522.0800000001,212941.08,199906.63999999998,167087.63999999998,208493.2400000001,230066.47999999998,220694.08,159787.32,221803.04,174716.87999999998,230332.0,221574.19999999998,89804.19999999992,220716.27999999982,211127.48,209539.04,218024.36,207651.16,245492.8,107807.28,237164.96000000002,157900.43999999997,102533.36,242449.84000000003,210147.8,215089.24,212046.84,122845.40000000001,197430.19999999995,214282.80000000002,211747.92,247444.68,185203.44
18,263130.88,183104.0,219490.52000000002,219957.1,224373.72,249366.48,219310.04,205600.24,222186.04,220563.76,205024.88,234174.82,253262.1,240532.79999999996,197632.75999999998,250914.75999999998,237288.44,230132.0,225824.48000000004,115638.8,245157.02,227855.76,210004.32,219129.32,211602.24,259466.67999999996,113239.70000000001,251079.84,201837.72,104461.12000000017,246454.12,211344.00000000003,245691.22,214472.34,195199.0,232830.79999999996,215894.2,213445.24000000002,281870.3,211399.00000000003
19,265020.4,193619.0,251262.4400000001,257815.19999999998,245652.59999999998,253980.24000000005,220257.52,223786.6,252137.16,234651.08,226745.52,233685.36,266433.24,253116.84,227190.67999999996,257949.52,256373.12,260113.0,252252.56,131871.99999999997,246087.0,252016.32,227301.44,231680.4,210589.72,260478.92,120966.87999999999,259318.72,210194.36000000002,135441.4800000002,254179.28,211956.2,247091.36,232514.36,215017.00000000003,244661.2,218523.59999999998,214893.32,288611.92,241538.15999999995
20,270650.84,229633.0,260992.32,263667.1,267842.80000000005,270202.84,252665.83999999994,237567.14,266785.92,263894.1,228030.16,250288.56000000006,269963.94,258028.92,255353.04,260919.5,267882.04000000004,262072.0,254134.88,136563.2,249244.39999999997,255012.0,237546.74,240223.88,224458.51999999993,269452.73999999993,150247.54000000007,263532.32000000007,209980.08,186894.00000000003,261596.16000000006,216053.4,250473.02,244620.06,217547.6,243781.79999999996,236795.19999999998,240558.96000000002,287985.64,248500.02
21,272891.80000000005,265712.0,264338.19999999995,272282.0,271229.2,274937.6,269148.39999999997,238908.4,274540.39999999997,270512.6,233864.9999999999,252491.4,275386.6,261629.2,258534.6,262870.39999999997,280711.8,268490.0,253512.6,154634.0,262504.0,256108.2,250693.2,260442.00000000006,241938.6,268671.6,177701.8,278417.4,209305.8,213277.8,287285.4,226409.0,257587.4,246926.8,226323.0,262084.0,235456.0,247057.4,345284.5999999999,258359.6
22,279428.76,271683.0,272149.76,272877.1,280201.14,271369.84,272012.92,267963.8,276180.56,270133.18,261349.62,264626.12,309394.16,265667.79999999993,259790.0,276936.64,285676.0399999999,272909.0,258780.56,156085.4,266251.86,264305.32,252053.46,264481.72,247487.46,310614.1999999997,218817.2400000001,315136.4,218757.87999999992,221029.91999999998,289005.52,249417.60000000003,265719.16000000003,252781.14,251636.6,272088.8,234340.4,248539.22,413913.7,261390.5
23,280661.32,275145.0,269555.16,273154.2,278846.31999999995,274647.16000000003,272985.92,275773.08,277594.83999999997,272495.88,262857.2,269732.08,348620.24,321846.92000000016,264901.04,279421.2,332868.11999999994,279203.0,265369.76,183782.59999999998,300055.95999999996,340746.52,275591.63999999996,289487.84,255150.88,397964.3599999997,256119.68,387353.96,241805.48,240457.16000000018,374968.4800000002,254074.2,335563.48,254172.52,253221.6,282719.6,249482.1999999999,255839.19999999998,520773.51999999984,299294.92
24,284502.52,282379.0,272476.06,284505.3,287910.5,279276.64,276336.72,276309.72,282689.76,274935.38,265850.78,269671.82,363573.1,340121.28,285607.6,330847.0800000001,359591.8,330450.0,270018.36,215890.6,308266.62,420546.83999999997,282544.88,301678.16,256861.12,508645.93999999965,266780.58,470855.56000000006,251263.08,251612.88,486514.3200000005,273640.20000000007,346706.98,259713.72,254671.8,284216.1,293533.6,273059.08,629782.7399999998,298089.72000000003
25,283037.8,282420.0,277898.16,283793.2,294850.24,287513.04,282375.56,274122.48,287685.08,283402.24,269405.56,280121.04,429284.68,346878.2,292508.84,386738.24000000005,383027.31999999954,343889.0,271968.48,238348.3999999999,349726.39999999985,485501.3599999999,289275.96,339878.36,309447.04000000004,603638.92,289338.56,537176.6400000001,253771.76,261170.08,581599.1600000003,284731.4,400964.7200000001,275990.60000000003,256245.59999999998,286593.4,299322.2,280695.56,746010.2,341296.8
26,289042.0,283067.0,282400.5,285965.5,343816.0,286125.0,285793.0,282683.5,310915.0,284868.5,271930.5,347790.0,507941.5,444138.0,298052.0,459511.0,434864.0,386768.0,314207.0000000001,255905.0,435445.5,521895.0,364762.0,394535.00000000006,398147.0,685674.5,364313.0,624043.0,254416.0,262456.5,708873.0,308499.0,472862.00000000047,330837.0,263146.0,347486.4999999996,342693.99999999994,333929.0,758206.5,381532.0
27,334330.44,286927.0,290045.20000000007,291073.6,346843.16,294724.96,314277.3600000001,291177.48,386508.88,288825.8,282588.56,403983.4,582391.6,505840.96000000014,333003.8,513813.95999999996,495901.52,472908.0,322597.36,268063.4,491512.59999999945,584183.3200000001,421906.16,451671.24,445718.44,725382.56,424512.92,681569.08,257463.2,287427.76,768442.7999999999,360026.2,520291.24000000005,332606.28,288888.80000000005,399712.8,374803.6,357024.4,771210.64,443045.9199999999
28,339032.16000000003,294792.0,363013.86,324618.7,349222.06,348712.2800000001,407416.08,290993.96,392434.88,304124.62,333182.4799999999,412530.98,606074.94,560934.8399999997,377750.6,594950.74,539607.88,558112.0,352739.24,311934.2,522422.77999999997,680434.1999999997,473829.88,508534.88000000047,522985.92,785080.5,443631.7,726398.6000000001,281809.84,311683.76,788530.84,372474.80000000016,565128.6000000002,353913.07999999996,293010.0,437929.39999999997,439878.7999999997,399959.8,784008.96,486921.89999999997
29,411360.52,300724.0,361234.04,365475.6,347418.84,368040.12,408752.4,289410.24,410867.12,346232.16,353076.96,446725.08,604634.4399999998,596600.48,416434.52,597862.28,576740.48,604183.0,360381.2400000002,310627.2,535663.2,747581.72,526264.36,578064.4,591080.8400000001,833476.2,494801.64,796330.0800000001,327732.07999999967,349837.60000000003,814675.6400000001,419077.2000000002,662114.4000000003,421537.8800000003,317442.6,509930.59999999957,526325.6,438079.36000000004,817088.1599999999,502760.72000000003
30,466561.04000000004,302671.0,362174.4400000002,363948.0,358920.42,453313.80000000005,408209.44,292228.92,417114.48,379405.76,435302.2399999999,467297.22000000003,668611.3999999999,622104.88,433645.84,607046.94,637284.28,614120.0,435109.12000000064,312054.39999999997,549298.1,750875.72,545260.82,646486.2800000005,677479.8400000002,875531.68,558590.8000000002,851121.84,386706.0799999999,369122.80000000005,861634.68,505050.6000000004,728150.0000000003,500300.72000000003,367500.60000000003,587486.2999999998,595824.1999999993,540780.9199999999,865935.96,549730.6399999999
31,554751.6000000007,311499.0,401642.80000000005,361778.0,387019.8,478638.80000000005,448257.1999999999,322425.0000000001,448290.6,447525.19999999984,505384.1999999998,520735.00000000006,690129.8,629952.2,470900.39999999997,616260.8,694650.0,631702.0,509399.40000000043,344601.0,575709.7999999999,760208.0000000003,549949.1999999998,681365.4,743547.8000000002,880108.4,633872.2000000002,859925.0000000006,434148.8,401079.2,872113.8,597302.0,758718.0,552377.0000000001,438920.0,662779.0,676180.0,620578.3999999997,867858.0,602462.1999999995
32,619219.84,353405.0,409979.88,378263.1000000001,412122.26,572816.24,489358.9599999995,371015.98,496704.31999999954,506213.9999999999,564046.04,598669.3200000001,734414.4399999998,635867.96,506757.64,641016.2,740871.28,650291.0,580181.3600000002,439345.39999999973,633828.4399999992,784538.3999999999,621699.5399999999,721367.7600000001,765897.32,881316.02,719993.28,872009.4,486623.11999999994,470000.8000000002,877939.8,681552.8,767297.8800000001,599723.26,482582.40000000055,757088.9,736444.6,714823.8800000004,886172.86,623941.66
33,637835.8,423846.0,419308.4000000001,455975.0000000002,506644.16000000003,643644.08,594946.4799999999,415867.64,588053.1599999999,610421.0799999998,600634.76,632433.6000000001,776793.36,667491.88,559191.9599999997,660991.4,741912.48,681021.0,604922.56,511333.3999999999,692458.7999999999,807854.12,639747.6,729108.16,777504.28,901084.08,761429.64,884590.2000000002,534496.5599999999,526013.8000000003,881520.56,755506.0000000001,792081.3200000001,679062.2,595274.8000000002,758289.2,756140.9999999999,756197.88,906018.6,715517.9199999998
34,719717.88,509267.0,435246.4000000001,595189.6,622254.8400000004,719605.8,680344.12,486417.68000000046,687420.5199999999,679230.96,617874.3599999999,678019.52,783861.98,704119.04,584602.6799999994,679161.6000000001,768305.92,728558.0,608941.8,584975.8,748785.6599999999,858636.04,710677.1199999996,787320.64,827727.5000000001,901945.52,794407.48,891878.92,592979.8799999999,566868.3,887721.36,757910.8,810107.4000000001,747251.4400000001,699097.2,777764.7999999999,828380.6,767127.1599999999,906910.52,762025.34
35,721769.16,628234.0,570728.4800000006,746012.8000000002,727305.64,784153.6400000005,739702.32,540240.36,741270.0399999993,767842.08,636746.48,710533.76,786850.84,726082.84,627952.32,698090.88,785251.4,777813.0,630042.0,608211.6,806887.3199999997,891494.92,771120.84,836237.0,834047.76,903472.56,811572.6,897453.96,653689.7599999997,602830.6000000001,905326.6,790372.2,813546.76,788974.76,763967.8,806573.3999999998,862880.6,781175.56,908052.16,779896.48
36,725394.4,707049.0,670156.8000000004,872143.0,920214.6,846393.8000000002,753469.4,628699.2000000002,836535.5999999994,873141.6999999997,643226.5999999999,741071.3,791203.0,772047.6,668568.9999999999,738207.1,786777.8,784099.0,635758.6,644406.0,867964.2,890462.4,808924.3999999997,865570.8,852166.6000000001,906755.4,868297.0,900909.2,744495.5999999997,621524.7000000002,908260.6,794058.0,819384.0,787851.7000000001,775517.0,830799.0,883393.0,809446.3,911318.7,815726.4
37,725763.16,836921.0,790579.3600000009,976689.9999999998,1043523.08,951675.6000000001,769087.84,714521.4400000001,878137.24,960224.1599999999,668437.64,784739.84,795421.68,776094.04,695559.6,746505.6,787184.96,787172.0,650301.7600000001,690305.3999999996,873314.92,893163.88,857602.1999999996,879207.04,862035.68,907510.48,874433.6,902411.64,748387.2,654343.1200000003,909089.16,823832.2000000001,847584.64,791045.04,794930.8,878962.0,883695.0,815852.08,914412.6000000001,875789.9199999997
38,759147.4000000001,950579.0,972244.7599999999,1032144.7,1061917.3199999998,1033482.56,776919.68,804950.5599999998,880134.76,1031969.72,697642.52,787582.68,799172.24,779466.64,722331.5599999998,778600.7200000001,791102.88,789686.0,658689.96,695760.6,875124.64,896542.16,873647.14,898238.52,871590.74,922665.96,897766.74,903751.8,785734.3999999999,687504.12,913036.88,854335.0,889340.8,791802.8,800479.2,899884.4,885696.4,836689.4999999999,918318.98,900863.24
39,804698.84,977741.0,1034669.92,1035027.2000000001,1066009.28,1042746.92,781132.7999999999,922937.52,971168.5599999994,1029052.28,714292.92,788627.32,801042.7999999999,780494.84,777533.96,785325.36,790323.16,794026.0,675543.6000000004,703046.8,882372.32,895184.56,873597.84,901232.76,891625.92,923326.04,899516.4800000001,908948.4000000001,838385.6,725430.7200000002,915270.68,879061.6,906914.16,803919.6,799417.0,900449.8,886663.4,885728.24,932652.52,902603.28
40,805378.2,1043654.0,1037096.18,1042343.9,1071323.46,1039883.08,912022.9599999993,928590.54,1040077.8,1034290.14,766191.96,793800.78,814604.46,785049.84,778024.4400000001,787653.24,805015.88,794949.0,734224.4000000001,763434.6,900024.46,897431.12,895537.72,904590.28,893174.26,925637.16,899991.12,914425.92,851604.32,757648.3200000001,928767.96,880011.2,905527.94,818330.0800000001,852084.2000000001,901466.7,890232.2,897666.7,937194.52,918635.46
41,856076.0000000003,1044095.0,1064471.4000000001,1098216.0,1109125.0,1045702.4,1056503.8,941248.2000000001,1043039.0,1037751.4,765897.4,795986.2000000001,819155.2,788702.8,779326.4,790626.4,805354.4,799991.0,786368.4,766837.0,905403.2,902914.2000000001,898158.6,904030.8,894530.2,927793.4,903495.6,913020.4,859764.2,768927.6000000003,929765.8,898694.0,908491.6,858989.0,877585.0,905214.0,889943.0,900793.2,938319.0,919102.8
42,945639.72,1044532.0,1078673.02,1121929.7999999998,1109829.16,1073044.36,1065131.2,992709.9800000002,1080720.7599999995,1061136.18,783850.74,797720.02,820422.66,791056.92,780582.52,793461.08,805880.92,799664.0,787987.88,777978.1999999998,905852.9,912557.2,898922.46,909316.76,898037.46,932468.74,905225.32,914283.24,869241.36,806106.0400000002,933716.36,900024.2,909714.82,897385.72,905020.6,903778.0,892414.0,899759.22,938843.46,922161.74
43,959715.72,1068932.0,1082082.48,1166128.0,1148210.2,1074731.04,1074402.96,1010239.64,1130233.44,1066979.84,786996.68,799628.96,821415.96,793925.24,781716.04,795901.04,809742.12,813304.0,792702.2000000002,786021.2,919265.52,914851.24,900267.64,910573.5599999999,901105.24,933476.92,906057.4,918492.12,872149.44,837631.6000000006,940448.28,901262.2,911117.44,900605.72,908161.2,909907.4,914420.6,903613.24,942630.24,925032.36
44,985564.5599999999,1072315.0,1127718.3600000006,1168864.0,1151541.04,1090608.6,1127614.52,1047267.64,1134499.8800000001,1102172.7599999993,792529.74,813711.72,833772.8,807597.84,785535.4400000001,796956.02,810220.92,815149.0,794717.12,789044.6,920876.3999999999,916593.56,902503.7199999999,912453.88,901258.92,933804.56,921546.42,943762.1200000001,872544.5599999998,856665.3,957850.8400000002,902922.2,912940.84,901731.88,907472.2,911951.9999999999,918024.2,902305.34,947880.9,928151.4600000001
45,1085248.7200000007,1087451.0,1155333.28,1192998.0,1153226.96,1108796.44,1157098.92,1081890.32,1174690.96,1131319.4000000001,795027.76,815844.88,836984.56,808354.44,792322.76,800259.04,814853.2,815586.0,794101.96,794307.6,927865.08,928291.64,904267.4,914848.52,915056.72,946162.36,922535.5599999999,964412.4400000001,890568.12,876025.88,966208.56,910016.2000000001,912815.76,903715.64,911126.4,928084.2,930280.9999999997,907858.52,970538.88,941567.8
46,1169082.8,1154859.0,1174419.3,1193722.5,1177978.7,1121055.8,1178916.8,1152223.4,1177826.4,1163241.7,794029.6,819222.8,839946.9,812526.8,795653.6,800171.7,818295.8,816686.0,800342.6,793736.0,929802.1,932788.0,904645.2,917426.4,915861.9,966383.2,925099.0000000001,965153.6,892701.8,881317.9,972435.8,909921.0,927270.7000000001,906092.7999999999,912217.0,930094.0,932377.0,909525.9,970771.9,963177.0
47,1187509.08,1178211.0,1195914.1199999999,1194044.2,1180407.48,1191470.84,1180448.24,1172232.8800000001,1180193.08,1168665.12,797385.84,819774.56,844420.92,820022.28,796933.36,814840.52,820277.96,820644.0,800709.68,797257.4,931952.84,954593.12,904591.28,927832.68,918150.4,967164.12,931180.6,970538.08,893235.16,899349.6799999999,978212.96,911541.4,929404.92,907278.28,916541.4,933155.4,935620.2,924609.8,973010.12,967402.08
48,1192824.04,1198659.0,1200951.06,1203654.2,1183336.8399999999,1197448.32,1180025.08,1192638.74,1182808.24,1168558.68,800226.42,822113.5399999999,847616.22,822384.3200000001,810774.24,818488.52,825803.56,823490.0,801375.2000000001,799356.2,933944.5999999999,957140.8,919691.54,951330.28,918706.86,976842.0,935670.78,973771.24,895827.88,900809.76,980826.92,924531.4,932867.76,920297.04,917295.8,936214.1,938297.4,924630.86,989552.2600000001,970782.82
49,1190848.96,1201544.0,1199225.28,1224962.4000000001,1188892.8800000001,1201963.08,1181782.48,1195510.4,1190337.16,1170062.92,798797.52,821633.88,850470.64,822403.16,812606.16,821517.48,832642.32,824878.0,816100.68,799616.2,951692.1599999999,960504.84,921540.12,971315.48,922529.68,982877.88,948439.08,973707.72,896985.08,901646.92,982861.4,925870.8,937732.4,923305.92,932035.0,940534.6,942484.6,928562.4,991679.6,973981.04
50,1196882.16,1202672.0,1206590.82,1228926.0,1210300.32,1202847.6,1205400.36,1196304.32,1191077.8,1175989.46,809180.0800000001,832375.66,852690.32,825436.4400000001,812592.72,824513.12,835780.84,829257.0,818070.84,804544.1999999998,966148.96,960499.08,923389.18,971223.0,922417.84,982804.44,968528.16,973661.64,896503.56,905830.8,984844.2,927765.6,961007.7000000002,926351.54,933387.6000000001,946316.8999999998,943338.2,928679.62,998319.8999999998,973934.48
51,237,245,249,261,249,244,248,235,259,234,170,205,226,196,175,188,219,203,181,176,185,192,173,187,174,223,192,210,146,145,217,168,187,165,170,186,191,170,227,194
52,445,405,474,484,484,454,520,414,497,413,243,302,333,300,289,295,323,297,263,254,342,304,274,307,259,324,311,322,232,258,315,252,282,268,250,299,269,259,332,307
53,54851,56490,57200,59787,57196,56924,56962,54328,60028,54267,36228,46172,50157,44537,39897,39656,46923,46391,38152,36983,39870,39184,36962,40407,34911,45775,41618,42654,31189,32001,45645,36077,39171,35480,36850,39360,38866,36070,47139,38383
54,1271957,1264776,1282942,1297582,1286348,1263692,1280869,1256589,1270733,1240507,849941,879866,905067,871675,853365,869960,882724,887255,857523,850616,1013907,999733,962297,1016322,957457,1028698,1013927,1016427,927703,937520,1032472,968765,1006722,962625,973262,1011265,981993,968278,1045875,1012365
