index,161_1_www.snapchat.com,161_2_www.snapchat.com,161_3_www.snapchat.com,161_4_www.snapchat.com,161_5_www.snapchat.com,161_6_www.snapchat.com,161_7_www.snapchat.com,161_8_www.snapchat.com,161_9_www.snapchat.com,161_10_www.snapchat.com,162_1_www.snapchat.com,162_2_www.snapchat.com,162_3_www.snapchat.com,162_4_www.snapchat.com,162_5_www.snapchat.com,162_6_www.snapchat.com,162_7_www.snapchat.com,162_8_www.snapchat.com,162_9_www.snapchat.com,162_10_www.snapchat.com,163_1_www.snapchat.com,163_2_www.snapchat.com,163_3_www.snapchat.com,163_4_www.snapchat.com,163_5_www.snapchat.com,163_6_www.snapchat.com,163_7_www.snapchat.com,163_8_www.snapchat.com,163_9_www.snapchat.com,163_10_www.snapchat.com,164_1_www.snapchat.com,164_2_www.snapchat.com,164_3_www.snapchat.com,164_4_www.snapchat.com,164_5_www.snapchat.com,164_6_www.snapchat.com,164_7_www.snapchat.com,164_8_www.snapchat.com,164_9_www.snapchat.com,164_10_www.snapchat.com
22,142906.91999999998,159880.7,193402.80000000002,154846.0,87365.0,196688.40000000008,168040.76000000007,161742.28,121536.3,211371.03999999998,1423307.5999999999,2174629.06,1634017.32,1387155.8,1790158.44,3010881.16,1345951.1,3105473.5,1835223.0,2264575.0,858029.48,806870.5599999997,830785.8399999999,862077.5599999997,1284658.8000000003,996120.2200000002,950830.32,762706.9199999999,1054050.0,1367295.52,15100.199999999993,13756.5,18319.6,28145.83999999998,18049.36,74217.75999999997,8466.42,11808.320000000007,33586.72,18092.32
23,164973.52000000005,185654.84000000003,206976.6,168023.20000000004,115645.0,242840.40000000002,186870.6,183046.03999999998,129968.59999999999,244313.76,1494954.44,2299087.1999999997,1654055.72,1475240.5999999996,1923784.0399999998,3206230.32,1391396.4,3315552.0,1934534.0,2396268.0,936043.72,890161.88,893499.2,986998.9199999998,1341774.6,1095647.48,1023070.36,843125.88,1119295.24,1453384.6400000001,18406.760000000002,18445.0,18030.0,36726.48,20766.319999999985,84815.79999999999,8115.4400000000005,11950.96,36285.68,26939.559999999998
24,189711.6,213557.96000000014,257393.96,184744.20000000007,137541.0,256305.6,226223.56000000008,206121.69999999998,181269.1999999998,276669.92,1560719.06,2407144.82,1706339.76,1599944.0,2053896.86,3454885.48,1432589.2,3497235.9,2084099.0,2488421.0,1028276.24,1013150.5199999993,954311.12,1070539.6,1425146.8,1132836.1,1091347.2,938854.4400000001,1212314.9600000004,1533315.6400000001,18125.0,18187.0,20214.600000000006,46839.88000000005,35515.58,89456.40000000001,9378.199999999999,13435.160000000003,36044.72,30267.1
25,200710.64,231440.20000000004,269725.76,214880.60000000006,160828.0,296880.4000000001,254563.48000000007,235303.6,217150.96,292807.92,1666929.6,2569652.84,1715047.76,1697416.3999999997,2081543.68,3613429.44,1497395.5999999999,3683023.4,2180682.0,2662115.0,1134375.88,1078513.0399999998,999157.44,1166925.0,1481395.0,1188919.24,1184143.9999999998,1026273.96,1295579.64,1587946.6,17859.6,17907.0,33246.600000000064,56492.799999999996,37067.4,110116.64000000001,12647.84,13591.64,39628.4,35221.15999999996
26,215308.0,254557.5,280410.0,228344.0,196326.0,345912.0000000002,288628.0,260735.0,265851.5,306438.0,1733243.5,2633670.5,1791916.0,1803864.9999999998,2103685.5,3810008.999999998,1527998.0,3844609.0000000005,2278947.0,2745127.0,1215887.0,1148531.0,1078650.0,1252701.0,1545166.0000000007,1232411.0,1251589.0,1090621.0,1373192.5,1675361.0,23667.5,20856.0,37954.5,63540.0,46458.5,117897.0,14371.0,13595.0,43317.0,51563.5
27,228823.92000000013,288820.32000000007,295210.51999999996,262772.4,226400.0,368373.0,306131.8800000003,290121.80000000005,290718.0799999999,339150.08,1829379.8,2669138.56,1901472.12,1883792.3999999997,2132090.1599999997,4056755.8,1568256.8,4046278.6,2334543.0,2828180.0,1285567.28,1224000.9599999997,1112317.8800000001,1330844.2,1650176.8,1339886.44,1328334.92,1159765.8,1454989.8800000001,1727358.4800000002,28385.2,36784.0,41694.00000000001,67861.20000000001,60002.479999999996,132689.71999999997,14234.32,18370.56,47970.6,62698.35999999998
28,259975.84000000023,314990.84000000026,340705.36,295249.80000000005,256474.0,395604.5,350051.08,318672.3,350167.11999999994,385381.5999999998,1941855.4800000002,2733139.7600000002,1983435.16,2002177.7999999993,2247635.02,4266624.6,1688434.4,4218076.5,2400008.0,2923796.0,1376870.0,1322536.64,1195775.4,1434400.4399999992,1732266.8000000003,1400367.12,1411921.5999999999,1236542.4400000004,1541087.2599999998,1805271.2400000002,36441.86000000001,38919.5,50445.50000000003,73545.40000000001,78180.68,143759.8,14226.88,18152.8,55411.52,69798.62
29,282133.56000000006,352400.4000000001,350844.39999999997,320165.60000000015,279576.0,422018.20000000007,365645.6400000002,328772.2,378661.92,406623.99999999994,2020592.16,2864090.48,2045045.2000000002,2126232.5999999996,2405456.0799999996,4482650.12,1773376.4,4409240.200000002,2517118.0,3052598.0,1478444.48,1387134.72,1270546.4,1549130.3599999996,1808621.400000001,1501304.12,1507538.2,1305196.56,1612907.48,1900843.8800000004,42421.83999999999,70020.0,63139.60000000006,77555.6,84630.95999999999,163895.87999999995,13784.56,17953.8,59486.92,78088.03999999996
30,293677.8,377838.28,396198.52,346661.4,304198.0,455519.50000000006,400679.2,365656.92,407126.12,425706.08,2077897.16,2915220.24,2154815.92,2233743.1999999993,2516981.56,4668198.959999998,1775936.1,4558669.600000001,2604911.0,3231664.0,1555342.68,1493328.5999999999,1330463.4,1640589.8799999994,1844152.0,1607045.26,1607055.9599999995,1394905.9200000002,1700680.28,1918978.68,51919.32000000001,80297.5,72403.80000000003,96004.32,112446.23999999999,178836.48,13843.66,17764.52,64454.119999999995,85946.44
31,338193.8,398185.00000000006,409864.2,365018.0,335100.0,476045.0,427329.0,394660.6,446068.9999999999,443125.60000000015,2173141.8,3017862.0,2184049.0,2250721.0,2628248.4,4920284.199999997,1804294.0,4723406.0,2688915.0,3399951.0,1619331.6,1605414.0,1411647.4000000001,1727061.1999999995,1898448.0,1671880.8,1704537.0,1498889.0,1786916.0,1926372.0,56991.59999999999,91938.0,81120.0,107727.80000000002,126173.19999999997,188289.6,17489.600000000002,27734.400000000016,70182.0,97512.19999999992
32,362759.16000000003,415149.36000000004,421529.8,399730.60000000003,357515.0,480654.1,461723.2800000004,417854.9799999999,475913.7,480607.48,2189268.34,3082036.0,2249762.5199999996,2290571.2,2769319.0800000005,5145210.359999999,1831411.5,4877362.600000001,2701358.0,3564812.0,1712019.32,1682656.9999999995,1526072.1600000001,1802532.92,1921136.6,1763431.1400000001,1788229.7999999998,1568033.8,1844948.1199999999,1993673.3199999998,61039.48000000001,101389.5,90048.40000000002,114279.08,138281.83999999997,197742.72,18423.16,35081.520000000004,74178.72,102568.56
33,381118.4,436562.6400000001,472122.68,411272.2,379267.0,481688.2,476923.2,436787.12,481401.64,481559.48,2240373.76,3210773.84,2336862.36,2319209.2,2880136.28,5342594.719999999,1845972.4,5053461.0,2800097.0,3681939.0,1776411.1600000001,1773237.5999999999,1625431.5200000003,1884165.4,1927742.0,1868968.8,1884766.5999999999,1631747.6400000001,1895119.0,2022360.84,66060.76,115013.0,95937.20000000001,119108.84000000001,170744.67999999996,207195.84,18221.0,43031.8,81074.75999999997,107343.24
34,396620.6,456632.68,481873.4,426630.1999999999,388874.0,483336.3,481833.44,459644.54,481640.66,481560.56,2285325.66,3373635.94,2426182.0000000005,2358757.2,2928086.56,5573395.159999999,1930814.2,5183803.800000001,2893774.0,3893864.0,1887298.08,1861472.4,1724746.6,1919561.84,1953130.8000000003,1919706.2,1918779.24,1732405.0000000002,1973967.1600000001,2041246.9600000002,75606.65999999995,120520.0,113957.9,130571.6,187617.24,216648.96,18004.36,47749.96000000002,101965.43999999996,107133.74
35,414896.2,473104.12,482252.88,465581.00000000006,424406.0,485838.80000000005,481943.56,472416.80000000005,481202.12,485051.19999999995,2303171.76,3471764.9199999995,2508763.2399999998,2408416.1999999997,2996240.44,5807073.68,1991213.0,5294993.0,3031138.0,4069716.0,1909193.68,1916133.72,1822257.8,1938523.8399999999,2014240.6,1922884.04,1924247.12,1832582.2,2011507.08,2107729.6,89521.32,132842.0,116570.2,149972.84,206325.99999999997,226102.08,19303.760000000006,52749.6,116248.15999999995,109811.79999999999
36,441959.8000000002,481813.9,481760.0,478783.0,448978.0,487267.5,485780.6,481097.50000000006,480755.3,485939.2,2326281.8,3641168.0,2607880.0,2441491.0,3085806.5,5999361.0,2068517.0,5460125.5,3125961.0,4212041.0,1910843.6,1919827.4,1913158.0000000002,2004807.5999999999,2024521.0,1959420.6,1973687.9999999998,1918069.0,2018834.2,2181053.6000000006,103225.49999999999,143119.5,124101.5,169995.80000000002,226643.09999999998,234418.0,40134.40000000002,56938.00000000001,127795.2,124596.39999999985
37,472367.96,487965.6800000001,481198.28,481799.8,481522.0,489523.8,487567.2,481891.36,480269.08,485651.52,2363339.64,3804943.9599999995,2695118.96,2505060.2,3218584.52,6191857.76,2120339.4,5639033.0,3257809.0,4307892.0,1939396.0,1923000.68,1918519.2,2020048.28,2024300.6,2022160.28,2020151.56,1921453.28,2021477.28,2248426.8000000003,111212.28000000003,158849.0,145560.00000000003,179823.52000000002,239872.59999999998,242220.68000000002,62192.839999999975,66372.63999999996,134372.03999999998,137001.79999999996
38,478689.52,517673.14,497528.44,481526.6,482075.0,518321.7,488707.2,481491.78,480002.72,496195.52,2426442.2,3961823.7199999997,2816599.08,2604412.5999999996,3310584.62,6422372.24,2157422.5,5846607.5,3389797.0,4512338.0,2009767.96,1966634.7199999995,1956704.4000000001,2022881.84,2056266.6,2025170.66,2024372.16,1924969.92,2033634.84,2336683.8000000003,145613.99999999997,172548.0,157341.2,187339.4,250648.69999999998,257670.44,69214.16000000002,84457.12000000002,148621.15999999995,142707.74000000002
39,481619.88,517615.56,504610.48,491135.0,481698.0,525483.8,502388.08,481017.8,479760.28,508765.87999999983,2477805.48,4097824.52,2907765.1199999996,2683471.8,3384912.4,6630291.119999998,2246835.4,6029996.800000001,3515579.0,4660180.0,2014634.76,2019157.32,1998603.5200000003,2050771.2799999996,2118512.0000000005,2063188.2800000005,2040278.92,1987445.6400000001,2068040.36,2426269.56,159679.76000000004,195760.0,164760.80000000002,194386.6,266004.48,270285.72,76189.59999999998,99132.27999999996,174428.5199999999,156607.23999999996
40,481738.08,520233.30000000005,506314.63999999996,510560.0,485636.0,528839.2,511807.24,480645.92,479781.8399999999,525924.28,2542674.4200000004,4258776.159999999,2998231.04,2783500.3999999994,3478664.84,6841872.2,2321461.5,6187416.300000001,3670917.0,4812089.0,2014952.28,2022800.6,2019121.36,2095730.5999999999,2213720.0,2126498.16,2074868.6399999997,2021763.88,2128656.44,2504473.24,172409.77999999997,200585.5,177632.40000000002,212170.68000000002,278949.2399999999,291351.6,83742.04000000001,105549.84,189440.91999999998,169672.3
41,485142.80000000005,522881.2,532943.6,517794.0,485210.0,530112.0,511836.0,480394.2,501284.79999999993,547736.4,2649805.6,4394569.599999999,3099417.0,2917634.0,3680402.0,7060235.199999999,2457970.0,6373728.0,3798709.0,4982501.0,2083713.4000000004,2026709.1999999995,2022001.8,2187126.0,2295890.0,2198189.4000000004,2160929.9999999995,2024751.8,2227580.5999999996,2573279.0,185685.0,223130.0,185052.0,225592.60000000006,307216.3999999999,307292.5999999999,86290.0,107532.4,216393.2,186826.0
42,485485.04,532566.8400000001,539035.24,517336.0,501264.0,530622.4,527758.68,484510.52,528628.82,572019.2799999999,2734260.3000000003,4520400.66,3197896.7600000002,3007031.0,3756385.64,7281698.079999997,2568537.5999999996,6600454.8,3945007.0,5147058.0,2179289.4000000004,2066193.5199999998,2067502.2000000002,2282313.1999999997,2367665.4,2301107.16,2232334.92,2045993.2800000003,2338417.0,2656573.6800000006,208777.74,249082.0,192471.6,241353.04,323977.0199999999,331056.16,106349.52000000002,118691.84000000001,225626.47999999998,186810.02
43,491632.16,541512.48,560213.7600000001,520014.4,519349.0,534763.6,550010.5600000002,496585.12,565094.76,590174.52,2854932.2399999998,4648714.12,3273121.44,3122451.0,3942431.7199999997,7435113.76,2689091.0,6827203.6000000015,4045697.0,5362984.0,2279146.1199999996,2106443.16,2149342.08,2382300.96,2440581.0,2368405.4,2327019.7199999993,2084628.9199999997,2394552.96,2733081.68,230663.19999999998,261404.0,202617.2,245717.67999999996,329453.48,330849.92,108967.4,132008.40000000002,242492.56000000006,193081.99999999997
44,514232.5600000003,553246.5600000003,600306.44,521024.2,527400.0,554498.5,575383.56,514224.44,581423.9,623431.8,2973416.72,4791444.3,3308253.76,3202455.4,4040597.52,7645492.8,2815663.8000000003,6993866.100000001,4203604.0,5508078.0,2355798.2,2193244.3199999984,2237124.64,2474128.6799999997,2512566.8,2432327.4800000014,2386394.639999999,2156241.6799999997,2426319.1999999997,2820529.2,243611.3,268274.0,214262.10000000003,261297.68,329857.22,346202.8,110180.20000000001,137114.91999999998,254671.59999999998,214947.87999999992
45,533736.36,588793.8400000001,618635.24,522827.8,546350.0,583648.2,600080.76,516059.32,588083.8799999999,648238.4800000001,3062456.7600000002,4947415.399999999,3322060.56,3320622.999999999,4186330.5199999996,7865948.399999999,2911353.9999999995,7155894.4,4305596.0,5662574.0,2427770.36,2282051.52,2292657.96,2519114.76,2597908.4000000004,2517344.28,2469244.2,2257521.6,2519575.2800000003,2905838.68,255174.4,275144.0,221818.00000000003,278673.8,330069.52,345769.64,120700.8,146228.92000000004,270546.68000000005,223747.8
46,533485.8,603213.2000000001,633846.0,525907.0,557342.0,610301.5000000001,613272.4,550505.8999999998,611704.5,683262.7999999999,3125926.7,5111177.600000001,3345260.0,3440126.999999998,4336624.2,8127127.599999999,3037020.0,7369853.000000002,4421294.0,5822655.0,2507383.8000000003,2371519.1999999993,2376320.0,2579566.8,2652416.0,2569954.9000000004,2531636.8,2338157.8000000003,2573129.5,3018034.2,261443.80000000002,277866.5,227729.00000000012,290627.80000000005,330016.3,348784.2,123221.50000000001,151412.4,284280.19999999995,234345.79999999996
47,559524.4800000003,634216.1600000004,666902.8799999999,533657.0,576830.0,648183.6,631719.76,574334.08,619279.8799999999,727401.6799999999,3225389.92,5247178.6,3379142.04,3570499.2,4453189.279999999,8316539.6,3142905.5999999996,7555194.200000001,4568982.0,5937711.0,2577096.6,2430499.8,2448235.6,2702140.28,2751575.8000000003,2647308.0400000005,2598722.8,2431937.0400000005,2642782.2,3022848.84,271270.8,295582.0,242083.6,306398.2,331011.2,348904.96,133726.36,157255.2,294061.6,238001.84
48,581428.5200000001,677912.2400000003,703788.1599999998,552369.2000000001,590186.0,679863.2000000001,659960.3600000005,609218.8799999999,633834.96,751689.2,3342833.8800000004,5357106.34,3401023.2,3650149.7999999993,4547135.04,8516019.32,3271987.3999999994,7793681.2,4679913.0,6120394.0,2646012.2800000007,2529353.28,2511737.1600000006,2781760.56,2830845.6,2737439.1800000006,2711545.56,2526696.8800000004,2668690.8,3027386.68,275385.12,311311.5,246505.5,327515.6800000001,341745.39999999997,349642.68,147786.60000000003,165001.11999999997,313579.39999999997,251110.71999999994
