index,118_1_www.skype.com,118_2_www.skype.com,118_3_www.skype.com,118_4_www.skype.com,118_5_www.skype.com,118_6_www.skype.com,118_7_www.skype.com,118_8_www.skype.com,118_9_www.skype.com,118_10_www.skype.com,119_1_www.skype.com,119_2_www.skype.com,119_3_www.skype.com,119_4_www.skype.com,119_5_www.skype.com,119_6_www.skype.com,119_7_www.skype.com,119_8_www.skype.com,119_9_www.skype.com,119_10_www.skype.com,120_1_www.skype.com,120_2_www.skype.com,120_3_www.skype.com,120_4_www.skype.com,120_5_www.skype.com,120_6_www.skype.com,120_7_www.skype.com,120_8_www.skype.com,120_9_www.skype.com,120_10_www.skype.com,121_1_www.skype.com,121_2_www.skype.com,121_3_www.skype.com,121_4_www.skype.com,121_5_www.skype.com,121_6_www.skype.com,121_7_www.skype.com,121_8_www.skype.com,121_9_www.skype.com,121_10_www.skype.com
22,173879.40000000005,72063.0,79067.36000000007,102047.36000000007,148081.26,93329.40000000001,176000.60000000003,157892.36,359297.7,240776.56,240791.63999999996,258493.04,246909.1600000001,321093.4,257928.13999999998,251229.03999999998,218384.6399999999,260026.40000000002,386533.2799999998,264545.2,758323.7999999999,785228.2,619355.2799999999,765190.04,732400.0,775778.0,708937.2,607856.0,571585.0,839890.2000000001,783651.48,804978.08,836887.78,779763.8,768914.74,790166.0,765669.6799999999,767715.6,799176.4,778698.5599999999
23,194917.0,76573.0,84439.36,163144.2,152836.88,92300.8,222588.2,161645.64,387012.39999999997,250717.03999999998,258156.08,264097.2,256875.48,331934.48,265023.8,252723.92,256565.76,263614.16000000003,411121.72,263879.68,874861.6799999999,935174.5999999999,755115.9600000004,823162.6799999996,737807.0,861942.0,753730.5199999999,677566.0,660401.3999999997,956087.08,802008.2799999999,806947.52,855804.24,818571.6,766943.24,807657.6,773758.5200000001,775466.64,820929.2,784639.8
24,194402.19999999998,81736.0,83921.84,229839.3,152506.6,97049.99999999996,228418.84,161210.4,404398.4000000001,303986.76,257655.92,266149.08,258378.22,338673.7200000001,271249.36,254334.16,258289.14,271188.36,473884.56,277571.84,944175.3999999999,966580.84,866465.8000000002,884326.2799999999,758120.0,974496.0,786506.68,774789.7999999999,743735.9,961713.72,820624.4,823276.6400000004,860924.0,820841.4,781302.8800000001,824602.4,790023.32,776466.46,823478.6,800318.2799999999
25,193567.6,77606.0,97339.40000000001,254265.5599999997,152447.00000000003,97339.2,242115.64,178921.6,417016.2,348667.9199999999,263105.76,269084.8,263775.6,421323.72000000003,280438.2,259562.68,259651.32,272987.44,479173.96,278238.88,960969.72,979495.4,947497.4,960128.48,838217.0,988480.0,812622.04,862476.3999999999,760580.2,979733.1200000001,826334.28,842328.92,868079.6000000001,823648.4,789753.32,826415.2,796723.52,786564.16,828662.7999999999,813599.36
26,194812.0,95453.0,155805.00000000006,339919.0,211199.0,115609.0,267106.0,191537.99999999994,420545.5,386151.0,265377.0,279135.0,264267.5,426464.0,283121.5,260832.0,265229.5,278691.0,491779.0,280750.0,967862.0,1000549.5,969287.0,965902.5,956733.0,1011141.0,839954.0,963984.0,775840.0,986017.0,830944.0,846874.0,881406.0,828641.5,792565.5,846473.0,798994.0,796804.0,837237.0,819150.0
27,197021.2,116294.0,200411.2799999999,408769.27999999997,247502.80000000002,136939.99999999997,283352.64,208138.4,439767.4799999999,398666.24,271060.39999999997,278828.6,270774.4,460730.6400000001,288047.8,264674.8,266218.0,280747.16,525594.7199999999,285350.8,974769.16,994510.2,981236.0000000001,983996.84,966225.0,1019531.0,950382.04,979756.8,858432.1999999998,1010343.08,847118.24,849670.48,919481.0400000005,837078.4,813943.92,851277.8,839793.88,808610.88,855390.2000000002,827107.52
28,220124.70000000013,115832.0,251479.2000000001,415319.06,287271.60000000003,167608.39999999962,296941.48,260061.2399999999,443487.2,418257.3,270943.04,280871.1199999999,277177.02,507795.8600000002,303657.60000000003,273213.76,273272.68,281369.62,558431.28,299284.60000000003,972941.68,1074433.16,991629.24,998512.76,978189.0,1052410.0,963699.9999999999,983346.4,980166.9,1081079.4000000001,852883.08,853476.28,1053580.7,854289.7,826381.0599999999,858204.0,843791.96,817797.16,950430.0,846716.28
29,256976.40000000034,115145.0,266607.24,415590.84,329488.4,221375.99999999994,339343.8400000007,302788.5999999999,465212.16,427336.36,272467.68,293474.04,277306.28,516853.76,314772.3600000003,273190.36,281760.92,288724.96,562256.4,323733.56,1024321.4,1120465.5999999999,1005306.84,1013751.92,988662.0,1117401.0,972288.8799999999,983490.4,989006.8,1137091.6400000001,857585.7999999999,866192.36,1065154.64,857335.4,829252.04,870511.2,847486.08,857564.5199999999,1015124.8000000002,850316.9599999998
30,336707.00000000006,118244.0,270039.8400000002,424093.4800000001,396948.04000000004,278673.79999999923,398602.08,342880.68,464767.08,435395.2,278677.68,313950.31999999995,278715.34,519553.6,325532.74,274992.8,283970.22,287833.80000000005,570562.96,327169.34,1118857.2,1194776.32,1006165.2,1076306.3599999999,990467.0,1188038.0,982945.64,1002981.9999999999,995174.1,1176372.8,919234.4,874284.92,1068110.5,865166.7,837814.7,870025.6,850404.92,881359.92,1037476.4,856077.44
31,391223.0,129467.0,347413.00000000023,439009.0,450344.0,301689.0,432914.39999999997,395503.59999999945,464411.4,440284.0,281609.6,325791.99999999994,281644.20000000007,516900.6,328191.4000000001,285509.2,283524.6,311586.4,573502.0,329513.6,1175666.0,1255005.0,1096341.0,1169881.9999999998,1094066.0,1266956.0,1000032.0,1025631.0,1000594.0,1242636.4,1039077.0,941621.0,1067587.8,871654.0,857791.2,879899.0,859051.2,901185.7999999997,1041295.0,863050.0
32,392904.3,160266.0,396754.60000000003,453758.6,465603.86,309653.3999999999,444254.72,432358.39999999997,471587.89999999997,445888.94,287467.4,365585.51999999984,291760.88,520924.07999999996,357221.84000000026,287331.8,293874.04,324750.2,570733.96,348597.32,1223481.48,1351680.6400000001,1187673.080000001,1225804.5999999999,1127176.0,1362320.0,1092316.36,1104365.0,1019234.3,1297214.28,1046486.92,1028110.1199999999,1148920.6000000015,881878.0000000001,863898.4000000001,930028.1999999989,860835.92,993544.04,1049312.0,856167.4
33,452854.6000000004,185168.0,416630.4,463686.4,471464.68,361183.0,447500.2000000001,480241.75999999995,499607.8800000003,457318.2,288648.63999999996,420075.5599999999,297335.00000000006,525724.48,398159.8,309199.43999999994,294928.56,340141.12,586135.12,376109.2,1266795.5999999999,1409242.5199999993,1289995.76,1283904.2399999998,1214408.0,1433936.0,1191168.68,1186794.0,1016145.2000000001,1390219.36,1050412.04,1050006.4,1272793.8,915862.8,909588.6000000004,1014724.2,872199.4,1032892.36,1056284.6,864769.2000000001
34,506756.3,213514.0,429267.96,474829.28,472162.42,404979.8,456731.12,491280.7599999999,541447.4,466109.77999999997,295518.43999999994,422369.92,321644.56000000006,529179.84,403000.52,322165.52,294147.06,346230.08,586250.92,412546.12,1291216.24,1509624.8399999999,1374596.8,1315931.14,1293908.0,1530004.0,1318677.4799999997,1275017.2,1065626.8,1468491.48,1053969.12,1059067.84,1402278.48,958680.3999999998,1009827.16,1057296.0,864742.2000000001,1040684.9,1059117.2,891688.2
35,551619.0,246415.0,435581.72000000003,474246.2,469861.36,440720.6,467144.2,490140.6,593675.6799999999,465903.24,307227.68,441263.92,334803.6,522309.52,423698.68,337606.92,297133.2,402355.76,581702.52,422072.76,1398265.2,1645794.2399999993,1472947.9199999997,1399031.5599999998,1368562.0,1583560.0,1366966.56,1368133.4,1137270.0,1584213.4800000002,1056328.32,1058613.56,1558746.6000000006,1056637.6,1044444.0,1062203.8,868343.28,1043558.5999999999,1063587.4,1026115.6
36,552020.0,254536.0,435477.0,477360.4,480355.40000000014,453780.0,466507.0,501190.0,645050.2000000001,467007.1,316663.6,480550.4,391398.10000000003,558398.2000000001,440449.2,347865.6,313654.9,452552.5999999999,587096.2,425497.2,1446124.4,1727281.9999999998,1630917.8000000012,1457271.4,1464616.0,1647442.0,1467075.0,1463685.0,1228236.0,1646735.4000000001,1066692.6,1059181.0,1674127.2,1060526.5,1045284.3,1058960.0,964986.0,1045479.0,1111548.0,1054310.2
37,562081.0,261024.0,447383.8,477147.04,490592.6800000001,456637.4,468192.2,501330.72000000003,690632.7200000001,470519.96,321463.36,482217.64,393818.36,602867.28,450139.84,403673.36000000004,333458.56,477246.32,594480.7999999999,444580.92,1510786.3999999994,1809011.2,1726516.92,1553990.32,1563487.0,1736169.0,1623534.3600000003,1559146.9999999998,1365793.0,1737963.16,1060174.4000000001,1095137.4400000002,1679176.2000000002,1067303.5999999999,1043191.92,1062039.2,1052619.76,1044356.48,1199031.6000000003,1062043.68
38,565481.1,301267.0,454555.4,488765.3199999999,499609.72,461014.0,479924.92,516375.27999999997,734767.24,488897.3999999998,336193.6,492661.12,423621.42,676419.44,471616.0400000001,422802.36,337008.78,478920.18,642627.4399999998,452239.44,1628092.4400000002,1864256.4200000002,1776582.2,1685169.3599999999,1696343.0,1792021.0,1734385.72,1670209.8,1449208.0,1819836.4,1077415.2,1188582.4000000004,1718915.92,1060446.1,1054314.78,1105746.2,1064293.32,1060138.38,1358013.2000000002,1055832.8
39,568056.0,375437.0,467014.6,568855.3200000001,504096.12,469985.0,519611.20000000077,520654.51999999996,782782.4,542793.56,377577.19999999995,509499.88,423275.92,701733.3200000001,514186.6800000001,425469.44,341446.64,479923.44000000006,731137.2799999999,470517.36000000004,1694925.1199999999,1952668.5999999999,1818223.32,1781908.3599999999,1822120.0,1956711.0,1796955.72,1758232.2,1556676.0,1924014.56,1127976.32,1290566.2000000002,1755140.1600000001,1099109.0,1057786.28,1196836.6,1057211.52,1053786.12,1457315.4000000001,1124984.08
40,567684.3,416310.0,468368.56,634858.0800000002,508170.20000000007,469835.2,541790.56,533698.48,816578.2000000001,585643.2,394173.04,547617.0399999996,424683.94,743147.06,515330.06,427225.04,355873.3999999999,489120.26,746148.88,509088.46,1794632.2,2022840.7999999998,1866627.4000000001,1806462.4,1941693.0,2013369.0,1823984.1999999997,1891785.7999999993,1660667.9,2006801.48,1243909.52,1398312.6,1782452.66,1225688.6,1062372.12,1295295.7999999996,1059136.48,1071549.4,1550129.0000000002,1229498.3199999998
41,571191.0,456596.0,469363.6,693726.6000000002,519391.2,470018.0,607776.0000000001,547966.9999999998,862826.8000000003,619689.0,424872.0,567497.8,431722.80000000005,743743.6,517290.8,448177.00000000006,404386.20000000007,490684.60000000003,746563.8,514620.0,1844497.6,2071553.0,1927710.2000000007,1938297.3999999992,1979309.0,2140353.0,1952021.7999999998,1976871.0,1740407.0,2112677.4,1359073.2000000007,1522329.8000000012,1802221.2,1335961.0,1057716.8,1390413.0,1103020.8000000012,1086782.2,1676434.0,1361060.7999999998
42,573712.8,481147.0,484925.4400000001,790264.88,522048.46,527832.3999999999,667325.4400000002,546318.08,911305.3200000001,662335.92,427723.8,567497.36,456483.48,743993.12,518583.66,463758.68,431443.54000000004,498663.32,746817.72,517057.69999999995,1941998.8,2161205.1999999997,1964166.6,2095713.1199999996,2031035.0,2239246.0,2035560.2,2073682.9999999995,1841500.2,2183533.2,1462989.84,1623993.8000000005,1813246.26,1435674.4000000001,1059152.28,1502872.5999999999,1219620.4000000001,1114714.4399999997,1668068.4,1506025.4
43,635248.6000000001,488502.0,564253.4400000002,898748.4400000003,546939.04,564535.0,697683.2000000001,546808.32,923940.52,715060.9199999998,441632.83999999997,569447.6,510595.28,745695.56,515516.52,492802.91999999987,432870.56,508863.52,747530.32,521503.68,2021863.88,2278411.1199999996,2014992.96,2137519.1999999997,2153885.0,2325922.0,2141223.4,2153016.4,1946882.3999999997,2315099.52,1627147.7599999993,1668056.6,1823346.36,1519367.4000000001,1057151.36,1614373.0,1338317.8,1221354.2399999988,1674406.5999999999,1585413.12
44,680745.6000000002,489508.0,607498.8,923879.9,556128.7200000004,596783.7999999999,735165.1200000001,548072.28,924178.22,752558.34,449671.72000000003,566192.4400000001,514538.76000000007,750109.8,516784.18,512967.88,445802.08,539294.84,750134.3999999999,518603.88,2118272.3599999994,2393078.979999999,2117576.8000000003,2219128.8,2266913.0,2376050.0,2162368.6,2217479.6,2089465.4000000001,2391985.12,1675060.84,1699537.2000000002,1827432.46,1613425.2,1058657.56,1674987.4,1426417.9600000014,1330803.7999999998,1693049.0000000002,1664092.48
45,731509.0000000003,490018.0,647526.8800000004,925474.48,617677.5200000001,633809.3999999999,776006.4,587587.6799999996,935287.24,777889.9199999997,464398.39999999997,567456.56,516658.2,760771.88,528111.4,518746.6,459512.44,562273.7200000001,756426.2,514964.68,2156619.56,2398716.8,2181695.4,2247976.96,2387671.0,2418699.0,2274675.44,2307018.9999999995,2202525.1999999997,2411836.1999999997,1669467.52,1711351.48,1836960.48,1673238.4,1064120.08,1666524.4,1510448.6,1477983.5999999987,1704238.0000000002,1669506.72
46,823644.0,524740.0,709332.6000000001,961971.5,646297.0,677134.9999999995,811184.2,666391.5999999997,939862.9,806123.2000000001,491592.7999999998,582129.2,520645.19999999995,767171.6,525321.8,520066.0,469339.99999999994,575114.1,769212.6,516414.1,2244904.0,2426038.0,2291083.0,2300340.0,2391228.0,2443687.0,2342366.0,2396283.0,2285196.0,2460017.0,1672959.6,1716189.6,1841271.1,1683419.0,1067622.8,1665373.0,1613639.0000000002,1603108.5999999994,1723836.0,1706425.6
47,901604.6000000008,612201.0,722511.92,968082.84,667638.4,709023.0,820888.6,786143.52,942021.2,851289.96,506418.0,580839.68,515525.27999999997,760894.5599999999,524558.32,521281.2,512039.75999999995,575868.8400000001,775223.2,517884.36,2324162.2,2490688.68,2371816.2800000017,2360033.6399999997,2407684.0,2584791.0,2388530.36,2415410.9999999995,2404592.9999999995,2530405.8800000004,1668547.48,1784826.8800000004,1846250.48,1706838.8,1073128.44,1671354.0,1670749.76,1704779.5999999999,1789250.7999999998,1714955.16
48,963790.0,670341.0,754310.36,978317.4199999999,718285.4400000005,731086.2000000001,864915.4800000001,824353.7999999999,964959.6000000001,882151.64,511074.88,583285.6,516650.27999999997,762035.26,526027.82,517909.68000000005,519917.80000000005,578901.6,777428.4,532340.4,2395612.28,2595589.74,2409465.76,2402272.72,2436996.0,2602724.0,2394951.96,2481643.0,2419218.6,2596557.36,1682118.36,1786511.6400000008,1850335.24,1716301.3,1072530.32,1680801.0,1683680.8000000003,1706275.26,1794439.8,1751321.7999999998
49,1020340.5999999997,724137.0,813819.92,979191.1200000001,777253.3200000004,761561.7999999997,890175.8,843014.6,978953.4,908091.36,516520.8,574989.16,516114.36,765981.04,527770.84,523962.72,523836.12,574082.72,782574.8,523962.56,2432894.4,2606689.9999999995,2426936.8000000003,2468895.8,2537816.0,2618214.0,2448088.6,2521651.0,2472727.399999999,2609593.4,1722112.2,1789682.76,1855467.16,1714918.8,1095279.6,1736741.4,1709909.76,1699809.28,1803201.6,1776691.72
50,1017013.1999999998,771293.0,886074.720000001,980374.58,833444.76,794243.3999999999,917386.16,938292.4799999997,981368.36,935566.0,517193.1999999999,578892.76,519527.63999999996,770363.4,529196.74,531207.9600000001,529707.34,575737.66,789500.28,525719.54,2504118.08,2615077.9,2515234.4,2513195.16,2589412.0,2625027.0,2502034.8,2596416.2,2536042.9999999995,2617975.44,1750192.4,1789386.12,1853133.92,1710778.2,1120905.26,1754895.2,1720445.24,1701641.7,1805041.0000000002,1791968.36
51,217,187,186,229,176,187,189,175,224,197,99,122,113,177,128,124,113,124,187,121,184,213,186,184,204,212,187,199,180,219,338,349,441,329,349,345,314,300,343,337
52,348,313,308,370,281,373,355,331,433,370,183,206,174,322,219,218,208,209,365,206,668,690,628,685,596,738,551,661,605,739,646,657,780,636,522,665,592,569,687,639
53,66204,52888,51847,70806,47641,53615,56363,50288,66404,64474,26962,44308,41218,72555,51673,37339,33034,36053,68206,43536,64529,87650,65507,65371,82945,71391,65487,83197,65058,89869,177084,163775,195618,155251,153090,177400,140498,147991,166120,166625
54,1082586,903613,976104,1053482,932612,881988,979117,1070860,1046525,990600,545802,623858,560009,867515,576292,569236,556798,613559,878161,571012,2612849,2686078,2614377,2655469,2655809,2701574,2646229,2663524,2670552,2690330,1930850,1954339,2048762,1873779,1275597,1936533,1866361,1850467,2001821,1961356
