index,153_1_www.icann.org,153_2_www.icann.org,153_3_www.icann.org,153_4_www.icann.org,153_5_www.icann.org,153_6_www.icann.org,153_7_www.icann.org,153_8_www.icann.org,153_9_www.icann.org,153_10_www.icann.org,154_1_www.icann.org,154_2_www.icann.org,154_3_www.icann.org,154_4_www.icann.org,154_5_www.icann.org,154_6_www.icann.org,154_7_www.icann.org,154_8_www.icann.org,154_9_www.icann.org,154_10_www.icann.org,155_1_www.icann.org,155_2_www.icann.org,155_3_www.icann.org,155_4_www.icann.org,155_5_www.icann.org,155_6_www.icann.org,155_7_www.icann.org,155_8_www.icann.org,155_9_www.icann.org,155_10_www.icann.org,156_1_www.icann.org,156_2_www.icann.org,156_3_www.icann.org,156_4_www.icann.org,156_5_www.icann.org,156_6_www.icann.org,156_7_www.icann.org,156_8_www.icann.org,156_9_www.icann.org,156_10_www.icann.org
27,435903.36,510095.96,482377.80000000005,482379.44,486966.44000000006,456600.84,487927.2,543435.7999999999,516234.24,532944.8,506985.8,449979.0,325862.48,343323.24,525532.4,381224.19999999995,391887.12000000005,494618.2,446070.83999999997,523773.20000000036,345829.96,357961.0,517703.2399999998,396327.0,400584.55999999994,402173.60000000003,342897.99999999994,399331.48,531335.76,454421.72,4473.64,4382.719999999999,10160.279999999999,4536.36,4654.52,4445.52,5394.76,5269.24,7290.119999999999,4214.719999999999
28,461805.80000000005,516289.02,510011.60000000003,520245.19999999995,506111.8400000002,487654.32,492767.8,573655.8,521788.76,547343.1,523610.74,496366.79999999993,336012.36,349513.75999999995,548460.84,417759.7,433382.19999999995,496762.2,495843.27999999997,544884.92,372274.6,385915.20000000007,567358.68,444335.89999999985,434033.0,422755.6799999999,379748.67999999993,425416.2800000001,571120.7,482131.06,4362.46,4460.08,9802.26,4403.54,4530.28,4321.28,5151.76,5049.86,6903.82,4292.08
29,481877.12,542594.92,529313.4,541019.9199999999,526081.04,518577.88,509384.7999999997,585079.0,539312.8000000002,595368.3999999998,525000.96,529231.0,353282.6400000001,401379.07999999967,573699.1600000003,419814.6,453978.2,525833.4,514538.16,583642.3600000001,402351.84,386651.4,574816.1599999998,480865.39999999997,451129.36,460018.5999999999,412420.19999999995,451393.28,617167.8,531555.4,4194.079999999999,4131.84,9572.48,4288.920000000001,5321.0399999999945,5112.0399999999945,5093.48,5131.04,6786.359999999999,3963.84
30,494936.44,599618.6999999997,569765.44,561102.7999999998,569494.7200000004,551616.64,537582.2,610359.9999999999,566421.6,612104.18,575151.36,537614.2,394449.5999999999,457090.95999999996,595389.88,444237.2999999999,477438.04,589589.6,536567.88,645766.7000000001,461013.88,401101.2000000002,624330.0399999999,552601.0999999997,477368.72,519240.7,436718.93999999977,484614.42,636964.2000000002,565574.4199999999,5340.280000000004,5989.44,9291.48,5026.719999999996,6558.92,6349.92,5003.4800000000005,4837.040000000001,8700.539999999999,5821.44
31,504393.8,635809.3999999999,608152.3999999999,602323.5999999999,596732.6,552873.6,568470.0,651945.0,628435.6000000001,628063.3999999999,609044.0,553155.0,455119.0,482904.39999999997,605096.7999999999,480937.0,479047.6,592986.0,557823.6,687086.4000000001,482230.80000000005,445615.0,653205.6,598985.0,527432.0,552108.5999999999,476883.6,517915.6,701758.8,588246.8,6247.599999999999,8164.799999999994,8914.800000000001,7247.399999999997,6422.8,6213.8,4690.400000000001,4547.200000000001,11293.199999999999,6124.8
32,507144.74,687485.78,663679.8,617628.4400000001,602470.4000000004,593444.9600000001,604007.9999999999,677053.6,680310.4800000001,654344.9199999999,636910.42,620438.9999999999,458971.68,528732.44,656224.52,533303.7,526572.7999999999,626654.3999999999,591854.32,721133.8400000004,522950.52,484576.2,678097.2,638826.5,581586.5,588325.0799999998,514260.8999999999,549962.8,710130.06,601454.5199999999,6073.54,8561.76,8787.720000000001,8578.88,7144.079999999998,6104.0199999999995,4419.96,4451.58,11108.18,5932.92
33,517249.80000000005,710505.9599999998,708077.68,624011.6,637948.2800000003,644888.4,626362.8,695068.9999999999,728128.72,697943.72,664012.8,677331.7999999999,484661.16000000003,558601.0399999999,708562.2,562755.7999999999,529364.28,697156.0,620746.96,742486.9600000004,548789.04,512370.4000000001,716456.7599999998,672468.2,614675.36,620944.6,544937.3599999999,589788.4400000001,737410.68,610986.3599999999,7435.240000000002,8376.24,10433.600000000006,8449.12,8577.44,6181.44,4503.12,4417.320000000001,11070.52,5933.88
34,570566.12,723820.2,750643.7600000002,678968.9,694664.76,659852.76,665358.8000000002,727503.0,755676.8,748040.8,713082.88,722140.7999999999,518802.39999999997,605690.16,717818.44,591897.0,552831.4,766299.2,672732.4799999999,772154.1400000001,565371.4800000001,558395.2000000003,748884.2,701602.6000000001,662411.7599999999,658594.12,577024.7,604728.12,788122.7600000001,658901.3799999998,8303.14,8364.72,12931.72,8326.86,8654.86,7002.439999999991,4239.96,4262.959999999997,11140.08,6009.72
35,622440.72,742920.3999999998,780488.6,713128.2000000001,737096.0800000001,687872.64,689832.2,771938.9999999999,803022.6,806616.68,732964.9200000002,751487.6,576766.52,657884.9999999999,720582.6,623742.0,578313.16,790102.0,684605.8800000004,777340.68,617446.4,612398.8,792751.0,732518.2,699135.3200000001,697003.12,641115.2799999999,606893.2,839774.76,689558.16,8383.72,8440.56,12743.519999999999,8404.28,8683.32,8474.32,5401.959999999997,6121.079999999998,11012.52,7485.240000000002
36,654056.6,798812.5,831533.2000000001,726866.5000000001,791059.2,729528.4000000001,719694.0,810781.0,829333.0,813146.7000000001,754644.4,755079.0,621021.0,704956.7999999999,745154.4000000001,634037.5,622317.4,809649.0,742865.7999999999,778630.0,670825.2000000001,663186.0,838991.0,772680.5,730581.0,726796.2,684101.5,642900.0999999997,877552.5,694643.1,8357.199999999999,8424.6,12712.1,8435.800000000001,8563.1,8354.1,6369.400000000001,7979.199999999999,10713.899999999998,8256.6
37,692769.2,853559.9599999998,879549.3599999999,774233.5200000001,822225.5200000001,759926.84,718303.8,855088.2,847902.16,860391.64,774797.8,786940.5999999997,647807.6,748202.84,778855.48,692675.4,658413.0000000001,868267.8000000002,775308.4,780902.6,703430.44,678733.2000000002,889139.5999999999,777548.8,771279.6800000002,741487.64,725397.36,668551.4,916391.6799999999,732824.3599999998,8167.240000000001,8264.519999999999,12786.28,8318.76,8422.12,8213.12,6269.08,8620.52,12934.24,8096.5199999999995
38,716669.0000000002,912462.9,920667.2799999999,810860.1,867132.8400000001,822525.3200000004,738932.6,868375.6,889319.6,902302.5199999999,810523.08,831793.0,680170.32,751324.38,780161.76,735502.6,715042.6799999999,897323.3999999996,840487.7599999999,809533.52,706050.36,737113.8,949735.4,790980.7,796156.88,743121.26,749013.86,723733.2200000002,955711.5400000002,779686.7000000001,8160.46,8203.08,13560.320000000007,8171.54,8499.539999999999,8290.539999999999,6273.279999999996,8505.78,12742.859999999999,8035.08
39,756116.96,945436.2799999994,926120.48,848599.2399999999,905413.2000000008,871586.4400000001,783634.8,905575.3999999996,919700.8000000007,977970.7599999997,855837.28,883209.0,700173.9600000001,777475.6,781023.2,776503.4,750922.2399999999,927690.1999999998,880398.2400000001,837132.7200000004,739904.92,754436.2,978093.4400000001,838423.0,812315.24,779671.4,770045.4799999999,782807.96,1022290.9199999998,809974.3999999999,8241.039999999999,8278.92,14093.88,8248.960000000001,8579.84,8370.84,8176.719999999996,8364.64,12717.68,8110.92
40,787968.3,969959.4399999998,986135.6800000002,876083.3999999999,954449.6800000003,896761.88,838981.6,939217.1999999997,974542.7600000006,1003062.6399999999,895276.8200000001,911453.9999999998,741675.88,778572.26,781863.52,789560.5,780425.36,996294.6,958685.9999999999,877904.0200000003,781048.1200000001,771402.8,981736.8799999999,881675.5,837225.72,803111.96,815468.9999999995,834086.3400000001,1075205.24,867731.5799999998,8330.98,8360.039999999999,16335.76,8329.02,8669.02,8321.42,8418.039999999999,8429.42,13341.20000000001,8192.039999999999
41,813739.2000000001,1028810.7999999996,1022970.0,919455.0,1008656.2000000008,919096.4,873605.0,964552.0,1001599.0000000002,1062808.0,949451.6,938336.0,783866.2,804034.2,833771.6000000001,836331.0,782184.0,1027023.0,1024694.0000000001,931595.8000000005,845144.4,824428.0,997334.8,884553.0,850668.0,857043.0,874592.9999999998,884765.0,1133819.2,925780.9999999999,8423.8,8447.4,16141.199999999999,8292.199999999999,8632.199999999999,7919.2,8484.4,8494.199999999999,14841.2,8279.4
42,865943.88,1088921.0799999998,1059946.52,956963.6,1047082.8800000001,978113.1200000003,877362.5999999999,979284.9999999999,1020942.8,1092909.3,1016372.6800000005,1002867.3999999998,795334.8,854468.7799999998,864572.16,888890.0999999999,788332.44,1048438.8,1071709.9599999997,981185.6000000001,862274.8,859088.4,1013674.64,930884.7999999997,900250.1,866248.84,912577.8399999997,919142.1799999999,1178344.36,981893.58,8000.0199999999995,8307.960000000001,16122.26,7877.38,8103.9800000000005,7894.9800000000005,8483.44,8464.12,16160.440000000006,8139.96
43,913061.68,1131807.24,1083882.0399999998,1000442.2,1070429.08,1011975.3600000003,942975.7999999998,1024833.8,1056484.44,1143956.8800000001,1067306.76,1053443.5999999999,831059.8800000001,886227.1199999996,928313.8400000001,935804.6,822792.68,1091322.2,1120612.56,995139.16,880430.04,867244.4000000001,1022661.9199999999,958756.2,944478.2800000001,907756.6,947022.7999999999,977949.36,1251070.9200000004,1030515.8399999997,7450.239999999998,7790.5199999999995,16231.48,7865.760000000002,7993.1999999999925,7784.1999999999925,8376.76,8333.480000000001,16210.48,7622.5199999999995
44,959166.5799999998,1154913.0999999999,1133387.08,1066674.52,1121518.4800000004,1046497.4400000001,1012265.4,1055417.0,1108262.9200000002,1196769.32,1145505.28,1073238.0,879430.32,957205.5599999998,960023.7600000001,971270.9000000001,873877.0800000001,1142985.1999999997,1173203.4,1070116.2600000005,913511.0800000002,897393.9999999999,1049638.84,976019.8000000002,970530.72,963634.0000000001,990498.7,1005877.7200000003,1307629.84,1061166.36,9144.199999999999,8003.600000000002,15962.819999999998,7702.800000000001,10021.800000000001,9755.960000000001,8218.48,8223.539999999999,15941.819999999998,7643.800000000001
45,1006717.9200000003,1180306.9999999998,1174150.0,1119212.1999999997,1176142.4000000001,1110428.9600000004,1063764.1999999997,1096267.4,1157624.7200000002,1253787.92,1189361.3199999998,1132690.4,911289.2799999998,1046709.2399999999,1000154.0800000001,1016383.7999999997,941858.6399999998,1190044.0,1236402.04,1114301.9200000004,947484.44,954913.2000000002,1053225.8,988214.4,990973.6,1007024.8799999995,992240.08,1058873.48,1309665.04,1089860.16,11255.600000000006,9990.79999999999,15845.36,9649.199999999997,12001.679999999997,11176.68,8284.84,8288.32,15824.36,9137.79999999999
46,1063333.0,1195736.1,1205742.0,1189327.7999999998,1194454.4,1119958.8,1121729.0,1148147.9999999998,1233765.4000000001,1325885.3999999997,1219999.3000000003,1180143.0,963925.8000000002,1124032.5999999999,1056684.4,1058796.0,1007978.3999999998,1195474.0,1275775.2,1163129.3,978340.4,1004658.0,1091705.6,990503.0,1028517.7999999999,1056005.5,997876.4999999999,1102355.5,1311172.3,1101180.8,13001.599999999999,11896.799999999992,15725.500000000005,11034.400000000001,13632.400000000001,11035.999999999998,8351.199999999999,8353.1,15704.500000000005,11180.79999999999
47,1111903.0000000002,1218445.0,1228909.24,1215648.7199999997,1212144.8800000001,1146899.8400000005,1179429.0,1217568.8,1252722.4000000001,1395877.3199999998,1274053.2000000002,1218175.0,1027765.16,1210985.7999999998,1108738.5599999998,1111434.1999999997,1053344.44,1250095.4000000001,1321268.72,1172835.8,999482.3999999999,1064582.0000000002,1097495.48,1038529.3999999996,1066256.4799999997,1101769.44,1085890.8399999996,1151572.16,1313370.8,1121908.0799999998,14698.880000000003,13494.239999999994,17581.4,12719.919999999996,15123.12,10616.599999999997,8425.24,8426.52,17560.4,13326.239999999994
48,1165749.9800000002,1237106.76,1275868.9200000004,1289988.7599999998,1233846.56,1177976.8400000003,1228588.5999999999,1276358.2,1320091.7600000002,1456625.7599999998,1320139.24,1261379.5999999999,1092807.48,1262651.92,1145561.8,1143540.9999999998,1092369.4,1302949.0,1383319.88,1216875.28,1047671.2400000003,1110735.6,1151837.5999999999,1101021.9,1105775.7,1129051.0999999999,1105474.1799999997,1153318.02,1313509.32,1151838.34,14751.16,14881.68,20382.02000000001,14875.84,15038.84,12620.840000000004,8501.68,8160.9400000000005,20361.02000000001,14713.68
49,1199619.6,1259909.48,1341719.48,1375992.3199999998,1280893.72,1219253.48,1261627.0,1327849.5999999999,1379170.2,1502592.3199999998,1379764.4000000001,1297334.0,1135510.8400000003,1330964.44,1186769.76,1185098.0,1151955.8399999999,1353988.2,1430192.44,1246751.76,1099475.6,1146541.4000000004,1197471.6,1139560.5999999996,1146471.04,1205033.24,1135729.8399999994,1195820.2,1316297.68,1209451.5999999999,14663.44,14799.12,21094.68000000002,14791.56,14932.0,14181.56,8376.52,7945.76,20113.999999999996,14631.12
