index,50_1_www.linkedin.com,50_2_www.linkedin.com,50_3_www.linkedin.com,50_4_www.linkedin.com,50_5_www.linkedin.com,50_6_www.linkedin.com,50_7_www.linkedin.com,50_8_www.linkedin.com,50_9_www.linkedin.com,50_10_www.linkedin.com,51_1_www.linkedin.com,51_2_www.linkedin.com,51_3_www.linkedin.com,51_4_www.linkedin.com,51_5_www.linkedin.com,51_6_www.linkedin.com,51_7_www.linkedin.com,51_8_www.linkedin.com,51_9_www.linkedin.com,51_10_www.linkedin.com,52_1_www.linkedin.com,52_2_www.linkedin.com,52_3_www.linkedin.com,52_4_www.linkedin.com,52_5_www.linkedin.com,52_6_www.linkedin.com,52_7_www.linkedin.com,52_8_www.linkedin.com,52_9_www.linkedin.com,52_10_www.linkedin.com,53_1_www.linkedin.com,53_2_www.linkedin.com,53_3_www.linkedin.com,53_4_www.linkedin.com,53_5_www.linkedin.com,53_6_www.linkedin.com,53_7_www.linkedin.com,53_8_www.linkedin.com,53_9_www.linkedin.com,53_10_www.linkedin.com
28,77651.64,32516.600000000002,744130.5199999999,80358.56,26641.16,51760.66,28223.28,42815.439999999995,747866.4,26429.899999999998,7479101.639999998,6999687.76,7309174.479999999,6173443.8,8670482.28,6062271.56,7158942.100000001,4701904.0,8578189.32,5820044.0,902295.28,874518.0000000001,919302.68,880053.26,885075.88,888927.82,871137.2,879190.9,894414.8,873476.76,92267.84000000001,68499.84,98554.96,486773.80000000005,102051.88,105139.06,62916.35999999999,26473.839999999993,44410.68,97021.15999999999
29,79326.28,32419.6,750888.92,79464.92,28486.32,60331.079999999994,27779.079999999998,51875.40000000001,777339.2000000001,26063.2,7750823.639999997,7476560.64,7652937.84,6582778.720000001,9178218.200000001,6510794.92,7524328.6,4882556.200000001,8952762.04,6192906.0,899731.88,882421.2,922995.76,884008.88,894161.32,898178.88,887425.2,889465.2,902804.24,876237.44,96534.76,79007.76,99127.16,511586.32,101548.76,108476.16,64510.479999999996,29893.719999999998,44163.52,98207.31999999999
30,78267.28,32550.8,780854.58,78516.92000000001,28253.46,59891.2,29541.92,60502.91999999998,780428.1,27740.400000000012,8100525.399999999,7883823.359999999,7952151.4,7022081.68,9639175.58,6900441.8,8048980.34,5073898.0,9109208.5,6613206.0,908655.64,885882.6,923979.96,890788.34,894941.32,908935.1,887724.3200000001,909088.4,909610.4800000001,886777.36,101874.32,80113.20000000001,98940.48,534093.8,102657.54000000001,107736.88,63465.48,32136.960000000006,43968.84,99415.24
31,78955.79999999996,35898.0,784679.0,80298.6,27696.600000000002,64899.200000000004,29409.600000000002,73796.0,784793.0,27644.0,8460662.4,8330624.399999998,8172810.2,7482623.599999999,10116258.6,7212540.8,8576593.599999998,5252416.0,9248289.6,7054608.0,918551.4,889296.0,930130.6,900364.4,898543.2,910035.2,892871.6,901806.0,920024.0,892656.0,104223.20000000001,87505.2,101571.4,553470.2,103668.2,111079.59999999999,64596.4,39864.200000000004,44159.8,101173.8
32,79051.92,35608.2,789080.72,79486.76,29155.48,64877.76,29016.48,80550.44,788937.9,27368.9,8830427.6,8693207.6,8395918.48,8013046.200000001,10548977.8,7468986.2,9015872.520000001,5448503.0,9455976.14,7416940.0,921828.48,901660.0,934602.24,903652.78,907101.4,913384.02,894871.2,905375.9,926003.56,898202.76,104005.52,88225.14,103800.68,570315.4,103913.98,111263.76000000001,76436.04000000001,39769.759999999995,43950.36,100411.88000000002
33,79564.79999999999,35004.799999999996,790775.72,81234.40000000001,28651.32,69694.64,28806.36,81114.48,793600.6,27972.200000000008,9196828.2,9233273.399999999,8560846.68,8405565.8,11011184.96,7811324.96,9460540.8,5643195.0,9770171.2,7731612.0,926190.96,907294.8,942475.12,909414.08,916716.2,917693.72,901522.36,911121.8,930771.52,897090.5599999999,103772.44,90993.08,103075.28,601285.0799999998,107570.08,112302.16,77376.52,38907.72,44233.399999999994,96494.03999999996
34,82865.08,38917.600000000035,800244.6,84154.96,33088.48,85944.75999999998,30714.16,82527.28,798539.6,30390.799999999992,9592948.2,9643232.52,8733601.76,8739975.34,11454871.38,8003241.159999998,10029731.24,5874550.8,10179620.6,8099145.0,932221.5599999997,911633.9,946961.94,914281.02,922827.72,926463.4399999998,911095.72,915341.2,929040.2,906989.4,104634.88000000002,91214.51999999999,103335.24,624944.8999999997,107171.36,113365.54,80298.72,39980.16000000001,50175.639999999985,92392.72
35,81993.88,43697.6,805598.64,86356.52,32846.16,90021.48,30456.72,81249.64,806555.9999999998,31759.600000000002,9977603.919999998,10048076.08,8970038.64,8994999.64,11968303.96,8290471.72,10575465.280000001,6100982.0,10417659.32,8499476.0,940081.76,916408.0,954640.3600000001,916102.52,925250.28,931260.64,915999.76,918599.6,936509.5999999999,914576.32,104915.36,96576.28000000003,106533.52,646672.6,108505.95999999999,115240.67999999998,82411.56,40317.92,54252.28,97533.72
36,83698.6,42728.0,813615.6000000001,86131.2,32759.9,91232.9,32812.2,82655.4,810546.0,31849.0,10346043.4,10446585.2,9294920.9,9327496.6,12422910.000000002,8524853.6,11004144.200000001,6374855.0,10943865.599999998,8898468.0,943601.0,917096.5,959330.7,919675.6,932647.7999999999,935140.9,922539.2000000001,929373.0,941791.6000000001,915724.8,102865.2,100346.4,106369.59999999999,687448.0999999993,107675.1,115754.6,85598.0,42755.20000000004,53697.200000000004,97794.2
37,85521.68000000001,50876.200000000004,817736.5599999999,87718.32,35072.799999999996,90554.56,32560.88,82988.59999999999,819163.5999999999,31610.4,10785999.68,10887731.68,9733857.96,9765986.4,12859705.360000001,8856969.44,11324770.04,6628785.799999999,11532123.52,9251516.0,946516.9199999999,920868.2,964602.4400000001,924548.96,929907.4400000001,940156.64,925038.56,932505.4,945633.88,922445.96,106641.16,100697.16,108349.04,723712.32,106045.88,118341.68000000001,87057.32,44645.68,53442.76,99925.2
38,87022.84,63241.80000000004,855926.26,86661.68,36303.02,93054.67999999998,32623.640000000003,85600.91999999998,822106.7,31784.7,11033554.52,11381672.0,9977608.8,10069769.8,13420836.160000002,9105046.52,11778096.32,6857088.0,11943038.879999999,9588028.0,950580.6,928892.8,969463.98,933057.74,935948.52,942910.9600000001,930997.88,937711.2,949905.2,926492.44,107154.52,102103.32,110807.36,728870.06,107874.04,120230.98000000001,90321.08000000002,44619.24,53862.880000000005,100334.04
39,85541.24,71929.80000000003,890178.16,88655.56000000001,35775.08,93962.08,35650.48000000001,85261.95999999999,857157.2000000002,31345.8,11053405.799999999,11829282.76,10163165.12,10502398.96,13797977.12,9420949.040000001,12161435.2,7083697.0,12405305.52,10053606.0,955541.36,933251.2,973129.88,938511.7199999999,941302.52,949142.52,935187.72,942946.4,954817.92,931040.68,108379.52,103919.72,110180.51999999999,729630.44,108030.52000000006,121703.44,97356.55999999997,47927.72,55248.48,102143.88
40,87568.56,79931.60000000003,891149.42,88706.96000000002,37621.80000000001,95095.94,35560.88,87032.24,891571.2,30969.899999999998,11063742.540000001,11960574.2,10383892.36,10953781.56,14104132.160000002,9711286.28,12533433.88,7347615.2,12812958.9,10079312.0,963014.92,936265.2999999999,978482.04,942481.02,946522.24,953308.7999999998,938062.84,947050.8999999999,959569.52,933213.3999999999,108363.72,103530.34,111828.43999999999,732753.7999999998,110523.34,123107.08,99417.15999999997,50699.44000000004,55086.76,102530.87999999999
41,95448.39999999994,80031.0,893368.4,90653.59999999999,43575.20000000001,95212.59999999999,35426.6,94732.79999999999,895489.0,32447.0,11080586.2,11979945.2,10608774.4,11383075.6,14472761.2,9937791.200000001,12925263.799999999,7657750.0,13150847.0,10113618.0,967123.4,941941.0,1024569.6,944919.6,949902.4,958978.4,943811.0000000001,951401.0,964227.8,938264.9999999999,111925.4,104490.40000000001,111002.20000000004,745822.2,112717.40000000001,124605.4,99590.2,61289.60000000003,57463.000000000015,104358.40000000001
42,96817.2,81989.8,898650.76,96298.1600000001,46235.92,96374.52000000005,43201.40000000001,100208.52000000005,899174.3,36766.80000000002,11168158.24,11996232.64,10899097.839999998,11691699.4,14735617.66,10304252.56,13268955.4,7952556.8,13359031.7,10180952.0,971563.84,944707.8,1059649.6400000001,949727.54,955086.92,962196.54,947280.88,956870.9,969271.4400000001,944694.32,113654.36,103946.66,112565.64,870762.1999999998,112395.54,123405.98,97856.88,61156.03999999999,61358.2,109757.4
43,101536.08,81415.2,902906.16,110716.64000000001,45322.67999999999,112518.24000000002,44230.68,103533.32,902665.8,38145.799999999996,11179424.959999999,12003539.72,11154835.080000002,12142267.32,14977968.44,10693919.36,13578948.8,8351101.4,13371272.24,10208046.0,974082.48,948796.0000000001,1159209.16,954518.2,958529.52,967725.2,951992.88,960983.0000000001,973546.84,946827.92,112917.24,105290.92,114106.04,874562.6799999999,114704.68000000004,125272.96,99319.28,60469.76,70125.71999999999,118012.40000000026
44,101119.24,80634.8,906843.42,110257.60000000015,45137.68,122147.26,44280.479999999996,105177.28,906301.9,38616.399999999994,11190770.98,12011772.44,11417926.4,12491489.78,15000431.14,10724301.88,13868494.200000001,8609533.8,13382959.16,10217570.0,978675.88,952236.8000000002,1167153.54,958261.62,961641.8,969900.82,955941.08,965299.1,974405.52,951948.84,114827.12,106621.93999999999,112896.71999999999,876808.2,118029.18000000001,126486.28000000001,102673.12,61950.20000000002,77271.88,136249.72000000003
45,103047.76,82474.8,909673.68,118311.76,50343.52000000004,124244.68000000001,48371.12,105021.04,909801.6,41613.799999999996,11201957.24,12022234.48,11720695.28,12948518.479999999,15010848.76,10738063.28,14374170.479999999,8620688.6,13391261.0,10227268.0,985321.44,954990.0000000002,1206958.64,964147.96,966899.76,991523.3199999998,960485.6000000001,970033.0,1034646.4,956373.24,113556.76,108246.68,114206.32,879416.64,118816.76000000002,128525.72,103391.55999999998,68482.6,85908.16000000003,136944.64
46,123902.8,83648.0,907247.2,142659.0000000002,59272.59999999997,148420.7,51060.6,121766.40000000002,910416.5,41156.5,11210372.7,12030296.6,11730049.7,13400009.0,15025201.7,10750820.2,14693153.0,8627424.0,13581503.6,10236368.0,988819.4,962810.5,1212723.9,965872.7,969883.2,1063503.5999999992,964145.7999999999,974339.5,1104034.4,958772.4,112212.40000000001,109002.7,116126.79999999999,883832.5,120216.7,130410.09999999999,101853.6,78072.20000000001,94549.79999999997,138122.80000000002
47,129166.27999999994,83639.59999999999,909270.16,148521.52,68201.67999999998,148312.36,53359.4,143989.84,914608.0,42245.800000000025,11220623.16,12041202.92,11740384.84,13788336.319999997,15038906.08,10758874.52,15242305.319999997,8633372.4,13620424.76,10245441.0,992913.44,966123.0,1217064.6,970384.88,974589.36,1105085.64,968256.12,980536.4,1200434.1599999997,965073.84,113626.16,107981.68,120139.07999999999,888242.48,121776.8,132110.92,103672.23999999998,85625.96,95232.16,138451.63999999998
48,140069.4,82833.2,914972.64,150231.64,77130.75999999998,156016.88,60910.91999999999,148060.6,914373.6,56468.00000000001,11227124.959999999,12052704.2,11751989.32,14130261.8,15049777.98,10766980.56,15262211.76,8646039.2,13634778.66,10253915.0,995247.84,969683.9,1222626.14,1014471.3200000002,1000939.6000000001,1194140.6199999999,973951.0400000004,982302.3,1202280.08,968939.52,115636.56,110026.18,122615.64,888947.32,122234.99999999999,134067.48,104171.64,87038.84,98265.88,143475.0
49,151609.39999999985,83794.40000000002,918262.92,157529.91999999998,86059.83999999998,158558.56000000006,72434.52000000006,154181.40000000002,918509.4,60127.80000000002,11401253.72,12061404.16,11760528.92,14354411.44,15060301.32,10774512.96,15275242.04,8652961.2,13645095.12,10263357.0,1092918.5199999993,970476.2,1223514.12,1110666.24,1067717.0000000019,1199727.5999999999,1025036.3200000001,1064875.4,1208189.08,973124.76,117547.31999999999,111701.12,122229.56,891216.88,118994.12,140356.2,106720.11999999998,89367.08,97550.27999999997,142960.88
50,159367.11999999997,83513.4,922517.5,156834.36,91378.92,162062.94,76203.64000000001,153785.48,921913.5,86184.30000000008,11452855.6,12127755.36,11838823.28,14365976.02,15106303.560000004,10841714.64,15327459.079999998,8769412.599999998,13656575.86,10352851.0,1218326.28,1101739.0000000007,1223659.56,1194655.74,1138793.2000000002,1204688.26,1083526.88,1136794.7,1211006.6,973625.92,121923.16,110959.94,123975.88,891023.44,122814.32,160275.0399999999,108108.64,91164.12,99315.16,143600.96
51,101,67,323,95,58,95,48,80,318,48,452,437,434,396,429,457,424,423,539,436,404,389,466,390,387,433,384,410,439,367,136,102,130,338,140,147,96,67,61,125
52,137,93,470,119,95,132,78,122,467,57,1697,1737,1843,1945,2108,1611,2067,1447,2104,1614,548,516,631,527,535,570,512,545,587,477,162,145,184,565,157,214,146,119,87,147
53,30708,19859,96408,29541,15410,28250,13102,24896,95458,13299,119275,111337,111816,105117,108831,110400,110590,109838,134770,112062,109744,104491,120479,103023,104582,117547,103884,108590,119142,101228,40786,32324,40816,118109,43126,44768,30521,18644,17613,42492
54,191113,104950,1021242,186551,108246,189635,94472,178448,1018376,101378,11581606,12400838,12100567,14480568,15400119,10952274,15616439,8991824,13798179,10603152,1328827,1298280,1344236,1297614,1303222,1329692,1263847,1311931,1337081,1080270,162711,142369,168094,1009323,168697,257067,138149,110829,118570,188054
